UCL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
UCL621001,0,11,3,245,3,262,0,0,0,45,0,45,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,18,4,6,172,6,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,43,0,47,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,7,0,10,0,0,0,9,18,28,28,13,7,430,24,501
UCL621002,0,16,17,232,4,269,0,0,0,29,0,30,8,0,0,0,0,16,0,0,0,3,0,3,14,3,5,3,0,21,47,28,12,254,11,348,0,0,0,0,0,0,3,0,0,0,0,6,3,0,5,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,7,5,0,76,0,88,4,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,50,5,72,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,0,24,71,4,3,7,0,89,7,0,0,5,42,54,182,43,22,498,56,797
UCL621003,3,21,11,250,4,282,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,10,23,6,10,214,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,49,0,57,0,6,0,3,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,25,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,12,0,0,0,6,63,60,45,21,18,454,64,608
UCL621004,0,19,8,316,9,349,0,0,0,53,0,55,3,0,0,0,0,3,0,0,0,0,0,3,8,0,0,0,0,12,48,14,12,287,4,369,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,14,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,9,3,3,76,4,95,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,11,4,4,72,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,15,0,25,0,0,0,14,29,43,90,25,19,644,47,823
UCL621005,0,13,8,241,0,260,0,0,0,20,0,23,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,5,0,12,24,17,15,155,0,215,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,35,0,41,4,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,30,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,4,0,3,0,15,0,0,0,5,10,8,47,33,18,394,13,503
UCL621006,0,43,24,203,0,265,0,0,0,17,0,19,5,0,0,0,0,8,0,0,0,0,0,0,7,5,0,8,0,22,45,41,24,199,0,310,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,13,0,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,44,0,65,5,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,15,0,7,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,11,8,13,45,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8,23,5,10,15,0,50,0,0,0,0,20,16,90,65,42,403,20,618
UCL621007,4,20,16,222,0,263,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,7,33,22,25,204,0,279,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,13,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,57,0,71,10,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,57,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,16,0,30,0,0,0,4,26,30,57,35,30,426,29,577
UCL621008,0,13,13,292,3,325,0,0,0,27,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,25,17,15,260,3,317,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,9,0,0,34,0,42,5,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,31,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,21,0,0,0,3,28,31,70,24,21,528,37,668
UCL621009,3,16,18,230,0,270,0,0,0,24,0,28,4,0,0,0,0,4,0,0,0,0,0,0,11,0,3,8,0,15,28,19,13,240,10,304,19,0,0,0,0,19,0,0,0,0,0,0,6,6,0,9,0,26,0,4,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,6,10,3,0,50,0,67,3,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,12,5,3,39,4,56,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,28,3,0,3,0,38,3,0,0,6,25,43,113,30,23,449,43,659
UCL621010,4,11,9,156,4,179,0,0,0,58,0,58,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,42,9,10,163,4,224,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,3,0,43,0,57,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,41,0,52,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,21,5,0,3,0,25,0,0,0,4,25,29,94,20,12,361,32,521
UCL621011,0,32,23,209,3,271,0,0,0,34,0,38,5,0,3,0,0,5,0,0,0,0,0,4,7,5,0,11,0,25,43,28,15,197,0,286,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,52,4,69,4,0,0,11,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,0,9,3,0,0,0,0,7,0,0,0,0,0,0,13,10,8,36,0,56,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,18,6,4,4,0,35,0,5,0,10,20,31,89,49,33,399,30,601
UCL621012,3,39,38,197,0,281,0,0,0,9,0,9,0,0,7,0,0,3,0,0,0,0,0,0,14,3,3,16,0,39,102,46,41,182,0,375,0,0,0,0,0,0,8,4,3,0,0,14,14,4,3,25,0,46,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,22,8,10,79,0,119,0,3,4,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,11,11,61,0,105,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,4,4,0,15,33,10,14,14,0,75,0,0,0,0,17,14,190,82,77,404,17,763
UCL621013,0,24,6,243,8,288,0,0,3,84,9,94,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,7,50,24,20,177,14,280,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,26,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,58,0,75,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,8,5,35,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,19,3,4,14,0,39,0,3,0,3,34,43,86,42,27,446,62,658
UCL621014,0,24,21,231,0,286,0,0,0,12,0,9,0,0,0,3,0,3,0,0,0,0,0,0,8,3,0,11,0,23,42,18,18,185,6,261,4,0,0,0,0,4,0,0,0,0,0,0,11,8,0,22,0,29,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,3,51,4,65,0,5,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,8,0,0,0,8,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,5,10,45,0,74,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,15,19,10,0,4,0,36,0,0,0,0,52,59,94,46,36,406,63,641
UCL621015,4,44,23,354,0,428,0,0,0,21,0,23,9,8,0,0,0,17,3,0,0,4,0,9,42,0,4,18,0,57,126,31,19,249,4,432,0,0,0,0,0,4,8,0,0,3,0,5,11,5,6,24,0,46,5,0,0,0,0,5,4,0,0,0,0,5,3,0,0,0,0,4,17,3,5,63,0,91,5,4,0,11,0,21,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,5,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,30,17,6,79,0,126,0,0,0,0,0,0,9,4,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,12,49,6,9,5,0,68,6,0,0,0,43,40,287,71,47,594,43,1037
UCL621016,0,37,31,207,0,274,0,0,0,16,0,16,7,0,0,0,0,12,0,0,0,0,0,0,16,5,5,12,0,39,86,46,26,241,3,394,0,0,0,0,0,0,0,0,0,0,0,3,14,0,3,15,0,35,0,0,0,7,0,5,0,0,0,0,0,3,0,0,0,0,0,0,23,10,4,65,0,98,0,6,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,8,4,0,0,0,0,4,23,5,10,56,0,89,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,18,4,3,4,0,34,0,0,0,6,5,17,163,66,49,433,11,717
UCL621017,5,15,9,137,3,174,0,0,0,9,0,6,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,10,49,14,18,177,12,259,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,46,0,60,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,42,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,20,0,0,0,0,29,28,102,26,21,316,41,507
UCL621018,4,5,4,195,0,210,0,0,0,23,0,19,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,5,0,11,23,6,6,230,19,285,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,44,3,55,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,47,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,9,0,20,0,0,0,6,37,44,61,16,16,425,58,562
UCL621019,3,14,13,204,5,238,0,0,0,18,0,19,5,0,0,0,0,6,0,0,0,0,0,0,6,0,0,5,0,14,38,16,14,255,5,322,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,21,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,75,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,61,0,72,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,6,0,0,7,0,21,0,0,0,5,38,44,63,22,22,475,41,623
UCL621020,0,14,8,327,18,367,0,0,0,73,0,77,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,11,69,21,8,299,10,399,5,0,3,0,0,3,3,0,0,0,0,6,9,3,0,9,0,20,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,9,3,0,77,0,91,4,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,48,9,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,13,9,37,0,0,0,22,45,73,103,29,17,661,77,887
UCL621021,0,25,40,455,3,529,0,0,3,118,0,126,3,0,0,0,0,3,0,0,0,0,0,0,7,3,0,4,0,23,64,31,30,324,3,446,4,0,3,0,0,3,0,0,0,0,0,0,4,0,0,24,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,90,0,107,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,3,0,0,0,0,0,0,12,7,9,56,0,83,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,27,10,14,16,0,65,0,0,0,10,41,54,117,55,54,776,49,1058
UCL621022,0,30,34,284,0,344,0,3,0,16,0,18,4,0,0,3,0,11,0,0,0,0,0,0,8,8,3,0,0,16,82,34,30,325,13,479,0,0,0,0,0,0,9,0,0,3,0,7,6,0,5,28,0,38,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,28,11,10,78,6,133,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,26,11,3,80,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,28,0,7,18,0,52,0,0,0,10,53,56,159,55,48,605,66,934
UCL621023,4,26,15,254,11,311,0,0,0,52,0,54,0,0,0,0,0,0,3,0,0,0,0,8,5,0,0,0,0,7,44,21,11,205,9,283,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,25,0,38,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,50,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,5,0,0,0,0,0,6,0,0,4,0,6,0,0,0,3,0,0,0,0,0,0,0,0,15,8,4,50,6,77,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,15,0,0,5,0,20,0,0,0,0,103,105,110,39,20,461,116,749
UCL621024,0,11,20,212,9,245,0,0,0,24,0,28,0,0,0,0,0,0,0,0,0,5,0,4,6,0,0,3,0,10,39,14,12,234,3,305,5,0,0,0,0,5,0,0,0,0,0,6,7,5,7,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,54,4,65,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,65,4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,9,0,26,0,0,0,0,48,47,77,23,28,458,58,639
UCL621025,0,33,16,227,4,277,0,3,0,21,0,23,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,9,49,22,13,239,9,334,0,0,0,0,0,5,0,0,0,4,0,5,7,4,0,15,0,24,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,80,6,100,0,3,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,13,7,5,58,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,13,7,0,7,0,26,0,0,0,6,40,45,86,48,26,482,51,691
UCL621026,0,11,10,172,7,195,0,0,0,48,0,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,12,23,16,9,187,3,234,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,71,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,34,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,5,0,5,0,18,0,0,0,4,26,30,49,25,11,383,31,504
UCL621027,3,22,17,223,3,260,0,0,3,32,0,35,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,17,61,23,13,276,8,385,6,0,0,0,0,6,5,0,0,0,0,4,12,6,0,15,0,29,0,0,0,0,0,0,6,0,0,0,0,4,5,0,0,0,0,5,9,0,0,61,0,72,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,56,0,91,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,19,8,3,10,0,39,0,0,0,0,28,26,129,43,22,487,43,724
UCL621028,0,18,10,224,0,250,0,0,0,46,0,46,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,3,23,18,7,192,10,252,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,6,3,64,0,76,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,36,0,54,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,32,4,0,12,0,45,0,0,0,6,59,58,90,31,10,434,71,634
