UCL_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
UCL421012,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,17,16,28,9,5,11,6,0,120
UCL421013,5,0,8,3,3,0,0,8,0,22,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,10,0,4,3,0,0,0,0,0,0,7,58,80,66,57,34,19,15,38,3,375
UCL421014,0,0,5,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,31,56,48,34,29,12,8,17,5,239
UCL421015,0,0,0,5,3,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,19,18,23,12,0,17,14,4,116
UCL421016,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,9,31,61,43,12,30,10,3,11,8,209
UCL421017,0,0,8,0,6,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,10,15,28,38,37,20,5,16,13,7,177
UCL421018,6,0,8,5,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,15,55,50,64,25,43,22,21,26,0,308
UCL421019,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,20,29,30,19,17,8,10,15,4,149
UCL421020,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,24,18,31,16,14,10,8,19,0,139
UCL421021,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,16,31,30,17,10,0,8,9,0,121
UCL421022,3,0,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,6,12,50,106,56,55,35,17,16,23,9,365
UCL421023,0,0,4,0,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,9,0,20,17,35,28,39,20,14,13,31,3,208
UCL421024,0,0,4,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10,0,12,34,30,26,33,13,5,8,21,0,178
UCL421025,4,0,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,6,0,11,27,20,32,42,27,9,10,16,0,184
UCL421026,0,0,7,3,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,25,24,24,15,13,7,13,7,139
UCL421027,0,0,5,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,16,28,39,27,16,5,7,16,0,156
UCL421028,0,0,0,3,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,57,46,23,18,12,3,9,0,207
UCL421029,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26,40,15,20,11,5,3,9,9,135
UCL421030,0,0,4,0,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,24,22,12,17,11,15,15,6,149
UCL421031,0,0,9,0,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,10,30,19,32,15,19,15,8,23,4,165
UCL421032,3,0,4,0,0,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,20,8,22,15,9,17,10,39,5,134
UCL421033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,17,0,14,3,3,0,0,4,53
UCL421034,0,0,7,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,5,0,3,8,0,18,27,57,49,49,27,3,24,24,5,273
UCL421035,0,0,3,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,8,14,30,17,34,15,9,3,22,5,142
UCL421036,0,0,8,3,4,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,7,0,0,0,3,0,0,15,41,58,93,57,41,24,24,23,7,365
UCL421037,0,0,8,4,0,4,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,4,0,16,29,59,54,31,27,11,15,30,0,249
UCL421038,0,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,65,129,46,35,43,14,9,15,0,357
UCL421039,4,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,9,25,26,39,27,22,12,19,21,0,199
UCL421040,0,0,3,3,6,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,11,18,40,63,22,18,13,14,13,4,211
UCL421041,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,20,31,29,14,6,11,7,14,3,134
UCL421042,0,0,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,4,11,36,34,31,15,5,4,14,3,156
UCL421043,0,0,3,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,14,22,27,14,5,3,5,10,0,108
UCL422001,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,16,6,7,6,3,9,0,65
UCL422002,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,4,0,0,6,0,16,3,24,4,19,4,4,0,6,0,55
UCL422003,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,4,4,5,0,11,0,56
UCL422004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,10,5,16,8,9,0,8,6,0,56
UCL422005,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,15,11,3,5,0,3,0,51
UCL422006,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,22,34,25,12,12,4,5,7,0,121
UCL422007,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,7,4,6,4,8,6,38
UCL422008,0,0,3,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,14,22,28,18,15,4,9,17,0,118
UCL422009,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,7,13,4,4,0,9,0,64
UCL422010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,39,22,15,7,6,3,5,3,111
UCL422011,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,6,0,0,0,6,0,34
UCL422012,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,45,24,11,7,8,10,4,136
UCL422013,0,0,3,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,29,24,15,17,4,9,4,0,127
UCL422014,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,18,13,11,13,0,0,0,4,77
UCL422015,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,20,13,16,12,3,4,7,3,80
UCL422016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,4,9,3,12,3,8,3,13,0,42
UCL422017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,9,5,4,6,3,3,0,36
UCL422018,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,8,0,0,0,3,9,0,33
UCL422019,0,0,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,14,6,13,14,5,0,3,15,0,73
UCL422020,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,10,15,12,0,0,9,0,89
UCL422021,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,19,15,19,4,9,3,4,0,88
UCL422022,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,12,0,0,3,0,0,9,0,28
UCL422023,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,9,3,6,15,5,10,0,3,11,3,51
UCL422024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,6,0,0,0,0,0,28
UCL422025,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,15,14,3,0,6,10,0,65
UCL422026,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,38,34,21,15,10,4,15,0,161
UCL422027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,10,4,7,4,0,0,6,0,34
UCL422028,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,10,11,6,4,3,9,0,60
UCL422029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,0,8,0,0,0,3,0,41
UCL422030,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,6,18,5,0,0,10,0,48
UCL422031,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,10,8,0,6,4,10,3,43
UCL422032,0,0,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35,27,11,8,12,0,6,4,113
UCL422033,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,10,14,25,5,9,7,7,9,3,86
UCL422034,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,22,12,11,14,7,3,11,0,98
UCL422035,0,0,8,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,12,17,23,21,21,7,6,11,0,113
UCL422036,0,0,0,7,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,8,3,0,3,6,0,46
UCL422037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,6,21,11,9,3,4,0,4,3,63
UCL422038,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,14,5,11,0,4,8,4,45
UCL422039,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,6,3,0,6,4,3,48
UCL422040,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,13,14,14,9,4,7,3,93
UCL422041,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,12,9,8,9,6,5,8,4,75
UCL422042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,7,9,11,8,0,6,9,5,4,58
UCL422043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,9,6,0,0,0,0,35
UCL422044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,12,9,3,0,5,9,0,54
UCL422045,0,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,20,21,11,9,7,3,5,3,104
UCL422046,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,17,13,13,12,7,9,6,20,4,94
UCL422047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,10,0,4,0,0,0,6,0,36
UCL422048,0,0,0,5,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,13,5,3,4,7,0,50
UCL422049,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,12,20,5,9,0,0,13,0,73
UCL422050,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,8,10,4,0,11,5,0,47
UCL422051,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,15,23,23,10,9,4,18,0,116
UCL422052,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,10,16,24,16,13,5,7,11,0,94
UCL422053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,0,5,3,0,4,6,0,24
UCL422054,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,3,8,7,0,4,4,8,0,51
UCL422055,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,4,0,10,6,8,19,11,3,4,6,12,3,73
UCL422056,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,10,15,8,10,4,7,6,5,90
UCL422057,4,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,17,31,14,15,6,8,16,0,131
UCL422058,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,7,3,0,5,5,0,39
UCL422059,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,15,23,23,19,8,0,4,10,4,111
UCL422060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,6,8,3,0,6,0,0,42
UCL422061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,8,16,13,13,0,3,11,0,62
UCL422062,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,15,12,0,3,3,5,0,65
UCL422063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,13,0,0,0,0,0,26,10,15,0,15,3,0,0,5,0,39
UCL431001,386,54,624,276,243,180,115,317,43,2244,7,0,3,3,6,0,4,0,0,26,131,74,65,81,66,29,52,67,24,591,392,92,217,164,139,107,144,242,183,1675,10388,9340,6863,4771,4322,1821,1928,3672,763,43869
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL499994,0,3,12,6,0,0,4,3,0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,9,3,0,4,5,0,0,5,8,11,29,47,114,76,58,42,28,33,71,15,489
UCL501001,4115,1224,12785,6847,4688,3480,2677,3516,387,39725,55,68,97,133,90,114,91,193,30,862,1300,2019,1535,1537,1271,622,1068,852,319,10528,1579,1679,3110,1976,1744,1099,1667,1912,3203,17968,94576,231161,116004,88521,82305,36456,33836,38792,10866,732509
UCL511001,122,40,425,230,144,162,134,177,15,1457,3,5,0,10,0,3,7,6,0,35,31,59,67,46,39,13,73,40,8,370,45,49,139,57,41,43,94,98,108,673,2168,5366,5245,3143,2432,1259,1670,1760,349,23383
UCL512001,56,23,210,104,68,60,30,63,8,619,0,0,0,0,0,0,0,3,0,16,15,15,23,21,8,4,5,13,3,116,24,18,51,37,15,14,17,42,20,239,962,2251,1666,1516,886,566,443,729,103,9119
UCL512002,84,15,266,106,50,52,44,74,8,689,0,0,0,3,0,7,0,0,0,12,14,18,18,13,9,4,12,9,4,103,14,12,40,23,16,27,25,28,30,213,897,1778,1692,1149,788,499,443,661,121,8022
UCL512003,53,11,177,111,60,52,34,67,4,566,0,0,6,0,0,3,0,7,0,15,23,13,20,23,12,8,6,14,3,117,26,23,47,35,26,13,24,40,38,272,967,2360,1865,1398,983,527,545,689,128,9461
UCL512004,60,22,148,80,80,46,92,51,3,580,0,0,0,3,0,5,3,0,0,17,9,15,32,19,10,3,37,12,9,143,22,20,81,40,20,10,64,37,50,339,964,2045,2563,913,901,341,1012,492,145,9374
UCL513001,40,13,70,62,49,24,8,29,0,301,0,0,0,0,0,0,0,0,0,6,16,18,15,12,12,0,5,3,0,82,17,35,28,33,32,22,10,30,49,249,757,1563,739,732,606,245,181,334,105,5254
UCL513002,20,3,73,39,19,18,19,29,5,217,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,0,6,0,0,32,12,8,20,19,10,12,10,25,20,134,344,606,583,314,327,142,240,214,60,2835
UCL513003,53,13,96,47,46,32,23,20,6,328,0,0,0,0,0,0,0,0,0,8,10,16,40,16,11,3,18,11,3,121,10,14,61,9,22,8,28,24,33,213,772,1281,1838,556,675,229,415,365,124,6246
UCL513004,29,15,55,25,40,12,31,28,4,234,0,0,0,0,0,0,5,3,0,11,6,15,23,10,13,9,18,9,5,105,14,12,58,15,11,5,27,34,45,229,524,924,1613,412,525,159,472,345,130,5107
UCL513005,23,11,71,46,32,17,23,27,6,255,0,0,0,0,0,0,0,0,0,5,10,12,14,10,14,0,10,0,6,69,14,9,25,9,11,9,19,20,15,129,326,543,710,499,368,154,238,249,69,3150
UCL514001,11,0,22,18,11,9,20,15,0,113,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,11,0,0,21,0,4,17,4,6,6,9,4,3,60,83,197,469,241,144,64,190,137,30,1563
UCL514002,37,13,92,34,17,14,10,21,0,237,0,0,0,0,0,0,0,0,0,3,0,5,5,6,0,3,6,3,0,26,11,6,17,8,3,19,0,10,9,87,368,633,571,274,242,181,84,191,40,2578
UCL514003,25,4,124,28,11,19,12,40,4,274,0,0,0,0,0,0,0,0,0,3,7,7,9,8,0,4,0,8,0,41,9,11,25,16,6,9,7,19,8,88,340,612,575,360,182,148,130,283,33,2667
UCL514004,7,0,30,16,8,10,3,14,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,14,3,5,8,4,9,5,3,5,5,51,172,319,282,230,159,94,95,128,20,1500
UCL515001,0,0,13,0,4,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,10,49,39,59,31,20,23,9,25,4,258
UCL515002,0,0,7,8,0,0,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,0,0,0,0,14,41,90,104,57,52,16,35,22,4,414
UCL515003,0,0,13,6,4,4,0,10,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,6,0,8,0,0,0,6,3,6,24,62,138,120,94,56,41,39,59,11,620
UCL515004,6,0,18,9,8,3,5,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,8,0,0,3,0,0,5,3,0,3,12,65,112,160,93,82,21,64,41,7,643
UCL515005,0,0,9,3,0,3,4,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,3,4,0,0,7,4,0,6,19,44,114,150,110,62,31,34,75,7,622
UCL515006,6,3,9,11,9,12,7,14,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,14,8,5,5,10,3,7,10,0,5,51,121,214,170,143,114,69,72,95,22,1013
UCL515007,9,0,16,7,3,4,0,6,0,55,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,8,0,0,5,5,0,0,3,3,0,20,95,193,159,91,79,46,38,57,11,769
UCL515008,0,0,5,0,3,0,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,3,0,7,5,3,0,0,6,0,20,67,110,155,30,58,15,33,35,7,512
UCL515009,6,0,16,11,5,3,3,8,0,53,0,0,0,0,0,0,0,0,0,0,4,6,3,4,0,0,0,0,0,22,5,3,0,7,0,4,0,9,0,25,95,237,127,102,75,37,31,74,11,793
UCL515010,4,0,6,9,4,8,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,6,8,0,0,0,0,4,30,84,214,75,145,62,21,17,47,12,682
