UCL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL115138,0,5,0,0,0,0,0,0,0,12,40,69,156,129,105,49,8,0,0,555,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,7,13,7,5,3,0,0,0,34,0,0,10,11,11,0,0,0,0,35,5,21,33,18,15,6,0,0,0,97,0,0,8,3,0,4,0,0,0,17,15,19,28,24,23,10,5,0,0,121,27,22,20,13,10,4,0,0,0,92,0,0,7,9,7,0,0,0,0,28,0,0,6,5,0,0,0,0,0,8,0,0,17,0,3,7,0,0,0,30,0,0,11,0,4,0,0,0,0,18,0,5,18,17,8,0,0,0,0,47,0,3,10,6,5,8,3,0,0,31,0,0,19,18,11,5,3,0,0,63,0,5,35,23,21,5,0,0,0,100,9,25,62,82,55,25,7,0,0,259,3,0,12,3,0,0,0,0,0,15
UCL115139,0,3,0,3,0,4,0,0,0,13,22,14,72,97,83,96,35,3,0,418,0,3,10,16,13,9,10,9,0,69,0,0,0,6,0,0,0,0,0,6,6,12,12,20,22,29,4,0,0,92,0,0,0,0,8,4,0,0,0,15,3,9,16,25,12,6,8,0,0,86,0,0,10,3,0,7,0,0,0,18,13,3,17,15,21,16,7,0,0,91,9,3,14,12,19,18,7,0,0,83,0,0,3,8,16,12,5,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,8,0,5,5,11,3,4,0,0,0,32,0,0,8,0,7,7,0,0,0,21,0,0,12,13,10,11,6,0,0,45,0,0,7,14,13,11,11,0,0,58,0,0,17,19,20,33,14,0,0,99,0,0,0,0,0,5,0,0,0,8
UCL115140,0,0,0,0,0,5,0,0,0,5,12,13,39,38,59,43,11,5,0,217,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,7,14,15,18,13,0,0,0,68,0,0,0,0,0,0,0,0,0,7,4,3,7,3,8,6,0,0,0,35,10,0,10,8,8,7,0,0,0,41,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,7,0,5,3,0,0,0,21,0,0,5,7,5,0,5,0,0,19,0,5,6,12,9,16,4,0,0,47,0,0,0,14,10,8,5,0,0,36,3,6,12,13,21,15,5,0,0,75,0,0,0,0,0,0,0,0,0,3
UCL115141,0,0,0,0,7,6,0,0,0,8,16,22,55,73,86,54,13,0,0,319,0,13,13,8,6,13,3,5,0,67,0,0,0,0,0,0,0,0,0,4,3,7,25,20,37,19,3,0,0,109,0,0,3,4,0,0,0,0,0,13,9,0,3,14,7,8,0,0,0,42,0,0,0,0,0,4,0,0,0,9,6,3,5,9,5,5,0,0,0,41,13,8,6,5,6,11,5,0,0,53,0,0,0,6,7,8,6,0,0,24,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,4,0,3,0,0,0,12,0,0,3,6,6,7,0,0,0,19,0,0,16,17,22,15,3,0,0,77,0,4,9,14,13,9,0,0,0,55,0,3,9,11,18,14,4,0,0,58,0,0,0,0,0,4,0,0,0,8
UCL115142,0,0,0,0,0,3,0,0,0,16,22,9,47,52,97,120,40,5,0,392,0,0,3,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,9,0,0,0,25,0,0,0,0,4,3,0,0,0,8,5,5,19,14,22,30,9,0,0,89,0,0,4,0,0,0,0,0,0,6,7,3,17,6,14,29,4,0,0,79,16,4,13,9,18,26,3,0,0,79,0,0,0,0,0,10,4,0,0,22,0,0,3,4,0,3,3,0,0,11,0,0,3,0,3,4,3,0,0,16,0,0,4,0,0,4,4,0,0,11,0,0,4,6,6,16,7,4,0,47,0,0,0,7,9,9,0,0,0,22,3,5,9,8,24,26,5,0,0,74,0,0,6,13,11,15,7,0,0,57,0,4,13,18,35,44,12,0,0,130,0,0,0,5,5,4,0,0,0,13
UCL115143,4,0,3,8,3,0,0,0,0,14,29,41,98,104,103,108,26,3,0,505,4,9,7,6,10,11,4,4,0,52,0,0,0,0,0,0,0,0,0,4,0,0,7,0,4,7,3,0,0,24,0,0,0,0,4,0,3,0,0,13,8,11,35,26,11,12,3,0,0,103,4,0,0,4,4,4,5,0,0,21,15,12,18,13,18,14,9,0,0,86,13,5,12,19,17,16,8,0,0,79,0,0,5,8,14,8,6,0,0,42,0,7,0,0,0,3,0,0,0,10,0,0,0,4,5,0,0,0,0,14,0,0,0,0,0,0,0,4,0,8,3,0,8,3,8,4,5,0,0,30,0,0,10,12,0,12,0,0,0,35,6,4,17,25,25,17,0,0,0,87,0,10,24,45,19,38,10,3,0,146,3,8,31,24,37,39,10,0,0,141,0,0,0,0,0,0,0,0,0,4
UCL115144,0,0,3,0,0,3,0,0,0,12,18,20,82,70,96,142,33,0,0,466,0,0,3,0,0,3,5,0,0,10,0,0,0,0,0,4,0,0,0,8,0,0,6,21,11,11,3,0,0,56,0,0,0,0,3,3,3,0,0,14,4,8,27,15,32,26,8,3,0,118,0,0,0,0,9,7,0,0,0,20,16,10,10,7,17,24,8,0,0,98,11,8,20,19,18,15,5,0,0,97,0,0,3,3,9,14,4,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,9,0,0,0,5,3,0,3,0,0,11,0,0,3,6,6,5,5,0,0,27,0,0,8,11,7,13,0,0,0,36,0,0,7,5,10,20,4,0,0,42,3,4,24,13,30,31,10,0,0,109,4,8,25,26,34,66,15,0,0,177,0,0,0,0,4,0,0,0,0,12
UCL115145,0,0,6,0,4,0,0,0,0,6,23,9,63,51,68,72,21,5,0,306,0,0,11,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,5,19,13,7,9,0,0,0,55,0,0,0,0,0,9,0,0,0,11,6,7,7,4,10,8,0,0,0,47,22,5,5,9,3,4,0,0,0,50,0,0,4,0,4,0,4,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,4,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,4,7,6,9,4,0,0,27,0,0,4,0,4,3,0,0,0,13,0,0,4,12,11,7,0,0,0,39,0,0,7,16,25,20,8,0,0,78,0,3,18,21,28,37,6,0,0,123,0,0,0,0,0,0,0,0,0,3
UCL115146,0,0,8,0,7,4,3,0,0,22,32,33,79,120,150,130,43,0,0,578,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,9,10,10,7,0,0,45,0,0,0,0,4,3,0,0,0,9,9,9,22,27,35,21,14,0,0,137,0,0,0,5,0,8,0,0,0,16,9,6,9,21,15,16,5,0,0,87,19,17,19,10,14,19,0,0,0,102,0,0,0,0,7,10,0,0,0,20,0,0,0,3,0,0,4,0,0,4,0,0,0,4,8,3,0,0,0,16,0,0,0,3,6,4,3,0,0,19,0,0,6,17,25,24,12,0,0,87,3,6,4,7,12,10,3,0,0,42,0,5,23,43,50,37,7,0,0,159,6,3,22,25,38,35,10,0,0,146,0,8,20,40,40,37,10,0,0,160,0,0,0,3,3,3,0,0,0,16
UCL115147,0,0,0,0,0,0,0,0,0,4,12,17,78,66,51,23,5,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,11,9,5,4,0,0,0,33,0,0,3,3,0,0,0,0,0,5,4,8,14,7,6,11,5,0,0,49,9,0,8,13,5,6,3,0,0,40,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,9,8,8,7,0,0,0,31,0,0,0,4,0,0,0,0,0,9,0,7,45,53,27,11,0,0,0,140,0,0,19,20,14,5,0,0,0,61,0,3,15,22,19,11,3,0,0,71,0,0,0,0,0,0,0,0,0,4
UCL115148,3,0,0,0,0,5,0,0,0,6,19,20,46,40,45,51,21,0,0,243,3,6,8,9,11,10,9,6,0,58,0,0,3,0,3,0,0,0,0,11,0,0,4,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,8,12,9,5,4,6,4,0,44,0,0,0,0,0,3,0,0,0,5,13,7,7,8,5,7,0,0,0,44,7,3,3,4,7,0,3,0,0,34,0,0,9,3,7,17,4,6,0,43,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,4,4,5,5,0,0,0,22,0,0,5,3,3,4,0,0,0,16,0,3,9,10,13,15,8,0,0,53,0,0,7,11,16,12,0,0,0,35,0,9,13,7,10,15,14,0,0,69,0,0,3,0,5,0,0,0,0,13
UCL115149,0,0,0,0,0,0,0,0,0,3,8,10,56,33,30,40,18,0,0,181,6,3,7,3,0,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,11,0,0,4,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,3,3,8,5,0,0,3,0,0,27,0,0,4,3,0,6,0,0,0,16,0,0,0,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,5,0,0,0,3,0,5,0,0,0,11,0,0,32,12,16,20,4,0,0,88,5,0,20,11,15,10,8,0,0,72,0,8,13,15,8,19,5,0,0,63,0,0,0,0,0,0,0,0,0,6
UCL115150,0,0,0,0,3,0,0,0,0,12,18,21,44,51,56,51,9,0,0,257,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,9,4,0,0,46,0,0,0,5,3,0,0,0,0,10,8,13,19,26,18,16,3,0,0,106,0,0,0,4,0,11,6,0,0,16,8,3,3,11,6,7,6,0,0,37,16,6,3,4,4,3,0,0,0,29,0,0,4,8,6,3,0,0,0,23,0,0,0,0,4,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,15,0,0,10,5,5,0,0,0,0,20,0,0,0,0,7,0,0,0,0,15,0,3,4,9,6,3,0,0,0,27,0,3,6,12,10,3,4,3,0,37,3,4,4,12,9,15,0,0,0,54,0,0,3,0,0,0,0,0,0,3
UCL115151,0,0,4,0,3,3,0,0,0,15,29,44,94,83,105,64,19,0,0,446,0,0,0,0,0,0,0,0,0,4,0,3,17,22,19,9,0,0,0,82,6,6,10,13,6,12,0,0,0,48,0,0,7,4,8,6,0,0,0,34,7,9,17,11,9,12,3,0,0,64,0,0,13,6,3,0,3,0,0,21,16,12,17,19,11,12,3,0,0,88,22,6,14,10,9,5,9,0,0,77,0,0,8,10,12,15,0,3,0,45,0,0,0,0,3,3,0,0,0,8,0,0,3,4,4,0,0,0,0,17,0,0,3,3,4,9,0,0,0,11,0,3,4,6,4,0,0,0,0,17,0,5,12,8,13,9,0,0,0,38,0,5,20,17,24,20,6,0,0,95,0,4,13,16,10,7,4,0,0,60,3,18,23,21,29,21,9,0,0,120,0,0,0,0,6,0,0,0,0,7
UCL115152,0,0,0,0,4,3,0,0,0,6,15,11,38,31,41,45,12,0,0,184,0,0,7,5,0,6,5,0,0,25,0,0,0,3,0,4,0,0,0,10,0,3,3,4,0,3,0,4,0,14,0,0,0,0,4,0,0,0,0,8,0,5,11,0,5,6,0,0,0,24,0,0,0,4,0,0,0,0,0,5,5,0,6,10,5,0,0,0,0,33,4,0,5,3,0,3,0,0,0,21,0,0,7,0,5,5,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,5,3,7,0,3,0,0,17,5,0,6,0,12,14,0,0,0,40,5,0,11,7,5,8,0,0,0,37,3,7,8,8,14,18,7,0,0,61,0,0,0,0,0,0,0,0,0,4
UCL115153,0,4,0,0,0,3,0,0,0,13,12,22,48,35,46,55,8,6,0,223,0,7,22,8,17,19,7,3,0,90,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,0,0,12,0,0,0,4,0,4,0,0,0,10,0,3,9,7,4,6,4,0,0,27,0,5,7,5,0,7,0,0,0,22,7,0,6,5,11,7,0,0,0,42,0,4,4,6,6,8,0,0,0,29,0,0,0,0,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,5,0,0,0,14,0,0,0,0,4,0,0,0,0,7,0,4,3,8,9,11,3,0,0,42,0,8,9,8,13,11,3,0,0,48,0,4,6,9,7,11,0,0,0,42,0,0,0,0,0,0,0,0,0,0
UCL115154,0,0,3,0,3,4,0,0,0,15,20,23,57,60,41,64,16,5,0,284,4,14,30,25,10,34,10,4,0,127,0,0,8,10,0,3,0,0,0,19,0,3,0,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,8,5,0,0,28,0,0,7,7,0,4,0,0,0,15,10,9,5,6,11,12,0,0,0,57,7,0,0,9,3,6,3,0,0,33,0,0,7,8,0,6,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,8,0,0,5,0,3,3,0,0,0,14,0,0,4,3,13,3,0,0,0,18,0,5,7,7,7,9,0,0,0,32,3,10,20,16,8,16,3,0,0,72,6,9,14,15,16,18,3,0,0,78,0,0,0,0,0,0,0,0,0,0
UCL115155,3,0,3,0,4,4,3,0,0,23,54,66,162,123,146,165,39,0,0,752,4,6,6,3,12,21,11,0,0,57,0,0,0,5,0,0,0,0,0,5,0,3,10,4,8,3,3,0,0,33,0,5,18,11,7,7,0,0,0,39,11,20,81,15,22,21,0,0,0,164,0,0,5,3,0,8,4,0,0,30,14,17,32,25,15,28,4,0,0,151,42,20,24,18,6,25,11,0,0,149,0,6,8,11,8,19,8,0,0,62,0,0,0,0,0,6,5,0,0,11,0,3,0,5,0,0,0,0,0,5,0,0,0,5,0,5,3,0,0,15,0,3,7,6,14,11,3,3,0,48,0,7,10,5,9,9,0,0,0,38,6,10,32,40,48,52,10,0,0,187,0,15,37,28,30,19,8,0,0,140,9,26,39,45,53,65,17,0,0,247,6,0,0,6,0,3,0,0,0,14
UCL115156,0,0,0,0,0,0,0,0,0,3,10,18,30,26,40,69,15,0,0,206,0,0,3,3,5,9,10,0,0,29,0,0,0,0,3,6,0,0,0,8,0,4,6,0,7,6,0,0,0,21,0,0,0,0,4,0,3,0,0,11,7,0,3,0,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,8,10,9,0,3,5,7,0,5,0,36,9,3,11,9,6,12,5,0,0,49,0,0,0,0,3,3,4,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,3,5,0,0,3,0,0,14,0,0,3,0,0,0,0,0,0,8,0,0,8,8,11,15,3,0,0,42,0,0,4,3,8,14,8,0,0,29,0,7,7,5,11,37,3,0,0,76,0,0,0,0,0,0,0,0,0,7
UCL115157,0,0,0,4,3,0,0,0,0,8,8,20,32,47,52,33,9,0,0,200,0,0,0,3,0,3,0,0,0,11,0,0,10,3,3,3,0,0,0,22,0,0,0,10,4,0,0,0,0,17,0,4,0,0,3,4,0,0,0,10,0,4,4,0,7,9,0,0,0,29,0,0,4,4,0,0,0,0,0,13,10,0,9,11,5,3,0,0,0,42,4,4,4,3,4,8,0,0,0,31,0,0,10,10,15,19,6,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,11,0,0,4,3,3,6,4,0,0,20,0,0,0,4,12,9,5,0,0,17,0,0,3,12,9,5,0,0,0,22,5,0,10,11,17,8,3,0,0,57,0,0,0,0,0,0,0,0,0,4
UCL115158,8,3,0,9,3,5,0,0,0,21,53,59,126,119,100,95,37,7,0,601,8,9,13,13,12,11,20,9,0,107,5,14,76,59,29,35,0,0,0,220,6,5,13,5,3,0,5,0,0,35,0,0,0,6,0,4,0,0,0,9,5,11,19,17,9,8,5,0,0,88,0,3,5,3,3,4,3,0,0,25,20,12,25,16,13,26,10,3,0,112,16,13,15,8,16,15,7,0,0,94,0,0,5,9,12,12,5,3,0,40,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,0,0,0,0,5,0,0,0,5,0,0,3,0,0,12,0,3,13,9,5,4,7,0,0,33,0,4,5,3,6,8,0,0,0,23,3,5,18,9,19,26,9,0,0,83,4,15,28,32,23,18,6,3,0,116,4,6,35,29,28,24,3,0,0,127,3,0,0,0,0,0,0,0,0,4
UCL115159,0,0,9,0,5,4,0,0,0,14,25,39,96,91,122,77,19,0,0,468,0,0,3,8,10,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,6,14,12,14,16,8,0,0,65,0,0,0,3,8,0,0,0,0,9,14,20,48,33,44,27,8,0,0,198,3,0,4,5,5,7,0,0,0,28,11,12,14,18,12,17,5,3,0,90,15,0,3,5,5,0,0,0,0,37,0,0,14,8,7,10,0,0,0,45,0,0,7,0,3,0,0,0,0,12,0,3,4,6,3,4,0,0,0,18,0,0,3,0,6,0,0,0,0,14,0,0,3,14,10,19,6,0,0,47,0,5,3,3,11,7,0,0,0,30,0,3,10,14,25,9,0,0,0,67,3,8,15,20,26,17,0,0,0,94,4,4,18,19,22,18,3,0,0,88,0,7,0,0,0,0,0,0,0,6
UCL115160,4,0,8,12,4,0,0,0,0,28,47,31,172,250,145,83,16,0,0,744,0,0,0,0,0,0,0,0,0,0,0,0,7,9,18,0,0,0,0,25,6,4,23,44,24,22,4,0,0,120,0,0,8,12,0,0,0,0,0,27,14,16,66,87,24,21,4,0,0,222,0,0,16,22,4,13,3,0,0,64,13,15,26,23,28,13,5,0,0,123,26,10,7,10,9,4,0,0,0,61,0,0,19,40,22,17,0,0,0,99,0,0,7,8,0,3,5,0,0,15,0,0,11,13,9,5,0,0,0,45,0,0,6,8,6,5,0,0,0,14,0,0,17,30,12,9,0,0,0,71,0,0,9,13,16,0,0,0,0,44,6,0,21,47,40,11,4,0,0,119,6,4,41,59,30,26,0,0,0,175,6,7,34,47,40,12,3,0,0,151,0,0,0,5,0,0,0,0,0,10
UCL115161,0,0,5,0,3,9,5,0,0,19,39,61,168,160,174,177,40,0,0,823,0,3,6,8,3,6,0,0,0,25,0,0,5,7,5,0,0,0,0,15,0,14,30,26,38,35,10,0,0,153,0,0,9,7,0,8,4,0,0,24,8,17,36,16,26,16,8,0,0,123,0,0,5,9,9,4,4,0,0,26,21,17,44,40,27,33,9,3,0,194,31,7,16,13,13,22,0,0,0,107,0,0,11,20,25,24,4,0,0,85,0,0,0,0,3,3,0,0,0,4,0,4,0,4,0,5,0,0,0,12,0,0,4,7,3,4,0,0,0,17,0,8,8,11,3,4,3,0,0,36,0,0,13,29,20,19,4,0,0,81,0,0,12,16,14,12,0,0,0,56,0,8,29,30,15,28,7,0,0,129,8,37,84,59,86,97,19,0,0,393,0,0,0,7,0,8,0,0,0,13
UCL115162,0,0,0,3,8,0,0,0,0,13,59,54,140,162,159,135,26,0,0,743,0,0,10,12,3,7,4,0,0,43,0,0,0,0,5,3,0,0,0,3,9,4,13,18,14,13,4,0,0,84,0,0,6,3,3,5,0,0,0,8,7,25,31,25,23,18,8,0,0,136,4,0,7,3,9,7,4,0,0,36,29,13,33,31,23,29,5,0,0,169,51,10,13,20,7,3,3,0,0,104,5,0,4,6,16,10,4,0,0,47,0,0,0,3,0,0,0,0,0,5,0,0,6,4,10,6,0,0,0,26,4,0,3,11,6,3,3,0,0,29,0,0,11,16,14,9,3,0,0,63,0,0,10,11,10,12,5,0,0,42,0,5,18,18,41,17,0,0,0,99,0,9,27,54,51,27,7,0,0,178,0,19,57,51,62,59,10,0,0,268,4,0,3,8,4,0,0,0,0,21
UCL115163,0,0,0,3,5,5,0,0,0,6,36,45,74,71,100,78,11,0,0,419,0,0,0,0,3,5,0,0,0,9,0,0,3,9,5,3,0,0,0,22,3,7,10,11,9,15,0,0,0,58,0,0,5,0,0,4,0,0,0,13,9,15,32,30,30,22,0,0,0,139,0,0,0,0,3,6,0,0,0,15,10,12,13,7,27,20,3,0,0,94,13,11,7,5,4,0,0,0,0,46,0,0,15,20,21,17,3,0,0,70,0,0,0,0,6,5,0,0,0,8,0,0,3,0,0,4,0,0,0,11,0,3,0,0,0,4,3,0,0,14,5,0,0,9,9,0,0,0,0,27,0,0,7,3,6,0,0,0,0,26,0,0,12,7,7,12,4,0,0,50,0,4,11,8,14,13,0,0,0,46,0,19,31,24,30,28,5,0,0,143,0,8,3,0,5,0,3,0,0,26
UCL115164,0,0,0,0,4,0,0,0,0,5,17,22,39,40,64,39,13,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,11,0,0,7,11,9,11,0,0,0,38,0,0,4,0,5,0,0,0,0,12,4,14,12,10,14,10,0,0,0,63,0,3,3,0,0,0,0,0,0,7,11,8,9,9,20,9,0,0,0,70,12,5,3,5,7,3,0,0,0,36,0,4,5,0,9,7,4,0,0,27,0,0,0,4,5,0,0,0,0,11,0,0,0,8,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,10,0,4,3,5,5,0,4,0,0,19,0,0,3,4,3,3,0,0,0,21,0,0,4,5,7,6,0,0,0,26,0,0,4,9,6,9,4,0,0,25,0,11,16,15,14,20,3,0,0,78,0,0,0,0,0,0,0,0,0,0
