UCL_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
UCL315037,10,25,14,7,11,0,0,68,3,4,0,4,0,0,0,13,0,0,0,0,0,0,0,4,15,34,24,22,16,4,0,126,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,3,0,3,0,0,0,10,15,43,28,27,20,0,0,135,16,10,12,3,5,3,0,39,0,0,0,0,0,0,0,0,29,45,38,30,25,8,0,176
UCL315038,0,11,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,11,0,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,14,8,6,11,0,0,41,0,4,3,0,4,0,0,12,0,0,0,0,0,0,0,0,3,16,12,6,11,0,0,50
UCL315039,0,3,5,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,6,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,6,7,0,0,26,15,22,14,9,0,0,0,59,0,0,0,0,0,0,0,0,15,27,26,13,10,0,0,87
UCL315040,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3
UCL315041,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,15,4,3,5,0,0,33,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,5,15,4,3,5,0,0,33,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,12,4,3,5,0,0,41
UCL315042,4,22,17,7,5,0,0,59,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,8,15,25,26,20,14,0,0,99,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,6,0,3,3,0,7,0,0,11,15,26,26,19,23,0,0,111,10,14,6,6,6,0,0,37,0,0,0,0,0,0,0,0,25,39,33,23,21,0,0,144
UCL315043,5,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,9,4,4,6,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,14,4,3,6,0,0,38,9,8,3,4,3,0,0,33,0,0,0,0,0,0,0,0,18,19,12,12,7,0,0,66
UCL315044,13,19,8,3,13,5,0,53,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,15,30,13,14,16,7,0,99,0,3,0,4,0,0,0,9,0,8,0,0,0,0,0,13,0,11,0,4,5,0,0,18,12,40,16,22,21,7,0,113,31,24,18,12,9,3,0,99,0,4,0,3,0,0,0,8,43,67,34,37,28,8,0,224
UCL315045,4,12,6,4,3,0,0,38,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,13,13,13,11,6,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,13,13,11,6,0,71,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,20,20,19,9,10,6,0,85
UCL315046,0,7,6,9,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,4,10,13,0,0,48,0,0,3,4,4,0,0,5,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,9,4,17,13,8,16,0,0,55,9,4,3,0,4,0,0,29,0,0,0,0,0,0,0,0,13,22,17,14,14,0,0,86
UCL315047,3,5,5,5,6,0,0,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,14,14,7,13,0,0,42,0,11,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,13,3,23,15,3,12,0,0,53,7,11,3,4,0,0,0,25,0,0,0,0,0,0,0,0,12,31,15,5,13,0,0,80
UCL315048,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,0,4,12,9,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,3,3,12,5,0,0,32,10,11,3,6,3,0,0,32,0,0,0,0,0,0,0,0,10,13,9,12,12,0,0,62
UCL315049,7,16,7,4,3,0,0,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,19,11,5,12,0,0,54,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,19,13,10,12,0,0,60,14,12,8,3,3,0,0,48,0,0,0,3,0,0,0,9,17,28,24,18,18,0,0,110
UCL315050,14,30,21,6,8,3,0,84,3,6,6,8,6,0,0,22,0,0,0,0,0,0,0,0,26,38,31,17,26,3,0,154,0,0,0,0,0,0,0,4,8,5,9,3,0,0,0,20,5,5,10,3,0,0,0,26,30,43,44,24,34,3,0,180,57,59,22,23,19,0,6,185,0,0,0,0,0,0,0,0,84,107,64,45,47,9,3,365
UCL315051,18,28,16,16,11,0,0,89,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,38,27,20,17,0,5,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,25,38,28,23,17,0,5,133,15,16,14,4,6,6,0,59,0,0,0,0,0,0,0,0,33,54,38,29,26,8,5,189
UCL315052,4,8,10,7,0,0,0,24,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,7,5,11,10,8,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,10,8,0,0,47,9,11,6,0,0,0,0,36,0,0,0,0,0,0,0,0,19,18,19,14,11,0,3,86
UCL315053,5,10,13,4,6,0,0,38,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,31,20,17,20,4,0,98,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,7,0,0,0,0,0,9,12,34,21,17,18,4,0,108,7,4,5,3,0,0,0,26,0,0,0,0,0,0,0,0,22,45,28,18,20,4,0,139
UCL315054,11,21,14,13,9,0,0,63,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,22,16,15,0,3,112,3,0,0,4,0,0,0,12,8,3,0,0,0,0,0,16,5,8,7,0,0,0,0,31,26,38,27,23,22,3,3,143,47,67,39,38,17,3,0,198,0,0,0,0,0,0,0,5,75,105,63,54,38,7,3,350
UCL315055,0,3,4,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,0,13,0,0,30,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,3,5,0,0,0,0,0,9,7,12,6,0,16,0,0,43,10,8,15,3,9,0,0,48,0,0,0,0,3,0,0,3,18,18,21,11,25,0,0,91
UCL315056,5,10,4,0,8,0,0,24,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,5,8,16,11,11,21,0,0,57,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,20,11,11,19,0,0,63,12,20,12,6,5,0,0,52,0,0,0,0,3,0,0,3,16,37,21,14,29,0,0,121
UCL315057,3,14,12,6,16,6,0,52,4,0,0,0,3,0,0,12,0,3,0,0,0,0,0,6,8,21,25,16,30,12,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,28,16,30,12,0,115,9,6,4,3,9,0,0,31,0,0,0,0,0,0,0,0,18,25,37,24,32,12,0,147
UCL315058,3,20,11,4,10,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,28,18,17,0,0,97,0,0,0,0,0,0,0,3,5,3,4,0,0,0,0,9,5,3,4,0,0,0,0,9,10,43,32,18,17,0,0,109,9,12,8,0,3,0,0,28,0,0,0,0,0,0,0,0,19,51,33,18,19,0,0,135
UCL315059,5,10,0,3,4,0,0,19,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,7,3,9,6,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,8,9,3,0,46,3,3,4,0,5,0,0,14,0,0,0,0,0,0,0,0,14,9,4,7,12,3,0,56
UCL315060,4,11,7,5,0,0,0,26,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,20,15,12,7,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,20,15,12,14,0,0,69,5,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,27,13,15,13,0,0,82
UCL315061,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,6,4,8,0,0,34,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,9,5,0,0,0,0,0,0,9,9,13,11,4,8,0,0,42,5,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,16,11,4,8,0,0,48
UCL315062,3,9,4,6,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,12,6,7,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,12,12,7,0,0,55,5,12,7,5,0,0,0,33,0,0,0,0,0,0,0,0,11,29,21,12,7,0,0,86
UCL315063,0,0,3,0,5,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,12,6,0,6,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,16,6,0,6,3,0,42,8,6,5,0,0,0,0,24,0,0,0,0,0,0,0,0,19,28,13,0,11,3,0,70
UCL315064,3,10,5,0,4,0,0,29,0,0,0,0,0,0,0,5,4,0,5,0,0,0,0,9,7,20,21,10,13,0,0,65,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,7,7,3,0,0,0,0,0,11,9,26,21,10,13,0,0,76,11,8,4,6,0,0,0,32,0,0,0,0,0,0,0,0,22,35,25,19,14,0,0,106
UCL315065,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,7,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,7,4,0,0,29,6,4,6,0,0,0,0,27,0,0,0,0,0,0,0,0,14,9,19,9,3,0,0,56
UCL315066,6,10,0,4,5,0,0,26,3,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,8,21,16,8,9,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,14,23,16,8,9,0,0,65,5,8,8,0,0,0,0,26,0,0,0,0,0,0,0,0,18,28,17,8,14,3,0,92
UCL315067,4,10,10,10,14,0,0,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,14,20,16,18,0,0,78,0,0,0,0,0,0,0,9,0,4,6,0,0,0,0,12,0,4,5,3,0,0,0,20,7,21,22,18,20,0,0,90,20,20,16,8,3,0,0,70,0,0,0,0,0,0,0,0,32,44,36,33,23,0,0,165
UCL315068,10,12,14,0,4,0,0,40,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,10,21,23,10,10,5,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,10,25,23,10,9,5,0,78,16,10,11,6,4,0,0,49,0,0,0,0,0,0,0,0,26,39,32,17,12,0,0,133
UCL315069,0,7,7,4,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,10,4,0,0,49,4,4,0,3,0,0,0,8,0,4,0,0,0,0,0,0,3,4,5,3,0,0,0,16,3,20,18,13,7,0,0,60,22,10,9,5,4,0,0,60,0,0,0,0,0,0,0,5,25,33,33,25,13,3,0,124
UCL315070,0,14,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,16,9,8,4,0,0,40,3,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,8,21,13,8,4,0,0,45,23,8,9,0,8,0,0,53,0,0,0,0,0,0,0,3,31,33,23,10,12,0,0,109
UCL315071,5,3,0,0,8,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,6,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,3,0,0,24,6,9,4,0,6,0,0,23,0,0,0,0,0,0,0,0,16,15,5,0,5,0,0,52
UCL315072,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,12,3,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,7,12,3,3,0,0,28,3,3,0,4,0,0,0,15,0,0,0,0,0,0,0,0,3,12,13,9,9,0,0,41
UCL315073,4,12,0,0,0,0,0,21,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,12,22,11,10,8,6,0,65,0,3,0,0,0,0,0,5,4,0,0,0,0,0,0,5,4,3,5,0,0,0,0,9,15,21,13,17,7,6,0,71,25,36,27,9,10,0,0,100,0,0,0,0,0,0,0,3,37,59,37,22,20,8,0,180
UCL315074,3,12,3,5,6,0,0,34,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,15,16,14,16,0,0,72,0,4,0,3,0,0,0,10,5,9,4,0,0,0,0,17,5,9,3,4,4,0,0,25,10,28,18,21,18,0,0,94,22,27,21,14,13,0,0,90,0,0,3,0,0,0,0,5,29,54,37,37,27,0,0,189
UCL315075,4,4,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,6,7,3,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,3,4,0,0,33,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,7,12,9,4,0,0,34
UCL315076,11,33,16,7,11,0,0,77,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,9,35,57,34,20,28,4,0,180,0,4,0,0,5,0,0,17,0,0,0,0,0,0,0,6,7,10,0,3,5,0,0,24,39,69,37,26,34,4,0,203,53,43,22,9,8,0,0,141,0,4,0,3,0,0,0,7,94,118,56,40,38,4,0,349
UCL315077,5,9,13,5,0,0,0,29,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,15,9,23,13,7,0,0,0,58,0,7,0,0,0,0,0,9,7,4,0,0,0,0,0,14,8,12,3,0,0,0,0,21,15,32,18,10,3,0,0,79,61,78,40,16,7,0,0,217,0,0,0,0,0,0,0,3,78,111,61,29,16,0,0,294
UCL315078,14,18,9,8,5,0,0,50,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,20,32,21,20,18,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,21,19,18,0,0,112,21,15,7,10,5,0,0,59,0,0,0,0,0,0,0,0,38,44,28,30,29,0,0,173
UCL315079,0,6,4,3,7,0,0,19,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,6,5,7,9,12,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,9,12,3,0,40,9,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,9,12,11,8,12,3,0,58
UCL315080,8,22,10,7,9,3,0,48,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,32,14,15,11,3,0,83,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,14,32,17,15,11,3,0,83,6,9,7,3,3,0,0,32,0,0,0,0,0,0,0,0,18,36,20,17,21,4,0,116
UCL315081,15,15,18,16,11,0,0,78,3,0,4,0,0,0,0,3,0,0,6,0,0,0,0,8,26,31,37,21,34,0,0,152,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,4,0,0,0,0,0,5,24,33,44,21,31,0,0,162,15,14,18,4,4,0,0,60,0,0,0,0,0,0,0,0,45,47,59,32,36,3,0,224
UCL315082,5,7,4,5,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,6,3,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,3,5,0,0,27,8,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,11,7,7,5,0,0,39
UCL315083,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,20
UCL315084,5,3,0,5,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,7,9,7,3,0,40,0,8,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,17,9,17,6,13,6,3,0,56,4,9,4,0,4,0,0,30,0,0,0,0,0,0,0,0,20,30,15,17,7,4,0,90
UCL315085,12,9,17,8,11,0,0,58,3,7,3,5,4,0,0,18,0,0,0,0,0,0,0,5,18,27,30,20,26,5,3,138,3,4,11,7,4,0,0,23,0,8,0,3,0,0,0,10,3,6,11,4,4,0,0,33,27,41,39,32,34,5,3,166,28,39,16,7,8,0,0,101,0,0,0,0,0,0,0,0,54,78,58,37,35,4,3,266
UCL315086,8,15,5,7,7,0,0,37,0,3,3,4,0,0,0,12,0,0,0,0,0,0,0,5,3,22,12,13,10,0,0,60,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,5,3,3,0,0,0,0,0,13,11,21,12,17,10,0,0,66,19,13,21,21,3,0,7,88,3,0,0,0,0,0,0,4,30,44,31,33,19,0,7,164
UCL315087,8,7,3,3,6,0,0,24,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,12,9,4,8,6,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,16,9,4,8,6,0,51,5,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,10,13,12,9,11,6,0,61
UCL315088,3,16,9,0,5,0,0,34,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,10,30,23,17,16,0,0,99,0,3,4,0,0,0,0,3,0,3,5,0,0,0,0,5,5,4,0,0,0,0,0,13,12,36,28,15,16,0,0,118,26,19,19,7,9,0,0,68,0,0,0,0,0,0,0,0,41,51,44,24,27,0,0,188
UCL315089,15,9,4,4,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,20,14,10,0,0,88,0,3,5,3,0,0,0,11,0,0,0,0,0,0,0,9,6,7,3,0,0,0,0,19,25,35,25,18,11,0,0,110,30,33,17,10,6,0,0,93,0,0,0,0,0,0,0,5,55,66,40,27,16,0,0,211
UCL315090,4,28,30,7,16,0,0,93,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,8,43,39,21,30,0,0,135,3,5,0,0,0,0,0,7,0,5,3,0,0,0,0,8,3,7,3,0,0,0,0,17,10,46,40,20,30,0,0,150,21,22,14,12,3,0,0,74,0,0,6,0,0,0,0,6,33,70,59,32,40,0,0,231
UCL315091,0,7,8,0,3,0,0,25,0,0,4,0,0,0,0,3,6,4,4,0,3,0,0,13,19,45,38,13,26,3,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43,38,13,26,3,0,143,35,38,12,8,4,0,0,105,3,3,0,0,0,0,0,8,56,91,53,21,31,3,0,250
UCL315092,0,3,0,0,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,5,0,0,23,10,12,3,0,7,0,0,29,0,0,0,0,0,0,0,0,8,17,11,10,13,0,0,56
UCL315093,3,11,3,5,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,9,9,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,9,9,0,0,29,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,13,4,9,8,0,0,37
UCL315094,0,11,0,7,10,0,0,35,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,14,10,17,16,0,0,63,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,5,4,5,0,0,0,0,0,12,8,13,14,17,18,0,0,71,15,11,6,11,8,0,0,54,0,0,0,0,0,0,0,0,24,29,18,30,20,0,0,117
UCL315095,4,3,0,4,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,6,10,14,0,0,46,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,10,10,7,6,11,0,0,52,19,14,8,0,0,0,0,48,0,6,0,0,0,0,0,6,34,29,12,12,22,0,0,109
UCL315096,3,19,5,8,5,0,0,42,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,7,35,17,17,15,0,0,90,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9,3,0,0,0,0,0,0,14,15,35,19,15,21,0,0,105,9,15,7,4,3,0,0,28,0,0,0,0,0,0,0,0,19,45,24,20,24,0,0,134
UCL315097,0,12,7,4,0,0,0,24,4,0,4,0,0,0,0,7,0,0,0,0,0,0,0,6,6,20,15,11,8,0,0,63,0,4,0,0,0,0,0,3,0,3,3,0,0,0,0,4,0,3,3,0,0,0,0,13,10,31,18,13,8,0,0,75,8,13,5,8,0,0,0,31,0,0,0,0,0,0,0,0,21,39,22,16,8,0,0,108
UCL315098,11,8,4,6,3,0,0,27,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,24,35,19,11,18,0,0,106,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,33,21,12,18,0,0,111,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,4,29,37,27,13,18,0,0,124
UCL315099,9,13,11,7,11,0,0,55,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,41,27,21,14,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,15,44,27,21,14,0,0,127,11,13,10,3,7,0,0,44,0,0,0,0,0,0,0,0,26,56,40,21,19,3,0,170
UCL315100,0,4,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,6,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,6,3,0,0,27,7,3,4,6,0,0,0,16,0,0,0,0,0,0,0,0,10,7,12,10,3,0,0,46
UCL315101,6,8,0,4,5,0,0,21,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,17,11,9,13,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,11,9,13,0,0,51,4,6,5,0,0,0,0,11,0,0,0,0,0,0,0,0,4,21,12,9,12,0,0,62
UCL315102,3,8,6,4,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,10,10,0,0,45,0,3,0,0,0,0,0,4,6,0,0,0,0,0,0,3,5,4,3,0,0,0,0,13,7,10,10,10,10,0,0,57,10,9,3,0,0,0,0,36,0,0,0,0,0,0,0,4,17,23,24,9,13,5,0,93
UCL315103,0,5,5,3,9,0,0,24,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,11,10,5,8,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,10,5,8,0,0,42,3,3,5,4,0,0,0,18,0,0,0,0,0,0,0,0,14,9,15,10,16,0,0,63
