UCL_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL415040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,3,4,0,4,0,10,10,7,3,4,3,0,26,6,8,4,3,3,0,15,12,5,6,0,4,0,21,3,3,3,0,3,0,16,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,40,23,21,15,16,0,130
UCL415041,7,3,5,0,0,0,7,0,0,0,0,0,0,5,4,0,0,0,0,0,10,8,0,0,4,3,0,7,7,4,6,0,0,0,16,19,9,12,6,4,0,36,19,21,0,7,7,0,51,16,31,14,0,0,0,66,31,20,13,3,0,0,64,17,28,3,0,0,0,53,7,18,5,0,0,0,32,13,20,3,0,0,0,36,3,13,0,0,0,0,22,0,10,0,0,0,0,11,8,21,0,0,0,0,26,10,12,0,0,0,0,23,0,0,0,0,0,0,6,4,4,0,0,0,0,8,6,11,5,0,0,0,16,163,212,77,21,27,4,511
UCL415042,4,0,0,0,0,0,3,0,0,0,0,0,0,6,6,0,0,0,0,0,6,0,0,0,0,5,0,5,8,0,0,0,0,0,4,4,5,0,0,0,0,15,3,4,0,4,0,0,11,7,3,5,0,0,0,16,4,8,0,4,0,0,14,0,6,3,0,0,0,11,4,0,0,0,0,0,6,0,5,0,0,0,0,7,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,42,18,11,5,0,110
UCL415043,8,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,4,0,0,0,0,9,3,3,5,0,0,0,12,12,6,6,6,3,0,36,13,13,3,4,0,0,34,23,24,8,0,3,0,57,17,26,7,0,0,0,56,34,41,10,0,0,0,86,18,27,10,4,0,0,56,32,41,8,3,0,0,93,11,11,0,4,0,0,32,4,5,0,0,0,0,17,12,16,4,0,0,0,30,10,20,0,3,0,0,31,0,0,0,0,0,0,7,0,4,0,0,0,0,3,9,16,0,0,3,0,24,201,247,78,31,29,9,589
UCL415044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,8,11,8,5,4,0,0,27,15,12,0,0,0,0,33,11,20,0,5,4,0,31,21,26,4,0,0,0,58,13,20,0,3,0,0,40,11,24,5,0,0,0,44,3,12,5,5,0,0,19,0,9,0,0,0,0,10,13,15,4,0,0,0,28,3,8,3,0,0,0,17,0,4,0,0,0,0,3,0,0,0,0,0,0,5,6,7,5,4,0,0,18,115,173,37,23,13,0,352
UCL415045,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,7,3,3,0,4,8,0,13,0,5,0,3,0,0,20,3,13,0,4,0,0,22,4,7,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,9,27,38,18,10,8,0,108
UCL415046,3,0,0,0,0,0,10,7,0,0,0,0,0,11,4,0,0,0,0,0,8,7,0,0,0,0,0,8,14,7,0,4,3,0,30,10,4,7,0,0,0,26,19,9,8,8,6,0,42,14,9,5,6,0,0,39,7,13,6,5,0,0,25,8,3,5,0,0,0,22,8,8,0,0,0,0,17,11,8,3,0,0,0,19,0,9,0,0,0,0,5,5,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,6,5,3,0,0,0,0,7,0,0,0,0,0,0,3,5,0,4,0,5,0,19,139,89,36,25,11,0,309
UCL415047,5,0,0,0,0,0,8,7,0,0,0,0,0,3,5,0,0,0,0,0,12,0,0,0,0,0,0,3,9,5,3,0,0,0,18,3,5,0,0,0,0,20,18,12,9,0,0,0,42,16,27,5,8,0,0,59,11,28,10,5,5,0,51,16,16,11,4,0,0,41,3,18,3,0,0,0,27,10,24,10,0,0,0,40,4,5,0,0,0,0,11,0,3,0,0,0,0,3,4,3,7,0,0,0,15,6,7,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,7,0,0,0,8,120,160,73,31,15,0,393
UCL415048,4,0,3,4,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,0,0,0,0,0,9,0,9,0,0,0,12,7,0,5,0,4,0,11,8,9,0,5,0,0,17,6,19,8,0,0,0,34,10,17,9,3,0,0,37,6,11,3,0,0,0,24,9,14,3,0,0,0,30,6,28,7,3,0,0,36,0,18,0,0,0,0,23,4,0,3,0,0,0,8,4,7,6,0,0,0,13,4,9,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,3,3,0,13,74,137,61,20,15,0,310
UCL415049,7,0,3,0,0,0,9,0,3,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,6,4,0,0,0,0,0,10,3,0,3,0,0,0,10,9,10,5,0,4,0,24,6,7,9,0,5,0,31,16,7,4,0,4,0,27,9,19,7,0,0,0,33,0,20,0,0,0,0,27,10,10,4,0,4,0,29,0,7,0,0,0,0,12,0,0,0,0,0,0,4,0,5,0,0,0,0,8,0,7,0,0,0,0,8,5,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,5,78,103,41,10,14,3,245
UCL421001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,3,0,0,0,0,0,5,10,0,0,0,0,0,8,5,0,0,0,0,0,14,6,6,0,0,0,0,8,3,9,0,0,0,0,8,0,3,0,0,0,0,9,0,0,0,0,0,0,0,3,5,0,0,0,0,8,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,29,32,3,6,0,0,72
UCL421002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,5,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,16,3,0,0,0,36
UCL421003,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,7,3,4,0,4,0,0,11,9,12,9,0,0,0,23,0,6,0,7,0,0,17,3,10,5,0,0,0,18,0,3,0,0,0,0,7,0,7,0,0,0,0,13,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,36,59,22,11,7,0,131
UCL421004,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,3,4,4,0,0,0,0,10,4,5,0,0,0,0,10,7,3,0,5,0,0,19,0,4,0,0,0,0,6,4,0,0,0,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,36,26,6,4,0,0,78
UCL421005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,4,0,5,3,0,4,0,11,0,5,0,0,0,0,8,0,5,0,0,0,0,3,4,9,0,0,0,0,9,3,0,0,0,0,0,3,0,7,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,24,38,4,4,4,0,70
UCL421006,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,3,4,0,0,0,0,0,3,5,3,3,0,0,0,8,0,5,3,0,0,0,9,0,6,3,0,0,0,6,0,3,7,0,0,0,4,4,0,0,0,0,0,8,4,15,5,0,4,0,24,6,7,3,0,0,0,18,3,4,0,0,0,0,9,0,7,0,0,0,0,3,0,5,6,0,0,0,9,4,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,5,50,57,20,5,3,0,140
UCL421007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,3,0,0,0,0,3,0,0,0,0,0,0,6,3,7,7,0,0,0,13,0,0,0,0,0,0,8,3,8,0,0,0,0,12,0,3,0,0,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,4,3,0,68
UCL421008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,7,0,0,0,0,0,0,3,7,3,0,0,0,0,14,7,5,0,0,0,0,15,4,5,4,0,0,0,13,0,5,0,0,0,0,6,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,28,32,7,8,4,0,72
UCL421009,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,8,0,5,0,0,11,6,5,0,0,0,0,14,3,10,0,0,0,0,12,6,7,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,0,9,0,0,75
UCL421010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,4,0,0,0,0,6,0,4,0,0,0,0,6,0,9,3,5,0,0,13,0,12,0,0,0,0,12,0,11,5,4,4,0,19,0,12,0,0,0,0,10,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,60,15,3,5,0,106
UCL421011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,8,9,0,0,0,0,0,6,5,0,0,0,0,0,8,5,0,4,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,13,10,0,0,0,54
UCL421012,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,6,5,5,0,0,0,14,4,3,0,0,0,0,4,0,3,0,4,0,0,9,5,6,0,4,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,20,12,7,7,5,0,53
UCL421013,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,8,3,0,0,0,0,0,8,5,0,5,0,0,0,14,3,16,0,3,0,0,21,9,10,4,0,0,0,23,7,17,5,0,0,0,27,0,10,4,0,0,0,10,0,7,0,0,0,0,9,3,5,0,0,0,0,5,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,6,0,0,0,0,3,0,5,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,39,77,21,3,13,0,152
UCL421014,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,3,0,9,3,0,7,0,0,0,14,0,3,3,0,3,0,11,4,9,3,0,0,0,16,0,3,0,0,0,0,12,0,3,0,0,0,0,3,7,8,0,0,0,0,15,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,39,23,4,10,0,104
UCL421015,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,17,4,0,4,0,0,0,8,0,4,0,6,0,0,18,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,28,16,9,11,6,0,72
UCL421016,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,4,0,0,0,10,0,0,0,0,0,0,4,6,0,0,0,0,0,12,4,4,0,0,0,0,5,0,0,0,0,0,0,0,5,4,0,0,0,0,13,0,7,0,0,0,0,10,0,0,0,0,0,0,3,0,9,0,0,0,0,9,4,5,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,5,4,0,0,8,34,35,19,4,4,0,96
UCL421017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,5,0,5,0,0,10,10,3,0,0,3,0,15,3,12,0,0,0,0,12,5,12,0,0,0,0,22,3,4,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,42,45,9,7,4,0,105
UCL421018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,3,4,5,0,4,0,12,11,7,4,4,0,0,24,3,5,0,0,0,0,13,6,4,5,0,0,0,17,3,5,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,43,9,9,3,0,106
UCL421019,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,8,0,0,0,0,10,0,3,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,18,27,5,3,0,0,52
UCL421020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,5,0,0,0,0,0,3,3,4,0,0,0,0,7,3,0,0,0,0,0,13,3,0,0,0,0,0,3,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8,0,3,3,48
UCL421021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,3,5,0,0,0,9,0,5,0,0,0,0,6,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,7,6,0,0,44
UCL421022,5,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,6,6,0,0,0,0,0,10,10,5,0,0,0,0,16,4,4,4,0,0,0,12,5,14,0,5,3,0,28,8,9,3,0,0,0,24,10,9,5,0,0,0,22,3,3,0,0,0,0,10,7,8,4,0,0,0,14,3,0,0,0,0,0,8,0,0,0,0,0,0,0,7,4,0,0,0,0,10,0,0,5,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,7,67,68,30,15,4,0,187
UCL421023,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,10,7,8,3,0,0,0,19,0,6,0,3,4,0,16,7,3,5,0,0,0,11,5,11,0,3,0,0,14,4,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,44,11,6,8,0,111
UCL421024,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,12,4,5,0,0,0,0,11,0,5,0,0,0,0,8,6,5,0,3,0,0,7,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,28,0,6,0,0,60
UCL421025,0,0,0,0,0,0,3,5,0,0,0,0,0,5,4,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,4,0,5,7,6,0,3,0,0,16,11,0,4,4,0,0,23,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,22,12,6,4,0,86
UCL421026,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,11,6,5,5,0,0,0,18,3,5,0,0,0,0,13,0,7,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,23,27,10,6,0,0,64
UCL421027,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,9,8,5,0,0,0,14,10,7,0,0,0,0,17,5,8,0,4,5,0,17,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,4,0,3,31,36,10,8,8,0,91
UCL421028,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,7,5,0,3,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,8,0,0,0,0,6,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,5,5,0,0,0,12,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,22,40,15,3,0,0,82
UCL421029,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,7,0,5,0,0,0,0,7,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,5,0,5,0,44
UCL421030,0,0,0,0,0,0,0,0,4,0,0,0,0,10,12,0,3,0,0,0,13,3,7,0,0,0,0,5,6,7,0,0,0,0,9,0,3,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,29,13,4,5,3,0,57
UCL421031,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,9,3,3,0,0,0,0,8,6,6,0,0,0,0,10,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,7,0,0,0,58
UCL421032,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,10,5,0,0,0,0,0,7,3,6,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,9,0,7,3,0,40
