UCL_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
UCL322123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,4,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,13
UCL322124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,10
UCL322125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,0,12,4,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,9,0,0,30
UCL322126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,5,4,0,0,4,0,0,4,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,18
UCL322127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,5,0,0,0,0,0,8,9,0,0,3,0,0,13,13,0,0,4,0,0,15,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,17,4,0,49
UCL322128,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,38,0,0,0,0,37,0,23,3,0,0,0,22,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,75,3,0,5,4,84
UCL322129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,6,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,14
UCL322130,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,0,5,3,0,0,7,0,0,12,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,18,0,0,37
UCL322131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,3,0,5,0,0,13,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,11,5,0,26
UCL322132,0,0,0,0,7,0,7,0,0,0,0,0,0,0,8,0,10,3,5,0,18,7,0,0,6,3,0,26,8,0,0,0,0,0,12,8,0,0,3,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,5,8,22,11,0,90
UCL322133,0,6,0,0,0,0,3,0,0,0,0,0,0,5,0,29,6,0,0,0,39,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,6,0,0,0,57
UCL322134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL322135,0,5,28,0,0,0,37,0,0,8,0,0,0,11,0,5,13,0,0,0,16,0,5,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,54,0,0,0,73
UCL322136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL322137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,8
UCL322138,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,4,3,0,6,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,7,0,22
UCL322139,0,0,0,0,0,0,4,0,0,6,0,0,0,6,0,0,9,0,0,0,8,0,15,16,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,34,0,0,0,59
UCL331001,23,48,19,215,279,3,583,23,41,31,118,142,0,350,75,111,81,819,300,13,1393,196,83,152,1189,366,23,1997,329,22,11,1227,249,23,1862,829,20,7,1403,267,19,2537,1470,20,9,1567,272,20,3348,1581,8,4,1162,146,19,2916,919,6,0,476,54,7,1462,475,0,0,178,23,3,687,202,3,0,68,13,0,286,112,0,0,37,7,0,155,50,0,0,15,0,0,71,57,0,0,55,20,0,131,134,27,17,941,901,82,2109,6458,379,328,9472,3039,208,19883
UCL379997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL399994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL401001,55,669,102,176,22,9,1047,26,1461,218,127,37,12,1884,328,8870,1145,1077,226,108,11755,983,3786,2452,1879,259,98,9461,1323,1531,773,2029,212,43,5911,7704,1824,1099,4697,1138,129,16593,23083,1499,802,10104,1176,114,36779,26525,650,404,8054,863,82,36576,9726,108,62,2465,213,16,12582,2913,15,20,696,63,4,3722,1094,16,16,238,24,0,1385,482,20,3,135,9,0,644,258,13,0,50,3,0,336,319,0,3,126,15,4,478,906,1192,447,1277,332,358,4512,75734,21644,7553,33143,4592,991,143655
UCL412001,0,12,4,4,0,3,16,0,21,11,0,0,0,37,9,204,8,6,16,0,239,24,54,19,36,8,0,141,35,25,7,70,13,0,149,309,35,12,145,88,0,592,679,23,10,204,24,5,946,387,0,10,78,10,0,487,71,0,0,14,5,0,92,15,0,0,5,0,0,24,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,9,24,14,5,93,1547,392,87,592,181,17,2827
UCL412002,0,9,0,0,0,0,11,5,13,0,4,0,0,19,0,126,9,11,0,0,146,11,47,16,18,3,0,95,12,19,7,20,0,0,60,31,25,8,37,17,0,117,347,25,22,122,10,0,535,783,5,7,130,16,0,946,151,0,3,26,0,0,177,16,0,0,3,4,0,25,4,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,7,10,4,5,50,1380,283,84,377,61,11,2195
UCL412003,0,22,5,7,0,0,37,0,62,0,3,0,0,75,75,300,18,52,10,7,458,382,200,32,104,38,0,747,227,68,11,107,12,5,425,479,71,18,123,24,6,718,471,16,5,92,8,0,604,183,5,4,27,0,0,215,28,0,3,9,0,0,40,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,21,35,5,31,9,11,113,1880,779,97,558,109,30,3457
UCL412004,3,64,7,6,3,0,72,3,167,9,0,9,0,191,129,595,10,69,43,3,843,384,367,5,143,37,3,940,142,129,8,90,23,4,383,232,62,4,99,26,0,418,283,29,8,49,19,4,389,100,7,4,19,9,0,128,12,0,0,12,0,0,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,80,3,18,13,9,146,1308,1495,41,499,165,27,3542
UCL413001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,7,18,0,0,26,0,0,0,14,0,0,21,6,0,0,13,0,0,19,19,0,0,44,3,4,70,71,0,0,46,0,0,124,71,0,0,23,0,0,93,42,0,0,8,0,0,57,19,0,0,5,0,0,24,3,0,0,5,0,0,10,7,0,0,3,0,0,10,10,0,0,0,0,0,7,3,0,0,16,6,3,16,246,0,14,205,13,8,482
UCL413002,3,17,0,3,0,0,20,0,27,4,4,0,0,36,21,215,18,24,9,4,291,117,81,19,52,10,3,276,162,45,11,81,10,0,309,666,25,7,155,18,3,881,356,16,6,78,6,0,459,45,6,3,11,3,0,71,4,0,0,4,3,0,12,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,45,5,21,7,6,108,1401,473,73,456,72,22,2494
UCL413003,3,22,4,0,0,0,30,4,49,4,10,0,0,67,25,201,25,31,22,0,308,188,144,12,65,28,0,439,108,53,4,65,19,0,256,200,53,3,49,18,0,332,168,24,0,36,9,0,239,46,0,0,12,0,0,61,15,3,0,0,0,0,28,4,3,0,3,0,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,36,0,17,13,5,86,785,593,57,298,117,9,1851
UCL413004,0,15,0,10,0,0,22,0,46,11,10,5,0,72,9,181,7,24,11,0,233,95,89,14,74,21,4,293,90,37,4,73,7,0,203,186,40,11,110,15,0,360,273,25,0,132,8,0,448,152,4,0,57,10,0,213,15,0,0,8,3,0,21,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,4,16,5,8,67,828,471,46,508,80,20,1955
UCL413005,0,25,0,3,0,0,34,3,34,0,4,0,0,47,40,274,16,33,10,4,381,309,125,23,99,21,4,580,143,41,0,62,7,0,262,228,21,3,58,12,0,329,132,0,0,34,3,0,169,24,0,0,9,6,0,39,8,3,0,3,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,4,12,7,8,62,899,563,58,323,69,17,1922
UCL413006,5,0,0,7,0,0,9,0,0,6,3,0,0,8,10,13,13,22,11,0,64,28,17,54,35,16,0,161,36,5,6,54,6,0,111,172,14,16,111,7,3,323,404,3,7,147,15,0,580,232,0,0,57,0,0,287,21,0,0,13,0,0,34,6,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,13,8,3,47,918,57,112,472,68,10,1637
UCL414001,4,0,0,6,0,0,9,0,0,0,0,0,0,0,5,14,0,14,11,0,42,11,8,17,25,21,0,85,27,3,5,25,8,0,65,97,12,8,71,0,0,192,207,0,7,78,13,0,302,98,5,0,24,0,0,128,6,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,4,16,459,41,45,251,48,12,860
UCL414002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,3,4,4,0,0,12,0,0,0,9,0,0,6,7,4,0,16,19,0,42,69,0,4,39,3,0,115,143,0,0,26,7,0,168,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,238,22,8,96,23,0,389
UCL414003,0,0,0,3,0,0,4,0,0,0,4,0,0,3,11,3,0,27,9,0,51,38,23,26,20,14,6,124,35,13,10,28,6,0,84,85,12,0,56,9,3,161,94,0,0,33,8,0,138,0,0,0,4,0,0,10,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,5,10,4,21,274,60,43,175,47,13,616
UCL414004,0,0,0,0,0,0,4,0,0,8,0,0,0,16,0,10,6,5,5,0,33,8,10,27,9,0,0,57,8,0,4,12,0,0,33,43,5,3,29,4,0,87,138,0,0,59,0,0,208,111,0,0,17,0,0,137,8,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,0,13,324,43,55,146,19,3,590
UCL414005,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,9,0,3,0,0,15,5,14,23,3,3,0,61,0,0,9,9,0,0,25,30,16,15,30,0,0,92,126,6,4,53,0,0,192,101,0,0,29,0,0,130,3,0,0,4,0,0,7,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,8,0,0,16,275,58,61,144,5,4,544
UCL415001,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,21,0,0,0,0,23,0,5,3,3,0,0,17,11,5,0,11,0,0,27,32,7,5,8,0,0,54,21,0,0,17,0,0,44,27,0,0,5,0,0,33,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,108,44,4,52,0,3,214
UCL415002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,4,11,0,0,3,0,0,14,12,0,0,9,0,0,20,9,0,0,3,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,25,4,0,65
UCL415003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,12,7,0,10,6,6,3,25,12,0,0,25,3,0,42,36,4,0,30,0,0,76,15,0,0,4,0,0,26,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,81,8,17,82,11,3,204
UCL415004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,9,5,0,0,0,0,0,9,26,0,0,11,0,0,41,29,0,0,6,0,0,30,8,0,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,3,3,26,0,0,101
UCL415005,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,39,4,14,0,0,61,31,12,0,18,5,0,73,13,10,0,22,0,0,46,35,4,0,20,4,0,60,16,5,0,9,0,0,20,3,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,14,106,75,7,90,13,3,294
UCL415006,0,3,5,0,0,0,9,0,9,4,0,0,0,18,8,63,9,4,16,5,107,50,34,4,25,13,0,123,71,21,10,21,6,0,123,122,18,6,21,6,0,175,62,4,0,21,3,0,88,28,0,0,5,0,0,35,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,12,4,0,39,362,171,35,106,48,5,726
UCL415007,7,0,0,3,0,0,9,0,0,0,0,0,0,8,3,4,6,5,4,0,20,13,15,4,16,7,0,62,32,0,0,14,3,0,49,82,0,0,6,5,0,97,28,0,0,4,0,0,35,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,10,169,27,16,52,29,0,291
UCL415008,0,4,0,0,0,0,12,0,8,0,0,7,0,11,0,30,0,8,8,0,51,4,15,3,13,16,0,49,6,9,0,17,14,4,40,26,9,3,24,7,0,76,40,8,0,16,3,0,66,11,6,0,5,0,0,20,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,8,3,27,86,97,5,93,61,10,351
UCL415009,0,5,0,4,0,0,8,0,6,0,0,0,0,6,0,42,3,0,0,0,59,4,7,0,13,0,0,32,15,13,6,6,6,0,52,40,10,0,19,0,0,76,85,0,8,26,4,0,124,28,0,0,8,0,0,41,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,174,92,22,87,16,3,395
UCL415010,0,0,0,10,0,0,13,0,9,0,3,9,0,18,12,0,0,16,9,0,37,35,6,0,20,11,0,70,19,4,0,5,5,0,27,19,0,0,3,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,18,87,19,5,64,36,3,207
UCL415011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,4,0,0,20,15,0,0,15,0,0,35,8,0,0,15,0,0,28,10,0,0,5,0,0,14,8,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,14,4,48,5,3,116
UCL415012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,11,3,0,0,5,0,0,13,3,0,0,4,0,0,5,5,0,0,7,0,0,16,8,0,0,8,5,0,16,31,0,0,8,0,0,42,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,9,0,41,6,0,111
UCL415013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,4,0,0,6,0,0,10,0,6,0,18,0,0,8,0,10,0,19,6,0,0,14,0,0,23,32,0,0,5,0,0,36,19,0,0,0,0,0,23,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,6,69,3,25,31,21,3,149
UCL415014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,23,0,0,3,14,0,0,24,12,0,0,9,0,0,23,25,0,0,14,0,0,35,13,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,9,54,15,3,50,8,0,126
UCL415015,0,0,0,0,0,0,4,0,3,0,6,0,0,6,0,40,0,8,5,0,53,8,19,0,20,4,0,55,15,6,4,19,4,0,51,75,12,6,46,5,0,137,97,0,0,32,0,0,134,10,3,0,4,0,0,13,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,15,225,82,11,132,26,0,483
