UCL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
UCL214004,2037,4576,175,262,0,0,175,262,3,3,0,0,0,0,0,0,0,0,3,3,3,13,12,22,0,0,0,5,16,34,5,14,2235,4897,280,..,2516,4897
UCL214005,353,865,42,63,0,0,42,63,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,405,941,40,..,445,941
UCL214006,2377,5246,249,370,77,154,331,521,77,109,24,29,6,5,0,0,0,0,111,150,0,8,0,7,0,0,0,3,7,19,9,29,2836,5959,3315,..,6152,5959
UCL214007,1704,4515,143,306,10,12,151,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1862,4842,92,..,1949,4842
UCL214008,3698,8284,258,351,6,12,265,355,90,108,0,0,0,0,0,0,4,0,90,111,8,11,4,10,0,0,3,10,16,36,10,15,4072,8806,480,..,4554,8806
UCL214009,3003,7452,265,394,14,40,285,435,13,17,0,0,0,0,0,0,0,0,11,17,0,0,35,52,0,0,3,6,42,60,4,14,3348,7979,288,..,3632,7979
UCL214010,2256,5121,169,236,64,112,227,351,6,13,3,4,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,2493,5486,1785,..,4276,5486
UCL214011,2780,7424,387,584,22,46,408,627,23,38,0,0,0,0,0,0,0,4,23,35,14,31,0,0,0,0,0,5,14,34,6,10,3231,8133,196,..,3426,8133
UCL214012,2165,5097,321,423,0,0,317,424,12,25,0,0,0,0,0,0,0,0,12,23,10,7,6,3,0,0,0,0,18,16,3,4,2519,5563,231,..,2752,5563
UCL214013,1761,4260,239,363,15,28,257,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,53,34,53,0,0,2052,4700,247,..,2304,4700
UCL214014,2254,4955,268,395,44,74,311,465,33,53,4,3,0,0,0,0,3,4,43,61,24,37,48,82,0,0,6,7,85,125,24,43,2719,5652,838,..,3552,5652
UCL214015,2197,5064,61,77,9,30,71,99,30,35,0,0,0,0,0,0,3,4,32,43,8,9,11,12,0,0,0,3,22,25,0,0,2317,5236,211,..,2532,5236
UCL214016,3025,6512,330,444,15,26,343,471,59,73,0,0,0,0,0,0,0,0,61,79,29,39,0,0,0,0,23,52,52,87,13,20,3496,7164,355,..,3848,7164
UCL214017,1967,4292,163,253,35,63,198,317,33,45,0,0,0,0,0,0,0,4,39,49,0,0,7,12,0,0,5,11,10,25,4,4,2214,4686,1589,..,3809,4686
UCL214018,3650,7640,177,255,102,206,281,454,13,28,3,8,0,0,0,0,0,0,15,37,10,17,0,3,3,3,0,0,17,29,11,22,3973,8183,3004,..,6979,8183
UCL214019,2205,5022,237,311,4,5,239,314,0,0,0,0,0,0,0,0,3,0,3,0,9,12,0,0,0,0,10,14,12,20,6,13,2465,5385,222,..,2688,5385
UCL214020,2141,4755,91,121,0,3,89,118,136,188,0,0,0,0,0,0,0,0,139,188,11,17,0,0,0,0,5,13,18,33,3,9,2384,5105,294,..,2681,5105
UCL214021,1658,4507,205,375,39,88,243,466,29,52,0,0,0,0,0,0,3,12,33,61,0,0,0,0,0,0,0,0,0,0,0,9,1936,5038,108,..,2045,5038
UCL214022,3321,7304,218,282,0,0,218,282,19,22,0,0,0,0,0,0,4,4,22,23,0,0,102,139,0,0,0,6,108,144,12,20,3675,7775,409,..,4088,7775
UCL215001,555,1215,0,0,5,10,5,11,8,7,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,4,6,4,6,0,0,571,1242,1032,..,1605,1242
UCL215002,962,2095,81,104,0,0,81,104,0,0,0,0,0,0,0,0,0,8,0,8,7,11,41,52,0,0,7,9,58,74,4,4,1106,2286,122,..,1229,2286
UCL215003,1152,2597,38,64,36,88,81,154,6,14,0,0,0,0,0,0,0,0,6,14,7,11,0,5,0,0,0,0,8,23,6,7,1244,2785,1559,..,2804,2785
UCL215004,486,1014,51,82,26,55,74,131,25,43,0,3,0,0,0,0,0,0,30,44,9,11,3,12,0,0,4,5,11,27,8,7,609,1223,827,..,1434,1223
UCL215005,439,961,11,22,3,7,19,28,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,3,8,3,12,467,1006,46,..,519,1006
UCL215006,974,2342,60,95,3,0,66,96,0,0,0,0,0,0,0,0,3,0,3,0,8,8,0,0,0,0,3,14,11,15,0,0,1055,2458,103,..,1154,2458
UCL215007,900,2251,21,35,9,20,33,53,0,0,4,5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,5,4,937,2319,420,..,1358,2319
UCL215008,640,1880,3,11,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,1892,26,..,669,1892
UCL215009,374,834,3,9,0,0,3,9,5,4,0,0,0,0,0,0,0,0,5,4,9,11,0,0,0,0,0,0,9,14,0,0,389,856,55,..,439,856
UCL215010,653,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,657,2077,40,..,693,2077
UCL215011,501,998,14,15,0,0,14,15,3,3,0,0,0,0,0,0,0,0,3,3,0,0,4,4,0,0,0,4,3,5,0,0,521,1019,75,..,600,1019
UCL215012,1292,2820,63,90,0,0,63,90,10,19,0,0,0,0,0,0,0,3,15,15,0,5,0,0,0,0,9,19,12,28,15,23,1392,2990,155,..,1544,2990
UCL215013,1244,3976,0,0,9,20,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,3994,48,..,1299,3994
UCL215014,434,1173,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,433,1172,18,..,452,1172
UCL215015,858,1946,108,175,9,15,116,186,20,31,0,0,0,0,0,0,6,5,24,39,0,3,0,5,0,0,0,8,4,7,3,9,1007,2198,481,..,1489,2198
UCL215016,1510,3763,71,92,0,4,71,98,0,6,0,0,0,0,0,0,4,14,4,13,0,0,0,0,0,0,0,7,3,4,3,3,1589,3888,98,..,1692,3888
UCL215017,859,2460,17,28,0,0,17,29,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,7,883,2505,53,..,933,2505
UCL215018,1158,2523,80,109,10,12,91,118,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,4,0,0,1252,2649,199,..,1451,2649
UCL215019,721,1727,4,14,81,211,87,222,5,10,0,0,0,0,3,3,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,818,1966,898,..,1717,1966
UCL215020,566,1115,0,0,0,0,0,0,36,49,0,0,0,0,0,0,0,0,36,49,0,0,0,0,0,0,3,9,7,8,0,9,612,1183,119,..,726,1183
UCL215021,470,1047,12,25,0,0,12,25,11,13,0,0,0,0,0,0,0,0,11,13,5,3,8,6,0,0,9,14,15,29,0,5,513,1114,37,..,556,1114
UCL215022,1767,4119,0,0,17,45,17,45,48,67,0,0,0,0,0,0,0,0,48,67,0,0,0,0,0,0,0,9,0,9,0,0,1828,4237,155,..,1984,4237
UCL215023,560,1279,53,73,0,0,53,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,3,11,0,6,623,1371,78,..,695,1371
UCL215024,767,1566,46,70,0,0,46,70,4,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,3,4,0,3,823,1649,102,..,925,1649
UCL215025,435,962,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,440,969,155,..,596,969
UCL215026,480,987,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,484,995,409,..,891,995
UCL215027,478,972,9,12,0,0,9,12,8,4,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,5,490,994,75,..,564,994
UCL215028,1026,2267,8,21,3,0,11,24,89,103,0,0,0,0,0,0,0,3,89,102,11,18,0,6,0,0,14,22,26,43,0,0,1152,2437,100,..,1251,2437
UCL215029,1544,3080,96,149,35,50,134,196,0,5,0,0,0,0,0,0,0,7,3,13,3,3,0,0,0,0,6,10,10,14,3,15,1693,3317,781,..,2473,3317
UCL215030,570,1164,0,0,0,6,0,6,22,26,0,0,0,0,0,0,0,0,22,26,0,0,0,5,0,0,3,7,0,12,4,9,604,1209,108,..,709,1209
UCL215031,537,1140,8,14,0,0,8,14,24,29,0,0,0,0,0,0,0,0,24,29,4,10,0,0,0,0,4,3,7,18,0,0,571,1195,91,..,663,1195
UCL215032,1256,2650,84,113,0,0,84,113,12,16,0,0,0,0,0,0,0,0,12,16,0,3,0,0,0,0,0,0,0,3,0,0,1353,2781,150,..,1507,2781
UCL215033,886,2778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,2782,37,..,923,2782
UCL215034,494,962,30,45,0,0,30,45,61,69,0,0,0,0,0,0,0,0,61,69,8,7,5,10,0,0,0,0,10,13,0,3,597,1093,59,..,657,1093
UCL215035,517,1484,6,3,0,0,6,3,35,48,0,0,0,0,0,0,0,4,36,48,0,0,0,0,0,0,0,0,0,0,0,0,557,1540,33,..,592,1540
UCL215036,382,1087,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,3,15,20,0,0,0,0,0,0,0,0,0,0,0,0,397,1110,16,..,416,1110
UCL215037,570,1227,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,9,39,40,16,17,0,0,0,0,49,57,0,0,628,1294,119,..,743,1294
UCL215038,774,1512,30,36,0,4,27,42,6,9,0,0,0,0,0,0,0,0,6,9,24,28,0,0,0,3,0,6,25,34,0,3,836,1600,140,..,977,1600
UCL215039,563,1265,3,6,0,0,3,6,41,54,0,0,0,0,0,0,0,0,41,54,0,0,0,0,0,0,0,9,4,9,0,0,614,1339,58,..,666,1339
UCL215040,518,1082,25,30,0,0,25,30,3,6,0,0,0,0,0,0,0,0,3,6,0,4,4,5,0,0,0,0,9,5,0,0,553,1126,52,..,608,1126
UCL215041,1394,3132,129,163,0,6,133,170,0,4,0,0,0,0,0,0,0,0,0,4,15,19,0,0,0,0,5,16,23,31,5,7,1557,3350,181,..,1738,3350
UCL215042,444,1159,9,12,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,450,1175,44,..,497,1175
UCL215043,1025,2942,4,10,5,8,10,26,121,194,0,0,0,0,0,0,0,0,125,196,0,0,0,0,0,0,4,6,4,6,0,0,1157,3164,69,..,1228,3164
UCL215044,609,1558,35,51,0,0,32,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,652,1613,48,..,705,1613
UCL215045,1411,3337,145,199,7,6,150,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,3,7,13,16,0,4,1575,3562,162,..,1736,3562
UCL215046,639,1591,8,9,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,649,1609,36,..,685,1609
UCL215047,712,1952,10,17,0,0,10,17,31,55,0,0,0,0,0,0,0,0,31,55,0,0,0,0,0,0,0,0,0,0,0,0,757,2028,50,..,810,2028
UCL215048,607,1610,51,96,0,0,51,94,30,47,0,0,0,0,0,0,0,0,30,47,4,7,0,0,0,0,0,0,4,7,3,14,698,1770,49,..,743,1770
UCL215049,399,878,6,9,38,73,35,82,12,14,3,10,3,9,0,0,0,0,27,33,0,0,4,8,0,0,4,13,7,18,5,4,476,1014,1089,..,1566,1014
UCL215050,986,2698,8,14,0,7,5,20,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,11,0,0,0,0,12,20,0,4,1008,2743,122,..,1129,2743
UCL215051,1702,3934,0,0,0,0,0,0,135,167,0,0,0,0,0,6,0,3,134,181,0,0,0,0,0,0,11,19,11,19,0,11,1848,4143,187,..,2035,4143
UCL215052,662,1276,12,14,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,1291,151,..,831,1291
UCL215053,1451,3335,117,182,4,4,120,187,6,15,0,0,0,0,0,0,0,0,6,15,5,6,12,14,0,4,0,0,24,26,0,6,1603,3569,193,..,1798,3569
UCL215054,704,1644,58,80,4,0,62,85,22,33,0,0,0,0,0,0,0,0,26,33,15,30,0,0,0,3,0,0,19,34,3,0,805,1794,90,..,894,1794
UCL215055,664,1417,9,11,5,11,13,19,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,4,5,4,6,686,1452,305,..,990,1452
UCL215056,630,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1401,58,..,691,1401
UCL215057,640,1533,42,47,0,0,42,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,1586,50,..,729,1586
UCL215058,484,1020,9,11,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,495,1036,70,..,571,1036
UCL215059,911,1957,8,17,0,0,9,18,4,13,0,0,0,0,0,0,0,7,3,14,0,0,0,3,0,0,6,14,9,17,3,6,944,2018,336,..,1279,2018
UCL215060,1077,2432,102,154,0,0,102,154,6,4,0,0,0,0,0,0,0,0,6,4,9,11,0,0,0,0,3,7,10,18,0,12,1191,2617,164,..,1355,2617
UCL215061,759,1666,70,106,0,0,69,106,0,0,0,0,0,0,0,0,0,0,0,0,8,10,24,37,0,0,3,18,36,62,4,6,869,1842,146,..,1014,1842
UCL215062,589,1335,37,51,0,0,37,51,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,20,3,5,0,6,21,28,0,3,652,1409,66,..,719,1409
UCL215063,376,975,11,16,0,0,11,16,12,17,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,399,1010,34,..,429,1010
UCL215064,722,1673,50,68,3,5,58,71,8,11,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,3,788,1763,108,..,893,1763
UCL215065,1377,3084,185,248,0,0,185,248,11,15,0,0,0,0,0,0,0,0,6,18,12,17,0,0,0,0,7,7,15,28,5,5,1589,3374,179,..,1768,3374
UCL215066,818,1672,37,45,0,0,37,45,22,25,0,0,0,0,0,0,0,0,22,25,3,3,0,0,0,0,5,5,3,3,0,0,881,1754,137,..,1020,1754
UCL215067,411,848,16,14,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,6,0,0,431,873,83,..,518,873
UCL215068,1399,2838,153,229,31,61,185,286,12,26,5,0,0,0,0,0,0,0,20,27,5,4,22,35,0,0,0,5,31,34,0,3,1632,3192,476,..,2109,3192
UCL215069,1201,2810,102,170,26,44,125,210,4,12,0,0,0,0,0,0,0,0,4,12,5,6,5,4,0,0,0,0,8,8,4,6,1344,3043,712,..,2055,3043
UCL215070,1034,2482,113,175,3,7,115,180,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,12,0,0,0,0,11,24,0,4,1162,2693,93,..,1253,2693
UCL215071,1155,3254,72,125,8,15,81,146,3,3,0,0,0,0,0,0,4,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,1248,3407,71,..,1313,3407
UCL215072,591,1848,14,27,4,12,20,40,45,84,0,0,0,0,0,0,0,0,45,84,27,57,5,13,0,0,6,17,35,86,4,23,699,2084,62,..,762,2084
UCL215073,1096,2395,68,93,0,0,68,93,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,30,0,0,0,0,28,38,4,3,1185,2534,115,..,1302,2534
UCL215074,1670,4603,43,71,0,0,43,71,10,20,0,0,0,0,0,0,3,9,13,27,0,0,0,0,0,0,0,0,0,0,5,9,1729,4716,94,..,1821,4716
UCL215075,486,1102,13,22,0,0,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,7,0,0,502,1128,42,..,548,1128
UCL215076,876,2004,67,79,0,0,63,83,0,3,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,8,26,13,37,0,4,951,2120,120,..,1075,2120
UCL215077,547,1245,0,7,40,77,41,82,71,111,0,0,3,12,0,0,0,0,75,125,0,0,0,0,0,0,0,0,0,0,5,8,670,1459,291,..,959,1459
UCL215078,647,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,1843,23,..,669,1843
UCL215079,914,1848,47,62,0,0,47,62,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,16,6,17,0,0,969,1935,151,..,1126,1935
UCL215080,837,2039,0,0,0,0,0,0,29,39,0,0,0,0,0,0,0,0,29,39,10,6,0,0,0,0,5,10,10,16,0,0,871,2093,72,..,947,2093
UCL215081,1532,3661,113,163,0,0,113,163,0,3,0,0,4,3,0,0,0,0,6,10,0,0,3,3,0,0,21,33,20,34,3,0,1673,3868,167,..,1835,3868
UCL215082,692,2119,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,2120,11,..,708,2120
UCL215083,763,1722,64,95,0,0,64,95,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,6,14,7,7,0,5,843,1843,108,..,951,1843
UCL215084,442,1071,54,71,0,0,54,71,0,0,0,0,0,0,0,0,0,0,0,0,7,15,17,31,0,3,5,11,26,48,0,0,522,1196,37,..,558,1196
UCL215085,383,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,1095,33,..,415,1095
UCL215086,1368,3424,99,135,3,5,102,141,5,12,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,1474,3576,114,..,1589,3576
UCL215087,541,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,7,8,549,1573,27,..,574,1573
UCL215088,720,1553,5,9,0,3,3,13,19,23,0,0,0,0,0,0,0,0,19,23,0,5,20,26,0,0,0,0,22,28,0,0,767,1613,225,..,992,1613
UCL215089,909,1881,38,47,0,0,38,47,8,8,0,0,0,0,0,0,0,0,8,8,9,9,0,0,0,0,5,14,13,21,0,0,971,1961,170,..,1140,1961
UCL215090,755,1789,43,55,0,0,43,55,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,7,7,0,0,806,1845,66,..,869,1845
UCL215091,477,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,478,1460,17,..,497,1460
UCL215092,1549,3978,202,332,15,35,219,366,6,15,0,0,0,0,0,0,0,0,6,15,0,4,0,0,0,0,0,0,0,5,0,14,1777,4371,157,..,1939,4371
UCL215093,1525,4036,4,10,0,0,4,10,0,0,0,0,0,0,0,0,6,12,6,12,0,0,0,0,0,0,0,0,0,0,3,5,1536,4055,53,..,1592,4055
UCL215094,364,942,4,7,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,952,22,..,392,952
UCL215095,451,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,1039,58,..,506,1039
UCL215096,793,2152,57,88,23,42,81,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,874,2287,51,..,927,2287
UCL215097,1010,2686,118,183,4,18,120,199,37,59,0,0,0,0,0,0,0,0,37,59,0,0,0,0,0,0,0,7,0,7,0,0,1173,2954,61,..,1236,2954
UCL215098,553,1305,11,18,0,0,11,18,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,4,568,1329,32,..,602,1329
UCL215099,630,1349,65,96,0,7,72,103,42,47,0,0,0,0,0,0,0,0,42,47,5,12,17,24,0,0,0,7,24,35,0,4,768,1543,130,..,894,1543
UCL215100,542,1096,7,6,0,0,7,7,5,5,0,0,0,0,0,0,0,0,5,5,0,0,10,17,0,0,0,0,10,20,3,6,565,1137,74,..,638,1137
UCL221001,227,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,51,21,51,0,0,253,660,23,..,272,660
UCL221002,358,808,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,811,49,..,405,811
UCL221003,199,500,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,4,0,0,200,510,20,..,221,510
UCL221004,329,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,332,1093,13,..,347,1093
UCL221005,268,599,0,5,0,0,0,5,16,15,0,0,0,0,0,0,0,0,16,15,0,3,3,3,0,0,0,0,4,4,0,0,282,620,58,..,341,620
UCL221006,249,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,584,53,..,305,584
UCL221007,215,463,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,469,37,..,253,469
UCL221008,289,604,11,7,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,611,70,..,370,611
UCL221009,236,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,563,38,..,270,563
UCL221010,221,504,9,8,0,0,9,8,3,5,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,5,3,9,0,0,229,521,45,..,284,521
UCL221011,198,578,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,584,9,..,208,584
UCL221012,158,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,457,15,..,174,457
UCL221013,215,562,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,565,18,..,239,565
UCL221014,393,851,0,0,12,21,9,17,3,8,0,0,0,0,0,0,0,0,3,8,0,0,0,4,0,0,0,0,0,3,0,0,411,879,629,..,1038,879
UCL221015,178,432,0,0,5,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,439,126,..,314,439
UCL221016,276,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,920,11,..,288,920
UCL221017,343,839,18,19,0,0,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,5,20,0,0,367,876,29,..,395,876
UCL221018,421,831,12,10,0,3,10,18,3,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,4,6,0,0,443,866,101,..,544,866
UCL221019,388,797,5,4,0,3,3,12,3,5,0,0,0,0,0,0,0,0,3,5,16,18,0,0,0,0,5,9,22,29,0,4,419,846,109,..,529,846
UCL221020,390,734,18,22,0,0,22,28,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,4,9,0,0,413,768,58,..,478,768
UCL221021,299,663,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,302,666,35,..,330,666
UCL221022,210,458,8,10,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,11,0,0,231,484,56,..,278,484
UCL221023,286,546,23,29,0,0,23,29,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,15,19,20,37,0,0,327,605,68,..,402,605
UCL221024,397,849,12,14,4,15,14,31,3,0,0,0,0,0,0,0,0,0,3,0,9,14,0,5,0,0,0,7,9,16,0,0,424,894,131,..,554,894
UCL221025,294,587,11,16,0,0,11,16,20,24,0,0,0,0,0,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0,332,624,74,..,404,624
UCL221026,305,589,8,12,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,3,0,0,0,0,18,20,0,3,331,617,194,..,527,617
UCL221027,309,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,11,0,0,317,654,45,..,365,654
UCL221028,295,628,0,0,0,0,0,0,7,16,0,4,0,0,0,0,0,0,12,22,0,0,0,0,0,0,4,0,4,0,0,0,315,660,378,..,688,660
UCL221029,235,665,3,6,0,0,3,6,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,246,673,9,..,252,673
UCL221030,223,372,46,77,0,0,46,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,3,267,458,459,..,731,458
UCL221031,203,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,565,24,..,230,565
UCL221032,219,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,220,526,21,..,242,526
UCL221033,234,452,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,3,9,3,9,0,0,244,465,58,..,300,465
UCL221034,257,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,254,900,11,..,265,900
