UCL_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
UCL122085,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,3,0,7,4,0,4,0,12,0,9,7,8,6,7,0,0,34,0,0,0,0,0,5,0,0,8,0,0,0,0,0,3,0,0,4,0,9,7,8,6,16,0,0,48,0,0,0,0,0,0,0,0,0,3,0,5,10,6,3,5,0,30,8,14,18,19,15,21,8,0,105
UCL122086,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,0,4,3,0,0,6,0,0,18,0,0,4,0,5,0,0,0,10,0,6,4,4,7,10,0,0,27,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,4,7,7,10,0,0,31,0,0,0,0,0,0,0,0,0,10,10,4,14,14,19,5,0,73,13,28,15,26,24,32,9,0,141
UCL122087,0,4,0,4,0,0,6,0,0,3,0,0,3,0,0,9,0,0,7,6,0,9,0,0,15,0,0,3,0,9,10,0,0,16,3,5,8,0,11,13,0,0,37,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,3,9,12,6,15,11,0,0,54,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,0,12,3,11,17,16,19,36,4,0,106
UCL122088,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,7,0,0,4,0,0,13,0,0,0,3,3,0,0,0,7,5,9,8,9,13,9,0,0,50,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,4,3,6,7,9,11,4,0,0,57,0,0,0,0,0,0,0,0,0,8,0,3,9,3,10,5,0,38,6,13,17,20,22,28,3,0,118
UCL122089,0,0,4,0,0,0,3,0,0,0,0,0,0,3,0,3,0,4,4,4,3,4,0,0,21,0,8,5,4,5,4,0,0,22,7,29,27,20,13,10,3,0,107,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,9,9,32,32,17,15,12,3,0,126,0,0,0,0,0,0,0,0,0,4,10,0,13,9,4,8,0,46,15,51,38,39,34,31,12,3,227
UCL122090,8,9,4,5,3,0,29,0,0,4,3,0,4,0,0,7,0,9,16,8,23,16,3,0,75,0,10,9,9,9,10,0,0,46,4,12,13,17,19,5,6,0,77,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,3,7,20,14,20,21,7,6,0,90,0,0,0,0,5,4,0,0,3,3,3,5,7,7,8,5,0,44,16,45,51,49,65,52,17,3,294
UCL122091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,3,4,3,3,6,0,0,0,19,4,12,8,8,10,14,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,8,8,8,14,3,0,57,0,0,0,0,0,0,0,0,0,8,9,9,6,8,3,12,7,59,16,34,22,18,27,18,15,7,159
UCL122092,4,0,0,3,0,0,15,0,0,0,0,0,3,0,0,8,0,3,15,4,6,7,3,0,50,0,0,3,11,7,8,0,0,34,9,14,16,12,12,17,5,0,77,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,0,0,9,15,14,16,19,22,18,6,0,96,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,0,0,18,13,26,44,31,46,47,16,3,215
UCL122093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,7,4,0,3,0,0,30,0,0,4,0,6,0,3,0,15,4,9,6,11,5,5,5,0,46,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,9,6,13,5,5,4,0,46,0,0,0,0,0,0,0,0,0,11,5,13,5,8,0,5,4,59,21,23,30,30,24,13,16,4,155
UCL122094,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,5,0,6,0,8,10,5,0,3,37,0,0,0,7,13,4,0,0,26,4,9,12,14,12,10,4,0,71,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,8,9,12,18,10,11,4,0,75,0,0,0,0,0,0,0,0,0,0,3,7,4,3,8,5,0,38,15,23,21,39,43,32,17,3,189
UCL122095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,13,0,0,0,7,8,0,0,0,15,3,10,13,15,13,3,0,0,54,0,4,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,5,3,13,11,15,17,7,0,0,62,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,5,5,20,3,17,19,26,32,12,0,5,115
UCL122096,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,5,0,9,0,0,0,0,9,5,6,0,18,0,9,7,14,20,7,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,7,14,20,9,4,0,60,0,0,0,0,0,0,0,0,4,3,0,0,5,5,10,3,0,26,5,8,7,24,40,26,19,0,130
UCL122097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,0,0,0,13,13,4,8,15,9,5,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,7,4,7,18,8,6,3,0,59,0,0,0,0,0,0,0,0,3,0,5,0,3,4,9,7,0,26,16,9,12,25,18,14,13,0,101
UCL122098,0,4,5,3,0,0,10,0,0,0,0,0,3,0,0,8,0,4,5,3,17,5,0,0,42,0,3,8,6,11,10,3,0,38,0,12,13,8,18,13,4,0,63,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,12,9,16,20,16,5,0,74,0,0,0,0,0,0,0,0,0,9,16,18,18,27,21,4,10,116,6,31,44,46,76,60,11,10,290
UCL122099,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,6,0,4,6,0,11,8,0,0,24,0,0,0,0,0,0,0,0,11,4,13,6,0,5,7,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,6,8,7,8,0,0,50,0,0,0,0,0,0,0,0,0,6,0,0,4,0,8,3,0,23,10,23,15,16,25,25,5,0,115
UCL122100,5,3,5,6,4,0,23,0,0,0,0,4,0,0,0,10,0,8,3,11,12,14,7,0,58,0,3,9,6,13,14,5,3,51,0,14,15,12,23,17,11,0,87,0,0,0,0,0,0,0,0,3,0,0,0,9,0,5,4,0,11,0,11,15,20,26,22,11,4,103,0,0,0,0,0,0,0,0,0,8,0,3,10,10,16,3,5,59,12,18,30,51,74,75,32,9,298
UCL122101,0,0,4,7,0,0,9,0,0,3,3,0,3,3,0,13,0,7,9,7,8,16,0,0,43,0,0,9,7,13,8,0,0,32,7,3,21,32,17,16,0,0,94,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,11,7,21,33,16,16,0,0,103,0,0,0,0,0,0,0,0,0,5,0,3,5,10,4,0,0,22,14,11,43,53,46,57,6,0,225
UCL122102,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,8,9,4,0,26,0,0,0,7,4,6,4,0,23,0,5,6,9,16,9,3,0,45,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,8,6,4,18,9,3,0,54,0,0,0,0,0,0,0,0,0,14,0,0,4,15,13,8,0,62,14,13,12,25,46,37,13,0,157
UCL122103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,7,0,8,6,3,9,3,0,0,43,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,8,10,11,14,6,0,0,49,0,0,0,0,0,0,0,0,3,0,0,6,3,3,0,0,0,17,5,15,18,14,23,11,3,0,89
UCL122104,0,0,4,7,0,0,20,0,0,0,0,4,0,0,0,4,9,7,6,12,13,10,4,0,54,0,4,0,18,7,3,0,0,33,10,0,9,21,20,6,4,0,83,0,0,0,0,3,0,0,0,8,0,0,0,0,5,0,0,0,10,13,3,6,27,27,6,6,0,91,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,22,16,20,61,55,25,12,0,205
UCL122105,16,15,13,5,0,0,45,0,0,5,0,3,0,0,0,10,0,15,15,10,8,0,0,0,44,0,0,4,7,7,0,0,0,22,0,0,7,9,18,6,3,0,42,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,9,9,19,6,3,0,51,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,5,25,49,42,50,18,3,0,186
UCL122106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,9,0,16,3,5,10,7,0,0,45,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,16,3,7,9,4,0,0,46,0,0,0,0,0,0,0,0,0,4,14,7,3,24,17,16,0,88,8,41,11,18,41,27,15,0,157
UCL122107,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,4,4,7,0,0,26,0,4,6,6,7,0,0,0,22,5,15,18,17,20,13,3,0,97,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,8,15,23,17,24,17,3,0,107,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,0,15,7,29,36,29,41,28,7,0,187
UCL122108,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,9,10,6,0,31,0,0,0,3,3,5,6,0,18,4,0,0,3,9,11,4,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,3,11,8,7,3,39,0,0,0,0,0,4,0,0,6,4,0,4,0,7,16,5,5,39,5,5,12,8,33,49,26,6,142
UCL122109,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,26,0,3,3,0,0,0,0,0,5,3,3,0,4,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,7,4,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,16,3,32,10,13,10,4,0,0,69
UCL122110,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,8,0,10,12,12,8,5,3,0,43,0,0,9,7,4,4,4,0,30,0,17,20,14,16,10,7,0,81,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,4,20,22,17,17,9,3,0,92,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,0,0,18,5,28,43,36,37,25,14,0,196
UCL122111,4,5,7,3,0,0,18,0,0,0,0,0,0,0,0,3,3,12,8,10,7,0,0,0,45,3,0,9,11,10,9,0,0,43,5,6,12,5,17,7,0,0,56,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,7,5,6,15,10,18,11,0,0,65,0,0,0,0,0,4,0,0,4,0,0,6,0,5,5,0,0,17,13,22,43,42,52,31,3,0,199
UCL122112,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,0,0,22,0,0,0,3,5,6,0,0,21,3,8,7,13,25,15,11,0,74,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,0,0,5,3,10,7,16,25,20,9,0,85,0,0,0,0,0,0,3,0,4,4,0,0,6,7,11,9,4,37,8,11,12,31,49,47,23,4,170
UCL122113,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0,3,0,19,0,0,0,0,3,5,0,0,15,5,5,7,5,12,4,5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,5,20,12,3,0,52,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,15,5,8,15,21,29,19,9,0,104
UCL122114,0,0,3,5,0,0,8,0,0,0,0,0,9,0,0,14,0,0,0,8,11,9,0,0,39,0,3,0,3,14,6,0,0,24,0,10,8,7,15,12,8,0,58,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,7,0,13,8,7,14,15,14,0,66,0,0,0,0,0,0,0,0,0,0,5,0,0,9,9,8,0,18,0,12,9,22,47,49,20,3,170
UCL122115,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,3,4,0,12,0,0,32,0,0,4,0,9,10,4,0,34,3,7,13,11,12,14,5,0,55,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,7,17,10,16,13,4,0,66,0,0,0,0,0,0,0,0,0,3,3,0,3,5,5,4,0,18,8,17,23,28,38,37,14,0,165
UCL122116,3,6,9,8,5,0,30,0,0,0,3,0,0,4,0,8,0,3,4,10,12,13,8,0,52,0,0,0,10,7,3,3,4,26,4,3,5,10,8,7,5,0,34,0,0,0,4,5,0,0,0,3,0,0,0,0,0,3,0,0,9,4,3,5,13,17,11,5,0,49,0,0,0,0,0,0,0,0,0,0,8,0,8,0,7,5,0,28,3,8,14,36,50,48,29,11,194
UCL122117,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,4,3,8,0,0,11,7,4,0,36,5,3,3,5,6,6,0,0,28,9,26,26,21,22,6,4,0,112,5,0,0,0,0,0,0,0,7,4,0,0,0,6,3,0,0,11,18,22,26,20,24,8,3,0,131,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,17,25,38,43,33,38,29,8,0,218
UCL122118,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,6,6,6,0,4,0,0,18,0,0,5,6,3,0,0,0,15,6,19,19,16,13,4,0,0,87,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,7,11,23,18,20,13,4,0,0,93,0,0,0,0,0,0,0,0,0,0,0,6,3,6,6,5,0,20,11,30,32,33,23,12,3,0,155
UCL122119,3,6,10,10,5,0,23,0,0,0,3,4,4,0,0,18,0,5,9,12,9,10,4,0,49,0,3,8,5,8,13,0,0,31,0,9,10,9,20,17,0,0,67,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,5,0,5,0,9,12,9,26,20,11,0,84,0,0,0,0,0,0,0,0,0,3,3,3,3,0,7,5,0,21,3,20,30,33,55,59,21,0,219
UCL122120,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,4,3,3,12,5,0,0,40,0,6,3,7,0,5,0,0,24,9,17,26,24,22,11,3,0,114,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,4,0,9,9,20,28,29,22,9,8,0,124,0,0,0,0,0,0,0,0,0,9,4,6,0,3,6,7,4,30,19,36,38,49,42,30,9,4,224
UCL122121,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,14,0,4,6,7,6,0,0,0,19,5,14,11,8,11,8,0,0,60,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,14,11,12,15,6,0,0,67,0,0,0,0,0,0,0,0,0,9,6,11,3,0,3,0,0,33,7,29,37,21,25,16,4,0,146
UCL122122,6,7,3,6,0,0,29,0,0,4,4,0,0,0,0,11,4,16,23,18,8,4,4,0,78,3,7,12,14,10,5,0,0,48,8,14,16,16,21,12,6,0,79,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,7,11,16,12,25,10,6,0,90,0,0,0,0,0,3,0,0,8,0,0,4,4,3,3,5,0,15,16,43,60,54,46,39,14,3,276
UCL122123,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,4,0,0,12,3,3,4,10,4,10,3,0,40,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,3,3,4,11,6,10,7,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,17,3,6,6,16,18,21,11,5,88
UCL122124,5,8,5,6,3,0,23,0,0,5,7,0,0,0,0,12,8,9,10,16,5,4,3,0,52,0,0,9,10,4,0,0,0,26,4,10,9,10,6,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,5,8,7,3,0,0,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,18,24,39,48,20,9,11,0,168
UCL122125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,16,0,0,0,0,3,4,0,0,16,0,0,6,9,10,12,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,6,10,16,14,10,0,48,0,0,0,0,0,0,0,0,0,4,0,4,0,3,16,12,6,38,3,3,16,12,27,36,15,6,116
UCL122126,8,0,5,4,0,0,19,0,0,6,0,0,0,0,0,16,0,4,16,13,20,8,6,0,57,0,0,8,7,20,4,4,0,45,4,14,7,14,15,9,9,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,4,15,7,14,24,7,9,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,17,7,21,38,40,77,36,19,0,227
UCL122127,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,5,4,0,3,3,6,3,0,0,20,0,0,0,3,4,0,0,0,12,4,8,5,13,13,10,0,0,52,4,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,4,8,7,19,16,10,0,0,64,0,0,0,0,0,0,0,0,6,5,0,0,4,3,6,0,0,29,19,10,13,38,34,26,3,8,149
UCL122128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,3,0,0,0,0,7,0,8,8,0,11,5,0,0,40,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,14,9,3,16,5,3,0,46,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,0,0,16,0,20,9,17,21,15,3,0,83
UCL122129,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,8,0,4,10,5,4,3,6,0,28,0,0,0,0,4,4,0,0,14,3,13,3,12,14,9,4,0,63,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,3,19,8,17,16,9,4,0,70,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,3,0,20,11,26,16,25,29,24,10,6,148
UCL122130,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,19,0,4,0,4,5,9,0,0,21,0,10,7,9,3,3,3,0,35,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,7,0,12,11,11,4,5,3,0,47,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,19,0,16,17,30,17,23,7,0,106
UCL122131,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,8,3,11,7,10,3,7,0,0,45,0,8,6,10,10,0,0,0,38,6,10,5,11,5,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,11,10,5,0,0,3,48,0,0,0,0,0,0,0,0,0,18,40,20,16,14,4,4,0,123,25,74,43,60,35,16,6,5,267
UCL122132,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,7,4,0,3,5,0,0,18,10,13,4,10,12,7,0,0,46,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,10,7,9,4,18,11,7,0,0,61,0,0,0,0,0,0,0,0,0,17,4,5,7,5,0,4,0,51,25,22,13,35,30,8,10,0,139
UCL122133,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,4,0,0,3,0,0,13,0,0,3,11,9,15,0,0,36,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,6,0,0,5,12,9,10,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,15,18,13,16,3,65,7,7,7,25,25,36,19,3,127
UCL122134,0,0,4,5,0,0,12,0,0,3,0,0,3,0,0,14,0,5,11,10,0,9,0,0,43,0,5,7,11,15,3,0,0,42,6,10,14,15,23,7,6,0,83,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,10,14,16,19,7,0,0,90,0,0,0,0,0,0,0,0,3,6,3,0,5,5,9,0,0,27,18,29,39,50,48,38,4,0,230
UCL122135,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,18,0,6,0,3,4,0,0,0,17,3,10,3,4,3,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,7,7,3,4,0,0,44,0,0,0,0,0,0,0,0,0,3,11,3,7,4,4,3,0,33,13,35,17,14,15,12,10,3,110
UCL122136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,8,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,16,4,6,4,12,7,0,0,0,39
UCL122137,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,9,0,0,0,0,7,0,5,0,12,3,7,7,3,6,4,0,3,31,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,3,7,7,3,11,8,0,3,38,0,0,0,0,0,0,0,0,0,6,7,3,5,13,11,5,9,52,11,20,16,6,28,15,8,11,115
UCL122138,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,9,9,4,0,0,0,22,0,6,0,0,5,7,4,4,21,6,8,12,9,4,7,7,0,53,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,7,6,13,11,9,6,14,9,0,65,0,0,0,0,0,0,0,0,0,4,3,0,6,14,7,5,3,45,13,20,25,17,27,24,17,6,162
UCL122139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,12,0,0,5,0,0,0,0,0,13,6,3,4,6,18,13,0,0,52,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,7,7,6,18,8,0,0,61,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,21,15,12,14,13,27,23,7,0,111
UCL122140,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,12,0,3,7,5,5,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,5,5,0,0,23,0,0,0,0,0,0,0,0,0,8,6,5,0,0,10,5,12,50,9,26,14,6,18,16,5,8,106
UCL122141,0,0,3,3,6,0,12,0,0,0,0,0,0,0,0,7,0,12,7,8,7,6,0,0,35,0,4,8,4,19,0,4,0,40,3,17,23,22,26,9,4,0,99,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,21,26,22,28,8,3,0,110,0,0,0,0,0,0,0,0,0,0,4,8,0,3,7,0,0,20,7,49,39,39,60,24,6,0,230
UCL122142,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,5,0,4,6,3,5,0,0,0,21,4,0,0,5,8,4,0,0,16,3,5,9,10,10,8,0,0,36,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,5,3,11,9,11,0,0,39,0,0,0,0,0,0,0,0,4,0,0,0,8,3,5,0,0,19,4,9,7,28,33,25,3,0,108
UCL122143,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,3,0,5,5,11,3,3,0,0,26,0,0,8,7,5,0,0,0,15,4,5,9,6,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,9,6,8,4,0,0,33,0,0,0,0,0,0,0,0,0,11,3,6,5,5,7,0,0,40,16,11,24,30,23,21,3,0,127
UCL122144,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,6,3,5,0,25,0,3,3,5,3,0,5,0,30,5,16,19,12,16,17,5,0,88,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,9,9,16,21,14,24,16,4,4,103,0,0,0,0,0,0,0,0,7,0,5,6,0,4,5,8,0,25,9,25,30,32,40,34,15,7,195
UCL122145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,3,5,4,0,0,0,13,0,9,0,4,10,0,6,0,28,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,11,0,4,10,3,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,29,4,14,3,11,20,23,6,0,83
UCL122146,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,7,4,5,0,0,0,8,0,0,0,0,8,0,0,0,8,0,8,6,8,15,4,3,0,38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,8,6,8,14,8,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,0,0,26,6,6,12,12,33,20,3,4,97
