UCL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL112002,62,611,45,272,80,35,4,31,5,1140,88,603,5,187,57,17,6,15,3,977,198,238,32,119,586,129,9,67,24,1409,86,287,22,481,138,64,8,39,12,1149,38,90,7,38,51,22,0,8,0,261,36,8,125,104,59,31,6,34,0,402,0,0,0,7,3,0,0,0,0,15,12,6,0,8,9,4,0,6,3,50,8,9,3,27,20,15,0,8,12,107,569,1971,300,1284,1053,353,35,244,68,5879,34,81,22,18,16,5,10,12,3,218,39,88,49,12,21,18,13,14,3,263,186,191,814,67,73,50,191,144,21,1733,115,33,372,35,27,21,51,84,13,752,37,56,63,20,23,28,18,44,0,282,84,787,60,343,88,42,14,43,6,1458,137,799,13,215,62,17,10,24,8,1282,403,400,87,201,683,220,54,122,33,2210,130,433,49,684,162,83,35,61,19,1648,53,132,27,51,64,43,15,19,3,403
UCL112003,62,508,42,157,69,27,3,23,3,885,103,553,11,144,56,11,0,11,7,882,175,161,23,90,319,82,8,32,9,896,113,517,25,308,140,43,10,28,14,1205,57,235,19,74,70,43,4,13,8,524,31,3,50,74,34,26,0,20,0,247,0,0,0,0,0,0,0,0,0,0,17,42,0,11,16,5,0,3,6,100,4,19,4,11,22,17,3,5,18,108,625,2247,239,916,792,281,36,161,73,5361,58,182,27,32,30,13,8,11,4,367,43,113,36,7,15,6,10,9,4,253,178,174,402,44,58,34,80,67,8,1039,87,98,243,5,28,13,30,43,5,554,49,76,116,24,34,14,14,47,5,374,86,686,59,207,70,29,9,29,9,1180,146,769,31,171,61,16,4,16,3,1211,386,309,64,136,407,132,42,55,19,1553,211,792,55,453,183,62,33,65,28,1886,100,439,68,103,104,72,16,47,12,956
UCL112004,39,428,19,127,59,24,8,10,3,721,56,335,5,73,41,10,0,0,4,529,184,171,19,97,275,106,7,46,10,928,75,210,9,165,104,24,0,25,7,630,39,119,21,12,24,28,3,0,3,246,35,9,57,53,47,27,0,28,3,261,0,3,0,0,0,0,0,0,0,6,11,17,0,10,12,4,0,3,0,68,8,15,5,14,16,13,6,6,12,82,500,1384,164,585,618,273,30,136,43,3734,36,79,15,9,19,7,0,7,4,182,34,56,23,14,7,14,9,10,0,160,171,162,330,19,37,43,57,63,13,881,115,60,285,10,19,8,16,42,10,565,44,24,78,12,7,14,17,21,0,216,57,583,27,160,62,25,11,23,8,965,83,459,15,84,42,15,4,3,4,711,442,385,85,135,327,192,33,92,21,1713,163,384,30,233,127,42,9,34,13,1027,72,183,38,28,29,35,11,10,0,410
UCL112005,35,180,25,175,36,12,9,19,0,493,23,156,0,103,23,9,3,3,0,325,87,85,15,61,282,105,16,40,4,689,28,84,10,266,39,33,11,30,3,498,10,15,8,4,13,9,0,8,0,62,33,13,82,95,38,37,11,36,4,343,0,0,0,0,0,0,0,0,0,7,5,0,0,4,4,0,0,6,0,14,3,10,7,12,4,12,0,7,7,61,240,557,177,737,452,226,69,167,26,2654,7,21,12,10,5,6,0,0,0,62,13,21,13,4,8,4,7,7,0,75,85,47,609,40,25,26,224,100,14,1174,27,8,134,9,7,0,61,40,0,284,19,11,50,7,4,14,18,23,0,148,42,210,29,194,39,17,19,27,0,581,29,201,4,110,25,11,9,6,0,394,157,128,58,78,304,141,62,68,7,997,42,107,9,341,45,42,22,44,10,667,22,27,19,10,14,11,0,7,0,104
UCL112006,53,857,30,294,81,38,5,27,4,1392,108,617,10,198,56,12,7,3,4,1023,233,251,37,245,638,184,5,85,20,1698,93,336,14,471,155,53,3,49,8,1189,17,49,9,18,35,11,0,7,0,146,50,22,111,102,85,53,4,43,6,475,0,0,0,3,0,0,0,0,0,9,0,16,0,11,14,3,0,4,3,54,9,23,3,29,29,20,6,19,34,162,605,2263,286,1435,1175,390,45,268,86,6554,26,68,32,35,26,7,0,8,0,201,31,45,60,21,30,30,17,22,9,265,178,165,757,69,76,85,198,154,17,1708,130,39,389,30,33,7,56,84,15,781,77,65,120,37,50,28,37,39,12,460,74,1116,49,340,84,50,13,40,3,1771,146,773,23,218,69,22,10,17,5,1284,457,458,118,393,765,322,69,172,39,2777,136,466,37,699,189,65,25,67,15,1706,26,70,24,29,46,20,0,16,0,228
UCL112007,11,122,0,39,19,9,0,3,0,214,7,116,0,31,7,0,0,5,0,172,40,30,4,20,85,16,0,4,0,200,14,25,3,75,24,3,0,8,0,151,0,10,0,0,7,6,0,0,0,16,3,3,26,21,15,11,0,9,0,87,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,10,5,0,0,3,5,3,0,0,0,23,88,324,39,187,167,49,3,34,10,908,5,7,0,4,0,3,0,0,0,20,5,3,0,0,3,0,0,0,0,15,45,25,124,10,5,14,22,22,3,264,26,3,123,0,3,3,10,22,4,194,31,13,20,0,5,5,7,10,0,95,14,148,8,51,21,9,0,4,0,258,16,144,6,36,7,0,0,6,0,217,74,63,7,23,89,26,5,10,4,311,23,41,3,97,24,7,0,12,0,214,3,8,0,0,7,5,0,0,0,22
UCL112008,15,298,18,152,35,18,0,13,3,546,30,202,0,70,14,3,0,6,0,334,57,69,7,59,239,81,3,31,5,556,24,114,11,217,71,26,0,19,3,480,8,14,0,14,8,14,0,4,0,63,19,4,57,61,17,26,4,24,5,225,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,16,0,11,4,31,13,19,0,6,18,109,163,744,113,625,412,208,7,116,39,2432,4,21,10,4,5,0,0,0,0,46,9,15,9,5,8,11,0,8,3,68,64,47,200,29,18,27,45,52,6,480,70,14,212,8,4,7,16,46,14,396,18,13,32,7,9,8,3,20,6,118,14,398,21,200,37,16,3,18,3,714,45,273,11,85,16,12,0,8,0,444,134,136,29,70,271,107,10,48,6,817,44,166,16,293,73,33,4,30,8,663,16,19,8,14,9,10,0,9,0,88
UCL112009,35,359,22,158,41,19,0,14,3,650,47,276,0,91,22,9,0,4,7,460,135,110,11,88,341,89,17,38,17,859,55,139,9,358,94,43,3,37,12,749,3,33,6,11,20,7,4,5,0,88,28,12,73,81,32,37,5,28,5,290,0,0,0,0,0,0,0,4,0,7,8,9,3,3,6,0,0,3,0,36,4,12,0,16,3,4,0,11,17,81,350,995,165,823,593,232,44,160,63,3429,24,42,16,13,12,0,5,8,0,110,15,35,19,17,22,8,3,10,0,127,111,60,478,65,38,34,138,91,14,1026,69,32,268,17,15,8,51,53,6,516,24,20,41,11,21,14,25,35,3,183,49,459,28,202,39,20,9,18,8,835,66,370,12,121,22,9,12,11,10,636,253,175,40,148,383,146,56,86,17,1305,85,196,27,530,116,56,14,57,18,1099,15,55,20,18,19,12,3,10,0,147
UCL112010,9,277,14,137,30,14,5,29,0,513,35,280,0,83,15,11,0,17,3,446,107,124,22,55,332,79,4,80,4,812,20,96,5,192,63,26,5,41,7,454,11,28,4,5,13,5,0,7,0,77,13,10,59,58,33,17,3,29,8,221,0,0,0,0,0,0,0,3,0,5,8,3,4,9,3,0,0,25,7,55,3,8,3,19,17,11,0,24,26,106,239,871,142,583,542,178,28,329,52,2968,26,41,27,5,15,5,3,32,0,162,18,39,28,6,6,17,14,47,9,188,152,57,506,15,29,40,97,141,22,1051,102,17,201,4,9,11,25,49,5,421,69,61,35,4,15,17,22,35,6,268,17,370,18,156,31,18,3,36,5,653,55,348,3,90,22,6,4,28,3,563,223,201,46,74,366,131,41,149,19,1255,46,148,6,246,77,31,13,70,9,642,14,45,11,7,17,7,9,16,0,121
UCL112011,11,213,34,166,40,20,5,19,0,504,17,155,7,93,16,6,5,3,0,301,90,89,18,68,374,100,13,39,9,800,37,100,4,291,60,39,15,33,0,582,4,21,8,12,10,6,4,7,0,64,25,4,80,61,37,31,11,31,0,276,0,0,0,0,0,0,0,0,0,5,5,0,0,0,6,3,0,4,0,22,3,4,4,18,21,4,4,8,12,73,197,610,186,717,592,219,72,162,29,2775,0,20,7,0,6,4,6,6,0,44,7,22,22,0,5,9,7,8,0,84,74,63,722,20,38,20,251,84,16,1289,25,10,195,8,15,10,45,54,3,369,14,11,38,3,7,0,16,23,0,120,18,246,43,192,47,15,12,29,3,608,23,189,10,103,13,11,10,5,3,375,140,111,37,94,414,137,55,64,9,1065,48,111,8,355,74,41,23,40,3,714,7,25,7,14,12,9,7,17,0,106
UCL112012,27,547,32,206,46,20,0,30,0,917,53,377,3,149,37,11,10,6,0,653,119,135,20,80,429,110,5,42,8,955,62,242,27,398,117,32,8,36,12,932,24,54,12,43,39,21,3,17,0,217,25,4,71,73,36,43,5,35,9,292,0,4,0,0,0,0,0,0,0,0,0,13,4,8,11,5,0,3,0,52,5,11,4,19,15,19,0,12,17,104,353,1453,217,1005,781,279,32,231,47,4405,11,86,39,14,11,5,4,14,3,178,23,34,47,16,27,9,6,11,3,175,53,76,400,31,41,35,108,126,13,878,67,21,249,15,14,18,24,66,8,477,47,43,62,26,29,15,27,80,7,335,43,767,37,258,50,27,8,44,5,1242,86,537,15,167,44,16,12,14,0,881,236,243,50,113,504,171,24,83,19,1448,97,371,36,535,136,49,18,64,14,1316,38,116,32,75,50,41,7,33,0,391
UCL112013,0,44,5,15,13,0,0,0,0,83,9,38,0,15,0,3,0,0,0,64,17,13,3,6,34,9,0,3,0,82,6,15,0,38,13,4,0,0,0,75,0,3,0,0,0,0,0,0,0,8,5,0,8,9,7,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,14,35,127,21,84,75,23,3,12,7,381,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,29,13,55,3,7,6,7,9,0,129,12,4,28,0,0,0,6,3,0,52,7,5,7,3,5,3,0,5,0,35,3,50,5,20,13,0,0,0,0,104,8,53,0,15,3,0,0,5,0,94,37,24,9,7,39,8,4,7,0,136,6,18,0,46,15,7,0,0,0,97,5,8,4,0,0,0,0,0,0,17
UCL112014,34,387,27,176,56,20,10,16,7,726,39,276,7,80,35,12,0,8,8,458,106,100,11,55,334,82,15,34,12,758,42,145,12,260,78,27,6,20,12,593,14,27,10,18,23,14,0,3,0,122,16,5,58,60,34,32,7,24,8,246,0,0,0,0,0,0,0,0,0,5,3,15,3,8,5,0,6,0,0,33,4,11,5,12,8,8,0,6,21,68,280,1009,166,688,605,199,45,109,55,3167,18,47,20,13,8,8,0,10,0,119,22,61,16,5,9,9,3,8,0,139,111,109,506,32,36,27,117,70,14,1025,86,14,280,9,9,12,48,55,17,527,12,15,47,6,15,6,13,35,0,136,51,496,31,201,60,19,13,17,7,900,59,369,19,88,38,14,3,10,7,607,219,196,39,78,370,110,37,56,14,1137,64,213,33,356,86,35,22,31,11,856,25,55,19,17,30,21,6,11,5,183
UCL112015,34,527,29,209,49,19,4,26,3,904,42,274,12,164,25,13,0,14,4,543,139,127,23,118,444,145,8,62,4,1071,50,201,21,489,106,53,7,43,6,970,20,30,4,22,25,11,0,10,0,135,49,11,118,115,44,40,4,47,5,416,0,0,0,4,4,0,0,0,0,8,8,9,4,12,7,0,0,3,3,52,7,14,3,34,22,17,0,9,17,130,385,1249,283,1203,763,346,28,252,52,4545,24,59,23,17,18,9,3,13,0,164,31,42,33,20,13,19,8,21,0,184,165,168,725,88,43,52,142,164,15,1563,83,33,330,17,16,21,36,61,12,608,24,26,53,13,12,8,18,49,3,211,54,680,48,261,56,25,10,37,10,1188,52,351,20,179,29,17,5,17,4,668,251,215,85,186,501,220,35,100,9,1597,89,275,45,644,121,65,16,63,9,1324,34,62,21,33,36,23,0,23,0,236
UCL112016,65,1009,46,281,90,28,6,24,4,1559,79,593,12,182,69,13,3,3,5,957,251,258,43,149,674,145,17,69,17,1615,86,331,29,488,177,58,13,48,19,1241,30,96,5,32,47,11,3,8,3,239,51,25,119,116,91,48,12,53,6,521,0,0,0,3,4,0,0,3,0,13,11,22,9,15,13,0,0,0,3,74,6,23,10,24,27,19,5,16,20,152,632,2540,343,1340,1253,343,77,267,78,6868,46,187,42,22,15,7,0,6,0,329,28,73,50,17,24,13,14,25,4,240,165,287,882,44,70,43,219,119,25,1852,129,61,418,18,24,22,88,86,4,846,92,97,81,23,43,22,42,56,0,461,102,1359,73,345,103,31,22,38,9,2079,124,777,32,203,73,17,10,11,9,1261,482,455,126,206,794,237,74,124,25,2527,146,469,55,653,206,69,28,78,25,1720,47,141,25,46,54,29,8,19,3,368
UCL112017,64,1081,54,332,111,39,6,11,7,1701,94,706,14,173,70,23,0,6,5,1088,287,311,32,182,757,206,5,85,26,1893,119,326,31,582,204,63,5,44,20,1388,27,84,11,34,44,20,3,10,4,238,57,24,132,132,98,58,6,62,3,585,0,0,0,5,6,0,0,0,0,7,4,19,5,13,21,9,0,0,6,79,14,19,3,34,36,21,0,11,27,172,723,2687,343,1555,1417,470,31,269,93,7589,39,116,34,21,36,11,0,8,8,263,32,102,53,30,41,11,16,30,3,312,216,253,659,74,68,78,118,144,12,1621,168,51,540,33,32,23,30,92,10,986,37,62,81,31,15,9,11,49,0,300,101,1552,71,429,123,50,14,27,11,2371,145,996,21,207,75,28,6,14,5,1487,605,584,109,247,871,324,52,159,33,2977,178,517,55,813,239,93,25,59,24,2001,40,136,29,46,57,38,4,13,4,372
UCL112018,40,706,38,261,65,25,4,35,3,1183,63,460,8,150,28,16,4,20,5,757,144,171,38,131,498,154,6,97,7,1250,66,215,13,387,109,33,10,64,8,911,13,58,8,18,21,14,0,10,4,151,36,17,93,112,55,57,6,57,7,431,0,0,0,5,0,0,0,3,0,13,3,6,0,5,9,4,0,7,0,42,6,14,3,31,23,21,3,29,15,136,400,1696,247,1127,856,347,38,379,63,5153,20,41,26,23,13,12,3,22,0,158,18,29,37,9,18,10,7,31,0,161,124,110,622,43,57,52,173,184,12,1382,100,22,305,13,15,18,24,81,8,588,30,48,49,17,23,15,29,54,3,267,58,943,50,317,74,31,9,53,3,1544,90,608,22,157,36,24,13,28,13,989,306,313,86,186,576,227,53,177,7,1937,102,307,25,515,128,46,30,92,15,1270,21,92,18,31,22,19,8,32,4,241
UCL112019,67,1171,43,351,111,32,5,30,9,1837,115,769,14,236,57,8,0,9,5,1225,294,310,47,144,880,182,15,68,16,1966,103,394,11,572,153,56,6,55,19,1366,29,97,19,29,36,31,4,8,3,260,58,16,151,154,90,66,5,72,7,622,5,0,0,3,7,4,0,0,0,25,16,18,9,12,23,4,0,4,0,85,14,14,6,31,22,13,0,22,20,146,752,2954,370,1599,1448,456,57,329,88,8062,41,153,51,22,26,19,4,12,5,331,35,88,80,20,30,25,19,26,4,326,265,207,982,102,80,74,195,194,25,2119,196,44,624,39,22,24,62,105,12,1126,101,106,121,29,37,44,37,77,12,555,101,1548,66,432,122,44,19,43,21,2402,177,1045,33,267,68,24,8,22,3,1648,580,591,126,214,1044,314,95,143,34,3138,177,600,51,787,188,69,29,96,25,2025,45,165,44,52,54,48,11,27,3,449
UCL113001,20,338,12,118,32,22,3,9,0,553,24,227,3,93,23,7,0,6,0,386,99,89,10,57,240,74,3,20,6,609,47,115,5,199,62,28,0,21,4,487,16,48,10,17,15,12,0,4,0,125,34,5,60,58,27,27,0,16,3,238,0,0,0,0,0,0,0,0,0,0,3,6,4,4,9,8,0,0,0,32,8,12,4,12,16,7,0,10,9,72,256,891,140,583,458,199,17,102,22,2664,17,36,12,9,6,3,0,10,0,101,6,17,15,4,13,0,3,8,4,69,65,75,219,28,21,32,41,62,0,553,67,21,232,15,13,10,17,31,7,411,20,30,45,17,16,12,8,25,0,169,31,445,29,154,36,18,9,20,0,743,45,318,9,111,31,15,4,11,0,543,172,178,39,84,276,110,22,48,9,934,57,174,11,289,75,38,10,34,6,688,23,68,22,28,19,18,3,19,0,200
UCL113002,14,128,12,73,15,8,0,5,0,256,9,84,0,47,11,3,0,0,0,156,64,40,8,31,141,62,0,21,6,387,19,53,8,131,44,22,0,17,0,301,3,14,8,3,10,0,0,5,0,37,13,6,39,34,26,20,6,19,4,164,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,12,4,10,0,13,10,9,0,8,0,60,142,343,90,343,279,139,5,88,18,1449,6,10,5,4,7,3,0,0,0,37,10,10,11,3,8,12,0,4,0,61,36,27,120,12,13,16,36,52,3,312,41,6,158,7,8,9,9,37,5,281,9,5,21,8,6,5,5,15,0,76,16,166,13,89,21,9,0,12,0,329,17,110,6,51,19,3,0,0,0,211,122,69,26,43,163,87,11,44,14,570,32,70,15,179,51,36,5,31,9,417,8,14,9,4,10,7,0,3,0,56
UCL113003,34,343,19,142,30,12,0,12,8,614,32,202,5,94,17,5,4,7,0,358,75,49,5,48,229,44,3,20,8,478,30,114,3,207,34,14,4,13,10,427,6,3,4,5,10,0,0,0,0,21,12,8,54,45,20,18,0,11,0,172,0,0,0,0,0,0,0,0,0,3,9,0,0,6,3,0,0,0,0,22,3,4,0,13,9,9,0,11,13,68,209,754,103,583,375,118,13,76,39,2273,4,23,3,9,3,0,0,0,0,47,9,10,21,7,16,9,3,12,3,89,88,60,517,33,20,16,148,59,5,946,29,11,105,8,10,6,40,18,5,226,10,6,14,8,11,9,14,5,0,68,43,418,20,173,35,12,11,14,9,742,47,275,7,105,17,5,5,8,5,477,132,86,28,69,254,58,25,36,5,690,33,144,8,283,37,22,12,20,12,572,10,17,4,12,10,3,5,0,0,55
UCL113004,28,174,0,72,15,12,0,9,0,308,20,97,3,28,13,4,0,3,6,182,104,103,14,53,91,62,7,28,6,470,67,138,9,111,36,28,0,23,0,413,56,132,23,52,29,30,3,20,6,346,22,8,41,31,14,14,5,19,0,150,0,0,0,0,0,0,0,0,0,0,7,5,0,7,10,0,0,4,3,35,5,7,3,5,0,0,0,9,15,53,340,715,113,388,225,165,18,121,43,2124,37,38,8,20,12,4,0,9,3,133,13,23,5,7,5,3,0,8,0,58,43,48,78,16,7,12,12,32,11,262,67,64,138,10,3,5,8,18,3,320,19,16,26,8,4,0,5,11,0,98,38,272,11,90,19,12,4,15,0,460,29,136,8,38,13,10,0,7,6,243,222,165,53,84,117,92,19,58,11,820,94,222,22,146,38,35,6,47,12,618,83,195,47,67,40,35,7,31,13,511
UCL113005,13,224,15,107,43,17,0,8,0,430,21,174,0,91,15,9,0,5,0,307,67,62,4,49,246,76,0,31,6,541,27,88,6,260,50,25,0,30,8,503,0,14,6,6,8,8,0,0,0,42,12,8,41,53,24,24,3,16,0,189,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,3,0,0,0,18,3,3,0,21,10,6,0,9,7,61,153,594,89,605,419,171,8,120,24,2176,5,18,9,0,9,4,3,4,0,42,11,11,16,3,12,4,7,9,0,68,49,37,244,20,15,24,78,60,3,545,47,4,115,17,7,9,24,44,8,261,19,25,27,9,12,4,7,27,0,125,20,302,15,135,43,19,4,12,8,555,27,235,3,107,19,8,3,4,0,405,107,96,17,79,275,103,14,48,7,753,43,126,15,391,59,28,7,42,8,725,11,30,3,5,9,13,0,12,0,76
UCL113006,12,113,4,56,8,7,0,3,3,207,12,72,0,38,9,4,0,5,0,137,37,43,3,44,99,36,0,8,0,272,15,49,3,167,25,16,3,12,3,289,0,4,0,0,0,5,0,3,0,10,10,3,14,27,6,17,3,5,0,81,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,12,0,7,0,17,4,12,6,9,3,59,82,291,33,354,167,92,16,53,16,1113,0,6,3,0,0,0,0,0,0,17,0,6,9,7,5,8,0,0,3,30,13,6,91,15,16,3,37,33,3,215,22,0,56,6,0,0,10,31,0,130,10,4,3,3,9,6,10,13,4,58,9,141,4,72,8,3,0,9,3,259,12,91,0,49,9,4,0,10,4,178,53,56,10,50,117,53,8,26,0,384,27,65,11,227,25,19,8,11,3,392,4,3,3,5,0,6,0,3,0,21
UCL113007,31,350,12,53,31,14,0,6,3,502,39,310,0,56,28,3,0,9,0,457,124,94,10,44,204,51,0,14,12,555,39,161,3,142,68,19,0,9,4,448,23,44,12,16,17,4,0,0,4,119,15,13,39,39,23,15,0,13,0,151,0,0,0,0,0,0,0,0,0,5,5,17,0,5,4,0,0,0,0,35,0,7,3,3,12,9,0,0,6,38,290,1052,100,376,417,128,11,53,29,2464,24,59,19,13,18,6,0,0,0,141,12,29,5,4,9,0,4,5,0,72,122,149,287,22,28,12,61,35,12,730,99,36,225,11,12,6,24,22,6,439,17,17,54,5,4,0,6,8,0,113,42,484,22,85,42,10,4,9,7,695,74,414,6,72,37,5,3,13,9,631,249,203,23,66,235,84,14,17,16,902,83,226,11,202,74,29,10,17,8,647,29,72,10,21,23,9,3,10,5,190
UCL113008,9,113,8,68,11,11,3,10,3,234,12,95,3,51,20,4,0,5,0,187,38,38,11,32,143,24,9,16,3,310,11,50,9,91,33,16,7,16,0,240,3,13,4,13,6,6,0,3,0,50,9,4,19,30,30,16,7,24,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,9,5,5,0,0,5,34,93,341,69,312,274,89,20,78,14,1294,7,14,8,10,6,0,0,4,0,54,5,10,14,3,3,3,3,3,3,52,70,41,282,16,11,11,130,51,7,612,19,3,65,4,5,3,25,26,0,147,7,14,19,4,6,3,4,11,0,70,17,147,15,86,19,17,5,10,3,309,14,116,5,59,15,3,4,10,0,236,64,50,22,39,167,45,21,27,3,435,20,76,8,138,34,19,7,15,0,324,4,24,4,15,14,6,0,6,0,77
