UCL_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
UCL112013,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,13,4,14,21,27,17,19,13,4,0,119,83,178,153,297,148,153,129,56,13,1212,0,0,0,0,0,0,0,0,0,0,83,147,107,258,126,129,99,37,9,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL112014,0,0,0,0,0,0,0,0,0,8,0,0,11,15,10,15,10,9,0,74,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,4,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,3,6,10,3,4,0,0,36,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,5,7,0,0,0,3,5,0,0,5,0,17,0,3,16,30,23,37,22,22,9,162,22,41,37,100,38,41,51,49,15,396,659,1311,1238,2398,1194,1288,1296,946,357,10681,0,0,0,0,0,0,0,0,0,0,621,1188,1076,2109,966,1122,1081,830,425,9413,0,3,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,12
UCL112015,0,0,0,0,0,0,0,0,0,4,0,0,3,12,4,3,9,5,0,31,0,0,0,10,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,21,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,10,5,3,5,6,0,0,50,0,0,5,11,4,0,0,0,0,24,0,0,0,0,0,7,0,5,0,16,0,0,0,4,3,0,0,0,0,6,0,13,4,45,21,29,44,42,11,202,95,191,155,307,145,138,93,69,35,1229,1130,2190,1962,4504,1859,1867,1708,1101,394,16709,0,0,0,0,0,0,0,0,0,0,965,1886,1597,3269,1495,1464,1450,845,415,13382,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,5,0,0,0,7,0,0,0,0,0,9,0,4,0,8,0,0,0,0,0,6,0,0,0,10,6,4,4,3,0,32
UCL112016,4,0,4,3,0,0,0,0,0,10,0,12,5,29,22,6,8,0,0,86,0,13,3,16,0,6,0,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,5,14,8,0,0,0,0,30,0,0,0,6,0,0,0,0,0,5,0,0,3,21,0,8,7,0,0,41,0,0,3,13,10,0,0,0,0,21,0,0,0,0,5,0,3,8,0,13,0,6,3,17,16,4,0,0,0,51,0,16,16,82,33,28,25,17,13,234,60,140,134,285,135,106,117,81,58,1110,1540,3003,2390,5045,2254,1987,1747,1044,393,19407,0,0,0,3,0,0,0,0,0,4,1238,2547,2088,4444,1991,1835,1667,1021,439,17278,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,23,9,0,0,0,0,38
UCL112017,0,0,0,5,0,0,3,0,0,17,0,0,10,29,16,15,23,19,3,118,0,6,5,10,4,0,0,3,0,24,0,0,0,0,0,0,0,0,0,4,0,3,3,3,3,0,0,0,0,20,0,0,0,4,0,0,0,4,0,10,0,9,11,13,12,7,15,11,3,83,0,4,0,6,6,0,0,0,0,18,0,3,3,4,3,3,8,6,0,32,0,0,0,8,9,7,3,0,0,28,4,15,21,55,46,37,56,57,20,315,34,89,108,226,118,147,150,155,82,1117,1089,2762,2522,4523,2664,2849,3138,2229,837,22598,0,0,0,0,0,0,0,0,0,0,918,2434,2351,3886,2457,2727,2773,1906,948,20404,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,5,0,5,0,13,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,4,26,10,4,6,4,0,55
UCL112018,0,0,0,0,0,0,5,0,0,9,0,4,3,10,8,3,3,0,0,28,0,0,0,7,4,5,0,0,0,15,0,0,3,82,0,0,0,0,0,85,0,7,8,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,3,4,3,0,30,10,29,14,109,14,0,0,0,0,167,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,13,0,4,12,58,15,16,9,3,0,113,73,200,185,342,155,125,118,105,59,1363,1180,2463,2200,4510,1803,1833,1580,1061,403,17022,0,0,0,0,0,0,0,0,0,0,953,2028,1856,3465,1687,1794,1563,1149,558,15056,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,5,0,0,17
UCL112019,0,0,0,0,3,0,0,0,0,10,0,4,10,32,13,4,3,4,0,71,0,4,6,38,18,4,0,0,0,66,0,0,0,3,0,4,0,0,0,7,0,3,6,7,0,0,0,0,0,15,3,9,0,0,0,0,0,0,0,16,4,5,3,13,6,0,8,3,0,36,0,5,3,17,5,0,0,0,0,35,0,0,0,4,3,0,3,0,0,10,0,0,0,6,6,3,0,0,0,22,10,33,37,118,38,24,18,19,3,305,82,154,164,334,150,120,127,103,44,1286,1649,3391,3197,6279,2717,2665,2267,1298,463,23923,0,3,0,6,6,3,0,0,0,18,1482,2778,2889,5159,2465,2552,2178,1332,672,21515,0,4,4,24,3,0,0,0,0,37,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,0,3,0,22
UCL113001,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,3,3,11,0,40,0,0,0,3,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,6,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,11,6,6,10,0,0,44,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,24,11,6,16,22,7,99,16,49,65,108,67,63,107,68,64,600,400,857,810,1680,978,1153,1450,941,431,8714,0,0,0,0,0,0,0,0,0,0,335,738,652,1348,891,1087,1348,890,528,7815,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,20,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,3,9,0,0,30
UCL113002,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,11,17,26,12,80,21,56,56,92,79,69,83,61,21,546,276,604,551,1040,708,850,1055,618,210,5922,0,0,0,0,0,0,0,0,0,0,223,552,435,856,542,750,743,472,224,4789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,5,5,4,0,4,0,0,15
UCL113003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,6,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,10,9,3,6,10,0,43,42,82,110,180,95,81,91,49,38,766,479,1000,988,1957,1012,1231,1089,537,205,8501,0,0,0,0,0,0,0,0,0,0,450,886,770,1740,848,1162,955,591,273,7671,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL113004,0,0,0,0,0,0,0,0,0,0,0,3,0,15,3,3,6,3,0,34,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6,0,0,0,6,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,6,0,3,0,19,9,6,16,9,0,66,0,0,0,0,0,3,0,0,0,5,0,0,0,4,4,0,0,0,0,9,0,0,0,0,4,0,3,0,0,6,4,6,9,191,32,15,5,3,5,269,26,33,47,173,59,45,42,19,7,443,236,481,421,1763,668,656,590,233,50,5088,0,0,0,0,0,0,0,0,0,0,195,411,343,929,455,466,409,165,79,3442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,78,3,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,5,20,8,8,0,0,0,43
UCL113005,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,3,4,0,0,3,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,11,8,13,6,11,0,54,38,67,77,154,69,65,65,37,18,595,523,1178,1055,1752,912,1023,957,613,244,8259,0,0,0,0,0,0,0,0,0,0,445,968,827,1683,872,936,890,693,382,7699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8
UCL113006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,10,0,0,5,8,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,15,4,8,6,4,0,33,40,79,89,134,66,67,51,35,10,576,326,691,776,1506,599,660,592,362,97,5612,0,0,0,0,0,0,0,0,0,0,256,634,557,954,512,573,543,344,158,4536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL113007,0,3,0,0,0,0,3,0,0,5,0,0,7,6,4,13,7,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,11,7,10,12,0,0,46,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,3,0,0,0,10,0,3,6,15,21,14,26,24,12,125,13,21,23,54,40,43,49,32,13,285,386,883,707,1416,838,1024,1120,612,198,7183,0,0,0,0,0,0,0,0,0,4,320,747,592,1230,695,875,896,443,241,6030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,7,0,0,0,31
UCL113008,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,11,0,0,0,6,4,0,0,0,0,7,0,0,0,0,0,3,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,10,17,13,3,60,23,58,41,111,55,58,51,39,11,447,278,692,600,1181,654,765,732,464,135,5487,0,0,0,0,0,0,0,0,0,0,236,567,472,989,537,651,603,429,186,4671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,9
UCL113009,0,0,0,0,0,0,0,0,0,3,0,3,9,11,11,8,0,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,6,8,10,0,44,0,17,13,32,16,8,12,9,0,119,336,849,634,1185,669,593,466,228,33,4998,0,0,0,0,0,0,0,0,0,0,323,765,544,1152,604,500,353,169,29,4433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
UCL113010,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,6,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,8,0,0,0,4,0,3,0,0,0,10,0,0,0,6,0,0,0,4,0,6,4,0,0,3,0,0,0,0,0,12,0,0,0,13,4,4,7,10,3,43,14,46,31,87,33,33,37,26,5,314,442,817,663,1548,639,601,492,330,113,5631,0,0,0,0,0,0,0,0,0,0,389,737,543,1355,563,532,448,353,166,5079,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10
UCL113011,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,5,0,0,17,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,9,5,16,9,7,0,4,3,57,17,51,51,110,57,39,27,24,9,382,390,872,704,1460,670,654,480,228,60,5507,0,0,0,0,0,0,0,0,0,0,315,701,559,1190,576,544,393,226,95,4589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
UCL113012,0,0,0,0,3,0,0,0,0,3,0,3,0,9,6,5,8,6,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,0,0,0,0,17,0,0,0,0,3,0,0,0,0,8,0,0,7,8,7,3,3,10,0,31,0,0,0,3,4,0,0,0,0,8,0,0,0,3,0,4,5,9,0,23,0,0,0,0,0,0,4,0,0,5,0,3,6,19,10,20,25,15,6,100,3,33,36,64,35,44,51,45,10,317,249,754,709,1188,844,1067,1208,801,211,7033,0,0,0,0,0,0,0,0,0,0,244,677,571,970,704,925,950,520,275,5836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,8,5,0,7,0,0,24
UCL113013,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,5,11,6,0,59,11,70,30,125,48,63,48,28,9,441,398,1080,920,1765,830,838,688,343,88,6950,0,0,0,0,0,0,0,0,0,0,389,877,811,1506,764,737,582,329,126,6130,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
UCL113014,0,0,0,0,0,0,0,0,0,0,0,3,0,15,11,3,0,0,0,37,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,3,6,4,5,0,0,0,11,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,9,0,0,0,20,4,4,5,9,0,47,21,41,39,109,37,54,35,22,8,351,489,1063,883,1976,880,823,558,299,107,7075,0,0,0,0,0,0,0,0,0,0,463,975,719,1648,749,651,497,294,150,6149,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
UCL113015,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,11,22,30,11,83,20,39,39,77,44,40,61,23,9,359,300,600,566,1053,588,719,906,539,132,5403,0,0,0,0,0,0,0,0,0,0,238,525,464,949,542,611,662,369,118,4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,9
UCL113016,0,0,0,4,0,0,0,0,0,5,0,0,0,0,4,0,0,0,4,17,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,3,0,5,19,0,3,0,0,3,0,0,0,0,12,0,0,0,0,0,4,0,3,0,5,0,0,0,0,3,0,0,0,0,4,0,10,0,15,3,6,20,16,3,74,28,114,85,168,82,97,85,78,39,774,458,1179,1008,1780,905,1066,1076,807,311,8583,0,0,0,0,0,0,0,0,0,0,448,956,871,1577,850,1010,965,776,438,7896,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,9
UCL113017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,4,3,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,11,0,0,0,0,0,4,0,0,0,3,0,0,6,15,5,4,22,27,3,76,10,55,32,83,70,75,64,49,24,459,352,796,621,1308,758,992,1220,740,201,6987,0,0,0,0,0,0,0,0,0,0,315,672,482,1131,642,925,1038,535,223,5949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,17
UCL113018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,7,10,5,10,12,16,27,11,8,108,67,129,87,168,131,165,230,147,42,1160,0,0,0,0,0,0,0,0,0,0,40,118,94,189,117,139,181,107,30,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,4,0,17,6,13,11,19,10,12,15,20,3,103,120,299,224,411,260,311,335,256,133,2334,0,0,0,0,0,0,0,0,0,0,105,281,190,436,273,309,344,290,181,2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,0,0,0,0,10
UCL114002,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,15,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,10,3,32,4,12,16,28,17,34,67,46,28,237,93,272,260,370,343,591,987,703,252,3862,0,0,0,0,0,0,0,0,0,0,80,279,200,399,289,603,781,517,293,3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
UCL114003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,7,0,0,23,27,96,67,120,55,48,46,41,17,509,295,682,602,1003,496,568,599,422,142,4806,0,0,0,0,0,0,0,0,0,0,265,581,509,887,423,508,561,397,226,4353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
