UCL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
UCL431001,47,1400,734,200,1841,0.8,1491,2.5
UCL479997,48,0,1812,0,0,0,0,0
UCL499994,39,0,437,0,0,0,0,0
UCL501001,37,1900,862,350,2262,0.8,1863,2.6
UCL511001,39,1625,769,320,2003,0.7,1598,2.5
UCL512001,44,1517,703,300,1715,0.7,1307,2.3
UCL512002,45,1733,703,360,1723,0.7,1347,2.4
UCL512003,40,1517,766,250,1954,0.7,1485,2.4
UCL512004,34,1600,1204,300,2825,0.8,2325,2.6
UCL513001,34,2167,1164,330,2623,0.9,2222,2.7
UCL513002,41,1549,781,270,1988,0.7,1453,2.3
UCL513003,32,1972,1570,320,3497,0.9,3194,2.8
UCL513004,32,1500,1542,228,3278,0.9,2882,2.7
UCL513005,35,1842,762,340,1987,0.7,1697,2.8
UCL514001,43,1213,565,250,1489,0.7,1148,2.3
UCL514002,41,1907,886,450,2082,0.7,1772,2.6
UCL514003,38,1649,844,385,1948,0.8,1635,2.6
UCL514004,42,1300,653,250,1574,0.7,1246,2.3
UCL515001,63,1538,541,280,1145,0.6,845,1.9
UCL515002,44,1817,813,308,2050,0.7,1754,2.4
UCL515003,52,1300,565,292,1397,0.7,1022,2.2
UCL515004,30,1733,883,340,1914,0.7,1700,2.8
UCL515005,42,1430,694,320,1698,0.7,1394,2.5
UCL515006,40,1300,771,220,1854,0.8,1375,2.3
UCL515007,38,1950,891,420,2144,0.8,1965,2.8
UCL515008,35,2383,1698,480,3941,0.9,3664,2.9
UCL515009,49,1400,585,300,1375,0.7,1021,2.1
UCL515010,35,1674,843,181,1927,0.9,1712,2.5
UCL515011,45,1408,617,300,1520,0.7,1254,2.4
UCL515012,32,1733,1030,330,2399,0.7,2166,2.8
UCL515013,36,2090,967,340,2252,0.9,2029,2.5
UCL515014,33,1625,600,100,1183,1,1528,2.6
UCL515015,44,1500,704,275,1756,0.8,1334,2.4
UCL515016,52,1670,642,320,1490,0.6,1181,2.2
UCL515017,53,1500,640,255,1415,0.7,1100,2.1
UCL515018,36,1000,1017,200,2570,0.8,2220,2.4
UCL515019,38,1040,693,200,1582,0.8,1309,2.5
UCL515020,32,1738,1127,256,2278,1,1987,2.6
UCL515021,49,1603,717,219,1945,0.8,1431,2.4
UCL515022,41,1149,673,250,1578,0.7,1201,2.2
UCL515023,40,1000,741,220,1839,0.7,1357,2.2
UCL515024,41,989,729,230,1741,0.7,1309,2.3
UCL515025,45,1083,573,230,1311,0.7,967,2.3
UCL515026,32,1950,873,365,2097,0.8,2007,2.9
UCL515027,42,1122,713,240,1700,0.7,1218,2.2
UCL515028,31,1032,1624,110,3359,0.9,2995,2.7
UCL515029,35,1563,1969,30,3558,0.8,3215,2.5
UCL515030,44,1600,559,300,1574,0.7,1194,2.5
UCL515031,54,1537,609,255,1539,0.7,1056,2.1
UCL515032,39,2200,861,350,2459,0.8,2314,3
UCL515033,31,1200,1768,48,3426,0.9,3150,2.9
UCL515034,39,1730,670,320,1681,0.7,1305,2.5
UCL515035,52,888,621,196,1566,0.6,1052,2
UCL515036,47,1500,594,270,1567,0.7,1188,2.3
UCL515037,31,834,1680,115,3705,0.9,3374,2.9
UCL515038,56,1348,554,260,1403,0.7,1011,2.1
UCL521001,45,1733,767,263,2259,0.7,1933,2.6
UCL521002,48,1733,625,283,1557,0.8,1399,2.6
UCL521003,60,953,492,200,1212,0.7,866,1.9
UCL521004,26,0,305,80,676,1.2,912,3.7
UCL521005,39,1500,788,280,2097,0.7,1608,2.5
UCL521006,48,1608,723,290,1886,0.8,1519,2.5
UCL521007,50,900,575,220,1276,0.7,930,2
UCL521008,51,1000,458,200,1388,0.7,1017,2.1
UCL521009,52,748,655,160,1525,0.7,1046,2.2
UCL521010,42,1300,549,236,1463,0.8,1205,2.4
UCL521011,36,1668,961,310,2439,0.8,2215,2.8
UCL521012,51,1630,783,280,2103,0.8,1380,2
UCL521013,40,1846,754,373,2086,0.8,1780,2.7
UCL521014,49,927,771,250,1850,0.7,1302,2.1
UCL521015,52,867,781,185,1805,0.7,1170,2
UCL521016,37,1207,792,200,1984,0.7,1547,2.3
UCL521017,35,1092,981,233,2221,0.8,1850,2.6
UCL521018,40,1618,737,270,1974,0.7,1705,2.5
UCL521019,51,1387,699,220,1441,0.8,1006,1.9
UCL521020,52,1733,553,250,1552,0.7,1296,2.6
UCL521021,40,1699,746,305,1840,0.7,1603,2.6
UCL521022,45,1733,1062,420,2343,0.8,1933,2.6
UCL521023,39,680,697,200,2012,0.7,1458,2.6
UCL521024,30,1600,459,125,902,1.1,1225,2.9
UCL521025,42,1170,873,250,2317,0.7,1758,2.1
UCL521026,41,1950,908,313,2308,0.8,2054,2.7
UCL521027,34,900,922,170,2356,0.7,1839,2.2
UCL521028,53,745,527,160,1514,0.7,890,2.1
UCL521029,47,1000,766,200,1697,0.7,1185,2.2
UCL521030,53,1731,732,250,1437,0.6,1036,1.9
UCL521031,39,683,914,167,1642,0.9,1442,2.3
UCL521032,32,781,541,110,1286,0.9,1261,2.5
UCL521033,43,535,711,175,1375,0.8,1204,2
UCL521034,47,2000,752,340,2011,0.7,1827,2.7
UCL521035,56,1159,610,256,1343,0.7,1042,2
UCL521036,52,600,529,150,1050,0.7,771,1.8
UCL521037,41,1196,497,270,1254,0.7,997,2.4
UCL521038,57,1100,473,200,1232,0.7,868,2.1
UCL521039,50,1547,736,350,1797,0.8,1325,2.5
UCL521040,35,1825,1392,240,3075,0.8,2596,2.5
UCL521041,30,0,2105,28,3042,1,2388,2.9
UCL521042,48,1213,660,270,1419,0.7,1022,2.1
UCL521043,49,1733,828,359,2218,0.6,1862,2.4
UCL521044,54,867,491,200,1093,0.7,845,2
UCL521045,59,758,518,130,1231,0.6,969,2
UCL521046,34,1500,376,178,1009,1,1097,2.9
UCL521047,50,758,716,150,1924,0.6,1304,1.9
UCL521048,55,1300,547,280,1183,0.7,888,2
UCL521049,28,0,429,63,1018,1.2,1581,3.5
UCL521050,41,867,720,180,1395,0.7,1136,2.1
UCL521051,43,1192,673,250,1633,0.8,1437,2.4
UCL521052,36,1387,564,168,1156,1,1125,2.7
UCL522001,28,0,312,60,746,1.5,1212,4.2
UCL522002,56,1250,552,258,1312,0.7,881,1.9
UCL522003,26,0,397,100,966,1.1,1083,3.3
UCL522004,23,0,253,60,694,1.1,711,3.8
UCL522005,30,0,381,120,1111,1.2,1057,3.1
UCL522006,44,2514,838,300,2302,0.8,2177,3
UCL522007,57,1517,704,210,1424,0.6,1021,1.7
UCL522008,50,782,506,200,1328,0.6,942,2.1
UCL522009,40,1584,839,315,1812,0.8,1550,2.7
UCL522010,42,2167,880,270,2727,0.8,2281,3
UCL522011,42,809,792,150,1812,0.7,1240,1.9
UCL522012,55,1427,628,300,1401,0.6,1044,2
UCL522013,45,1735,610,350,1792,0.8,1773,2.7
UCL522014,38,1408,693,290,2041,0.8,2035,3
UCL522015,33,3390,871,160,2349,1.4,1166,2
UCL522016,45,723,552,169,1178,0.7,937,2.2
UCL522017,52,1300,557,300,1268,0.7,1134,2.3
UCL522018,63,725,533,100,1375,0.6,703,1.5
UCL522019,52,870,638,156,1312,0.6,966,1.8
UCL522020,29,0,388,125,916,1,1100,3.1
UCL522021,45,650,645,170,1281,0.6,1042,2.1
UCL522022,50,515,638,175,1517,0.6,1089,1.9
UCL522023,51,1604,599,279,1478,0.7,1125,2.2
UCL522024,63,2000,774,368,1531,0.6,1233,2
UCL522025,55,910,638,180,1607,0.7,900,2
UCL522026,66,1428,503,245,993,0.6,860,1.8
UCL522027,52,985,482,200,1446,0.7,979,2
UCL522028,62,1235,599,255,1303,0.6,949,2
UCL522029,38,1695,683,300,1708,0.8,1388,2.8
UCL522030,33,1004,924,176,2031,0.8,1687,2.4
UCL522031,21,0,268,80,628,1.3,837,4.2
UCL522032,27,0,315,75,766,1.3,1031,4
UCL522033,58,1016,469,240,1125,0.7,789,1.9
UCL522034,31,0,232,50,665,1.7,1350,5
UCL522035,49,650,687,120,1625,0.7,877,2
UCL522036,54,542,643,129,1083,0.6,1017,2
UCL522037,44,550,719,173,2022,0.8,1268,2.2
UCL522038,36,1083,987,180,2171,0.7,1663,2.3
UCL522039,39,426,823,150,1792,0.9,1399,2.3
UCL522040,60,1133,627,300,1474,0.6,1149,1.8
UCL522041,57,1375,548,210,1399,0.7,962,2.1
UCL522042,30,520,1672,44,3023,0.8,2531,2.7
UCL522043,26,0,274,83,745,1.2,836,3.7
UCL522044,42,0,517,126,1281,1.1,1152,2
UCL522045,25,0,278,60,617,1.2,749,3.5
UCL522046,55,1083,547,150,1562,0.8,1071,2.2
UCL522047,44,500,636,190,1583,0.7,1238,2.1
UCL522048,46,704,666,153,1875,0.7,1158,2
UCL522049,45,625,495,150,1375,0.7,814,2
UCL522050,54,867,808,160,1625,0.7,1319,2.1
UCL522051,48,1571,606,250,1887,0.8,1837,2.6
UCL522052,38,0,296,40,780,1.1,1357,2.9
UCL522053,25,0,316,70,762,1.1,875,3.6
UCL522054,43,780,825,170,1937,0.7,1575,2.1
UCL522055,45,1950,1547,500,3750,0.8,2562,2.3
UCL522056,40,830,1080,208,2023,0.8,1773,2.3
UCL522057,33,0,1112,113,2340,0.8,2042,1.9
UCL522058,43,693,480,172,1140,0.7,987,2.5
UCL522059,46,596,571,115,1395,0.7,1212,2.2
UCL522060,41,0,380,13,784,0.9,1354,2.4
UCL522061,62,964,489,222,979,0.6,728,1.8
UCL522062,27,0,254,60,655,1.1,708,3.6
UCL522063,33,0,305,70,619,1.3,900,3.9
UCL522064,26,373,325,90,746,1.8,1281,4.2
UCL522065,47,910,677,139,1359,0.7,1125,2.1
UCL522066,38,1083,921,220,2073,0.7,1441,2.3
UCL522067,38,0,1086,140,900,1,1271,2.3
UCL522068,42,1539,697,365,1937,0.8,1625,2.6
UCL522069,55,550,467,150,850,0.6,762,1.7
UCL522070,44,1400,540,270,1267,0.8,1008,2.4
UCL522071,22,0,281,75,601,1.4,939,4.3
UCL531001,45,1950,838,245,2042,0.8,1725,2.6
UCL579997,40,1733,2123,0,1375,0.7,2250,1.7
UCL599994,40,0,420,0,0,0,0,0
UCL603001,38,1517,779,350,1923,0.8,1534,2.4
UCL611001,39,1300,705,280,1704,0.8,1322,2.3
UCL612001,41,1083,638,240,1512,0.8,1150,2.2
UCL612002,43,1192,622,250,1468,0.8,1136,2.3
UCL613001,49,1200,593,250,1432,0.7,1070,2.2
UCL614001,41,1326,768,350,1763,0.8,1449,2.4
UCL614002,40,1153,591,290,1424,0.8,1117,2.4
UCL614003,50,1170,577,220,1434,0.7,976,2.1
UCL615001,45,890,492,228,1258,0.8,871,2.2
UCL615002,57,1014,465,260,1018,0.7,829,2
UCL615003,55,1300,687,270,1487,0.7,1136,2
UCL615004,45,1300,514,290,1232,0.8,941,2.3
UCL615005,49,1200,545,248,1432,0.7,962,2.2
UCL615006,53,1300,623,288,1481,0.7,1171,2.2
UCL615007,50,1160,592,298,1418,0.8,1166,2.3
UCL615008,45,909,483,220,1155,0.7,893,2.2
UCL615009,39,1345,770,250,1879,0.8,1456,2.5
UCL615010,40,1300,627,275,1486,0.8,1164,2.3
UCL615011,43,1300,615,250,1453,0.8,1137,2.3
UCL615012,40,1517,787,350,1970,0.8,1645,2.6
UCL615013,47,1250,638,270,1454,0.8,1150,2.2
UCL615014,35,1625,828,400,2031,0.9,1735,2.7
UCL615015,38,1404,780,370,1812,0.8,1508,2.4
UCL615016,47,1257,640,258,1625,0.7,1233,2.2
UCL615017,39,1317,754,275,1774,0.8,1432,2.4
UCL615018,55,1387,623,280,1445,0.7,1175,2.1
UCL615019,54,1062,567,300,1292,0.8,922,1.9
UCL615020,47,574,509,150,1378,0.7,847,2
UCL615021,47,975,519,210,1267,0.7,905,2.2
UCL615022,54,975,492,200,1273,0.7,892,2.1
UCL615023,41,1047,631,222,1492,0.8,1127,2.3
UCL615024,40,1603,766,350,2035,0.9,1672,2.7
UCL615025,40,1517,675,350,1604,0.8,1284,2.3
UCL615026,59,1000,487,230,1090,0.7,779,1.9
UCL615027,50,1200,533,250,1325,0.8,1011,2.2
UCL621001,33,1300,796,350,1769,0.9,1575,2.8
UCL621002,53,1300,636,243,1330,0.8,1057,2
UCL621003,32,1300,819,310,1932,0.8,1607,2.6
UCL621004,53,867,483,225,1050,0.7,788,2
UCL621005,44,1408,703,280,1908,0.8,1586,2.5
UCL621006,42,1625,1048,445,2562,0.9,2426,3
UCL621007,42,1679,1103,395,2545,0.8,2284,2.6
UCL621008,41,1101,690,250,1426,0.8,1132,2.3
UCL621009,49,1022,824,200,1696,0.7,1189,2
UCL621010,57,1207,489,293,1319,0.8,919,2
UCL621011,37,1517,794,375,1928,0.9,1562,2.7
UCL621012,45,1570,952,450,2369,0.8,1990,2.6
UCL621013,42,1040,523,258,1352,0.7,951,2.3
UCL621014,46,1221,689,235,1738,0.8,1380,2.3
UCL621015,50,1625,661,405,1928,0.7,1625,2.6
UCL621016,44,1771,1031,415,2512,0.8,2324,2.9
UCL621017,64,1452,549,230,1437,0.7,886,1.8
UCL621018,58,953,489,188,1228,0.7,869,2
UCL621019,62,1408,621,250,1375,0.7,1108,1.9
UCL621020,45,867,514,258,1267,0.9,1053,2.4
UCL621021,36,1493,752,350,1833,0.8,1596,2.7
UCL621022,52,1559,728,378,1702,0.7,1379,2.3
UCL621023,48,600,528,150,1292,0.7,962,1.9
UCL621024,52,1200,496,275,1154,0.8,870,2
UCL621025,49,1517,774,330,1816,0.8,1335,2.3
UCL621026,51,1350,765,223,1833,0.8,1368,2.1
UCL621027,60,1083,487,260,993,0.7,821,2
UCL621028,39,1071,713,195,1887,0.7,1292,2
UCL621029,44,1500,781,300,2178,0.7,1831,2.5
UCL621030,63,1079,556,240,1307,0.7,913,1.9
UCL621031,49,942,489,240,1100,0.8,906,2.2
UCL621032,48,603,498,160,1191,0.7,940,2
UCL622001,60,1250,568,280,1233,0.7,1012,2
UCL622002,53,958,592,253,1485,0.7,1077,2.1
UCL622003,38,1300,631,250,1587,0.8,1319,2.6
UCL622004,42,1539,673,247,1531,0.8,1421,2.8
UCL622005,50,1452,739,320,2083,0.7,1593,2.4
UCL622006,47,1092,592,330,1516,0.9,1271,2.4
UCL622007,58,1459,572,260,1125,0.8,947,2
UCL622008,55,650,464,194,1218,0.7,783,2.1
UCL622009,45,1300,783,270,1924,0.7,1593,2.4
UCL622010,64,1300,488,328,1462,0.9,1231,2.4
UCL622011,46,1200,694,268,1625,0.8,1406,2.5
UCL622012,50,1114,638,205,1525,0.8,1303,2.2
UCL622013,52,1428,715,295,1885,0.7,1674,2.3
UCL622014,43,1300,693,250,1531,0.8,1183,2.5
UCL622015,52,1500,638,370,1645,0.8,1210,2.3
UCL622016,43,1036,598,230,1523,0.8,1174,2.3
UCL622017,51,1053,535,250,1156,0.8,880,2.3
UCL622018,55,975,505,200,1357,0.9,746,2
UCL622019,56,1441,735,418,1821,0.7,1302,2.1
UCL622020,36,1240,666,220,1792,0.8,1444,2.6
UCL622021,61,725,470,250,955,0.7,805,1.9
UCL622022,47,986,689,253,1531,0.7,1275,2.3
UCL622023,55,867,451,200,1052,0.8,755,2
UCL622024,56,1181,629,400,1541,0.7,1323,2.3
UCL622025,43,563,615,170,1708,0.8,1062,2
UCL622026,55,547,432,245,955,0.7,732,2.1
UCL622027,62,912,508,263,1047,0.7,786,1.7
UCL631001,46,1350,690,250,1736,0.8,1426,2.5
UCL679997,43,0,2249,0,0,0,0,0
UCL699994,41,0,431,0,0,0,0,0
UCL703001,33,2006,1121,380,2459,0.9,2187,2.6
UCL712001,34,1785,1130,380,2476,0.9,2140,2.6
UCL714001,32,1509,1025,340,2175,0.9,1936,2.6
UCL715001,25,997,352,200,902,1.8,1913,5.6
UCL715002,27,0,275,70,752,1.7,1272,4.6
UCL715003,27,0,256,90,670,2,1449,5.2
UCL715004,27,0,233,45,690,2.1,1410,5.7
UCL715005,25,0,230,90,521,1.9,1260,5.5
UCL715006,33,1741,1506,110,3184,1,2799,2.8
UCL715007,33,1083,643,180,1424,1,1669,2.7
UCL715008,27,0,181,50,439,1.8,767,4.8
UCL715009,32,607,227,80,497,1.3,715,3.5
UCL721001,34,1083,1844,80,3718,1,3333,2.8
UCL721002,26,0,273,70,769,1.6,1037,4.4
UCL721003,32,1117,393,33,1017,1.4,1301,3.5
UCL721004,27,1084,259,65,575,1.4,987,4.1
UCL721005,30,0,358,90,1033,1.8,1766,4.9
UCL721006,27,0,292,90,768,1.3,1218,3.9
UCL721007,42,2383,1264,560,3068,0.8,3159,3
UCL721008,36,2600,856,350,2437,1,1937,2.9
UCL721009,34,1400,1268,65,2329,1,2090,2.3
UCL721010,21,0,195,70,436,1.6,1023,4.9
UCL721011,22,0,237,70,728,2.3,1812,6.1
UCL721012,30,0,249,75,722,1.6,1257,4.5
UCL721013,29,0,217,40,493,1.6,1166,5
UCL721014,25,0,274,85,721,1.6,1178,4.4
UCL721015,27,0,251,64,661,2.1,1333,5.4
UCL721016,32,0,338,83,952,1.4,1679,4
UCL721017,28,173,276,90,725,1.4,1322,3.9
UCL721018,30,520,1019,134,2308,1.2,1267,1.5
UCL722001,49,1177,550,190,1291,1.1,988,2.2
UCL722002,23,303,391,65,949,1.5,1437,4.5
UCL722003,27,217,246,92,519,1.4,855,4.3
UCL722004,29,0,267,50,706,1.4,814,4
UCL722005,24,0,412,65,1031,1.9,2111,5.7
UCL722006,28,0,254,75,710,1.2,850,3.7
UCL722007,31,0,232,65,725,1.4,1399,4.7
UCL722008,28,2000,346,80,762,1.5,1575,4.4
UCL722009,26,0,298,100,706,1.5,1087,3.8
UCL722010,44,1517,520,150,1312,0.8,858,2
UCL722011,25,0,271,100,658,1.9,966,5.2
UCL722012,29,0,326,115,758,1.6,1375,5
UCL722013,25,0,372,60,933,1.6,1687,4.7
UCL722014,28,0,302,129,762,1.2,1093,3.8
UCL722015,29,0,332,90,844,1.7,1424,4.3
UCL722016,44,2383,1296,400,2774,0.9,2297,2.5
UCL722017,25,0,248,48,816,2,1416,6.1
UCL722018,34,1300,267,65,556,1.3,1374,3.6
UCL722019,29,0,257,75,469,1.3,1125,4
UCL722020,42,1506,575,100,1531,1.5,1781,2.6
UCL722021,29,0,255,70,655,1.3,793,3.4
UCL722022,26,303,283,70,900,1.7,1392,4.4
UCL722023,30,0,397,90,939,1.3,1812,3.9
UCL722024,26,0,301,100,974,1.7,1775,4.2
UCL722025,22,0,212,50,466,2.1,819,5.9
UCL722026,28,0,243,82,492,1.3,875,4
UCL722027,27,0,240,83,519,1.5,1520,4.6
UCL722028,36,1083,459,120,1375,1,1125,2.5
UCL722029,32,0,255,80,487,1.2,596,3.1
UCL722030,25,0,319,95,774,1.7,1319,4.2
UCL722031,33,1300,719,90,1958,1.3,2055,3.3
UCL722032,26,0,273,93,706,1.5,1053,3.9
UCL722033,29,0,133,125,374,1.4,436,4
UCL722034,52,1597,826,250,1768,1,1355,2.1
UCL722035,29,0,246,100,671,1.5,1430,4.6
UCL722036,25,0,276,105,793,1.5,1420,4.5
UCL722037,25,498,281,75,754,1.7,1166,4.9
UCL722038,29,0,362,60,825,1.3,1187,3.9
UCL722039,24,0,301,113,725,1.5,1321,4.5
UCL722040,27,0,254,75,710,1.5,866,4.4
UCL731001,36,2167,817,235,2121,1.1,1960,3
UCL779997,40,0,1478,0,0,0.7,4150,2.3
UCL799994,41,0,441,0,0,0,0,0
UCL802001,35,2080,1204,450,2871,0.8,2372,2.5
UCL822001,47,2950,1110,375,3208,0.8,2681,2.8
UCL822002,35,2333,1580,410,3687,0.9,3704,3.3
UCL831001,30,1800,1129,380,2697,1,2562,3
UCL879997,0,0,0,0,0,0,0,0
UCL899994,35,0,537,0,0,0,0,0
UCL915001,39,1300,1251,150,2656,1,2113,2.5
UCL921001,50,1300,750,230,1631,0.7,1185,2
UCL922001,38,1972,644,250,1392,1.3,2305,4.5
UCL922002,31,0,1270,304,3083,0.8,2437,2.9
UCL922003,46,4584,1388,68,2899,0.9,2791,2.5
UCL931001,43,1250,662,129,1447,0.8,1142,2.5
UCL979997,0,0,0,0,0,0,0,0
UCL999994,62,0,710,0,0,0,0,0
