UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
UCL322135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,15,0,0,0,0,0,0,0,0,0,0,0,0,90,127,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,104,134,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,23,0,0,0,0,0,0,12,5,23,11,7,16,128,154,276
UCL322136,0,0,0,24,26,55,0,0,0,3,4,8,0,0,5,19,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,4,0,3,0,6,13,17,0,0,0,0,0,0,8,8,14,3,0,7,0,0,0,68,86,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,89,179,0,0,0,0,0,0,88,91,183,14,19,27,174,191,365
UCL322137,0,0,0,18,25,41,0,0,0,0,0,0,0,0,0,17,13,33,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,5,14,0,3,6,6,3,8,0,5,9,0,0,0,0,0,0,53,63,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,55,0,0,0,0,0,0,27,30,58,6,3,13,88,98,189
UCL322138,0,0,0,26,30,63,0,0,0,0,0,0,0,0,0,16,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,4,3,8,0,0,0,0,0,0,4,0,8,6,3,7,0,0,0,59,57,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,83,0,0,0,0,0,0,40,45,83,14,13,19,110,114,222
UCL322139,0,0,0,78,60,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,32,33,67,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,115,99,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,45,0,0,0,9,4,11,30,24,50,10,5,14,157,124,283
UCL331001,1231,1790,3023,31427,32800,64228,3,5,3,3377,3453,6833,105,109,207,40786,40129,80915,441,470,911,465,447,917,1196,1384,2576,421,422,844,4003,3988,7987,21,10,32,874,808,1681,2214,2415,4636,5871,5338,11216,401,459,858,942,1011,1956,11020,12084,23102,7249,7381,14629,609,642,1253,111426,113360,224779,327,259,588,382,323,705,105,117,224,31,14,43,203,181,382,596,903,1497,832,1094,1927,87554,75244,162797,569,476,1047,339,551,892,88465,76273,164733,30340,22256,52592,233099,215473,448574
UCL379997,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,0,0,0,0,0,0,11,4,17,110,28,135,149,28,183
UCL399994,42,80,126,650,592,1245,0,0,0,59,64,125,0,3,7,757,748,1504,0,0,4,32,19,46,13,30,43,16,15,31,23,39,62,0,0,6,28,28,58,70,76,147,132,133,268,18,20,37,19,26,53,200,188,385,197,205,398,16,10,26,2238,2198,4435,28,16,46,39,38,76,8,9,14,0,0,0,5,8,18,27,48,75,36,57,91,3084,2724,5804,43,26,72,31,34,68,3161,2785,5943,2313,1617,3935,7861,6807,14670
UCL401001,13196,16848,30038,37224,47680,84902,8,3,11,8930,10338,19272,229,251,474,98835,114543,213377,955,1423,2377,18782,20036,38820,1699,2224,3920,944,1074,2022,7647,10037,17678,980,949,1929,2189,2599,4785,6439,7667,14102,3519,4156,7672,747,1091,1840,883,1069,1952,19399,27748,47146,15149,18090,33236,1228,1369,2594,225768,272346,498111,19461,17173,36630,20216,18018,38232,445,492,939,65,54,119,8513,7360,15871,2916,3680,6599,11493,11097,22590,280510,263344,543854,2333,1685,4015,916,1570,2483,283758,266595,550353,35813,32297,68113,610146,634871,1245011
UCL412001,55,103,155,1271,1698,2969,0,0,0,159,173,339,0,0,0,1583,1983,3568,38,49,91,74,71,147,61,70,136,13,22,33,445,565,1014,6,3,12,55,61,116,183,189,371,78,96,177,36,50,82,16,20,29,594,862,1459,346,426,767,10,19,26,4977,6367,11341,25,22,54,32,31,63,9,5,6,0,0,3,0,0,6,51,76,130,54,83,134,7768,7245,15014,50,41,89,28,33,67,7852,7317,15168,832,793,1626,13829,14721,28562
UCL412002,81,103,185,692,877,1567,0,0,0,233,270,505,60,59,121,1017,1263,2282,24,29,56,52,48,96,47,62,106,41,49,89,433,556,989,3,0,0,28,35,62,170,179,349,65,82,150,17,15,34,17,20,35,409,623,1027,313,355,669,51,71,121,3667,4598,8265,65,52,115,51,43,91,7,0,8,0,0,0,36,22,59,35,69,101,71,95,161,5726,5586,11314,45,39,84,26,50,71,5795,5674,11470,657,596,1248,10389,11159,21554
UCL412003,65,83,148,727,886,1615,0,0,0,328,375,706,38,41,80,1682,2170,3853,15,15,31,59,49,103,37,56,89,22,28,43,211,267,485,7,8,14,25,29,54,136,174,313,395,501,902,49,60,105,23,25,51,451,687,1138,279,323,606,3,5,14,4481,5705,10191,63,53,119,64,56,111,3,7,7,0,0,0,26,27,51,48,85,132,72,113,188,7097,6829,13928,34,33,67,22,27,51,7154,6895,14049,962,956,1921,12866,13867,26734
UCL412004,44,72,111,658,756,1416,0,0,0,102,147,246,0,3,3,1467,1676,3147,15,23,35,104,101,204,29,58,85,24,21,42,140,169,305,4,6,9,45,46,92,116,144,263,115,144,266,24,37,63,10,16,22,351,462,818,210,228,442,0,0,4,3415,4049,7465,89,67,149,58,45,105,6,4,12,0,0,0,32,30,66,30,45,70,62,71,132,5849,5219,11072,30,18,46,12,26,31,5893,5268,11155,911,834,1750,10477,10401,20880
UCL413001,58,79,136,740,889,1628,0,0,0,146,155,302,0,0,0,719,886,1607,13,23,36,62,52,122,28,27,59,0,4,4,132,180,313,0,0,3,17,15,30,36,43,82,34,34,73,12,4,17,7,4,17,274,369,650,215,228,441,49,33,79,2497,2959,5455,9,11,20,10,10,15,20,16,37,0,0,0,7,3,7,21,35,55,22,35,63,4636,4477,9116,36,45,81,18,46,60,4696,4562,9261,437,354,793,7754,8026,15783
UCL413002,54,96,155,439,566,1000,0,0,0,60,80,140,0,0,0,931,1069,1997,32,34,69,16,13,28,72,107,183,17,12,31,442,567,1013,5,0,5,35,44,78,170,194,364,68,68,134,18,29,42,26,31,60,437,646,1074,274,321,600,19,26,43,3058,3813,6872,26,20,48,69,75,149,9,12,19,0,3,4,17,23,49,19,40,65,47,69,113,4200,4001,8205,25,11,34,16,20,32,4240,4033,8276,1153,678,1825,8663,8793,17457
UCL413003,27,21,49,430,514,940,0,0,0,37,34,73,14,29,38,748,897,1646,6,0,3,14,14,24,19,38,55,7,6,12,79,127,212,0,0,0,30,28,53,28,44,78,93,110,199,24,45,71,25,32,56,287,408,693,85,104,187,3,5,9,1921,2440,4356,50,48,98,35,20,48,0,0,0,9,5,16,73,58,124,13,12,24,90,73,166,3238,3016,6255,15,11,24,12,10,17,3263,3040,6299,1201,570,1775,6584,6207,12788
UCL413004,24,49,70,460,600,1058,0,0,0,82,88,168,0,0,0,953,1131,2082,5,9,14,32,25,57,21,33,53,5,4,10,228,279,505,4,0,4,15,8,26,104,140,242,34,28,62,7,23,35,19,16,31,398,568,963,135,156,290,0,3,9,2493,3112,5602,29,21,58,11,9,23,4,6,4,6,0,5,18,19,37,15,19,32,35,42,72,3814,3516,7327,15,11,27,7,18,21,3839,3542,7376,643,554,1193,7072,7331,14404
UCL413005,17,44,56,379,422,795,0,0,0,85,90,173,0,0,0,1347,1533,2884,4,10,14,64,75,139,16,18,36,15,18,36,99,166,265,0,0,0,24,21,42,47,76,128,34,33,66,18,28,44,5,6,10,360,552,909,100,109,213,0,3,8,2598,3170,5768,21,20,38,44,44,84,0,0,0,0,0,0,8,6,20,16,29,49,28,40,67,3462,3186,6644,16,12,30,7,7,19,3484,3206,6690,523,475,998,6714,6996,13708
UCL413006,33,57,87,866,1121,1982,0,0,0,174,219,393,0,0,0,634,823,1458,44,82,134,23,30,57,45,88,136,8,6,14,165,226,396,0,0,4,26,28,55,144,183,323,84,104,183,33,35,73,11,12,23,606,831,1437,315,352,661,31,34,67,3213,4185,7391,20,11,30,17,9,31,0,3,7,0,0,0,18,10,26,21,47,63,38,53,95,3943,3919,7866,35,21,59,10,41,56,3989,3986,7975,519,565,1085,7834,8869,16709
UCL414001,26,47,74,490,637,1131,0,0,0,46,56,101,0,0,0,340,463,800,18,26,46,11,18,28,25,28,56,9,14,20,98,132,231,0,0,0,12,11,22,49,55,103,61,49,108,9,11,15,9,11,16,321,414,739,93,111,205,14,12,27,1597,2061,3659,10,6,19,3,0,3,3,0,3,0,0,0,0,0,0,12,24,36,12,24,36,2168,2089,4253,14,14,31,14,17,33,2199,2121,4319,329,320,651,4173,4582,8756
UCL414002,12,34,48,135,169,312,0,0,0,63,58,117,0,0,0,182,227,414,0,0,3,8,14,18,22,27,51,3,8,12,64,95,159,3,4,9,12,6,20,40,57,101,8,14,18,3,0,4,0,3,4,84,126,219,65,89,162,9,17,26,730,905,1638,4,0,4,5,3,6,0,4,4,0,0,0,0,0,0,7,23,23,7,23,23,1500,1483,2976,11,10,21,5,10,15,1521,1505,3018,175,174,347,2449,2640,5082
UCL414003,82,73,154,192,232,420,0,0,0,23,7,33,0,0,0,312,332,637,18,23,43,0,0,4,6,7,14,4,0,6,45,72,120,0,0,0,11,6,18,54,53,101,74,88,165,0,0,0,6,8,15,170,241,409,49,42,94,0,0,6,964,1122,2087,16,7,16,195,104,302,0,0,0,0,0,0,6,3,9,5,0,3,13,7,16,1166,1026,2193,6,5,9,0,4,10,1171,1037,2211,242,197,433,2674,2552,5223
UCL414004,3,8,7,181,246,426,0,0,0,21,21,45,0,0,0,201,290,492,3,4,12,7,6,16,10,11,15,5,0,3,606,709,1309,0,0,0,5,9,14,41,42,84,24,14,33,0,3,4,0,0,3,178,246,418,75,82,152,7,6,15,1349,1693,3040,4,0,4,5,0,5,0,0,3,0,0,0,0,0,0,5,0,5,5,0,5,1425,1393,2815,5,10,20,3,13,16,1437,1411,2850,139,150,294,2939,3265,6204
UCL414005,10,22,29,203,286,483,0,0,0,44,52,91,0,0,0,211,283,496,16,30,47,3,4,14,18,24,47,9,16,27,97,132,225,0,0,0,21,16,32,52,65,112,24,21,45,9,6,15,9,7,15,224,352,578,110,150,265,15,14,24,1060,1460,2527,6,3,8,8,3,12,3,0,3,0,0,0,0,0,5,8,25,28,6,25,33,1722,1661,3385,17,5,23,6,10,19,1746,1684,3427,191,206,399,3029,3403,6429
UCL415001,3,3,7,80,82,162,0,0,0,6,8,13,0,0,0,74,89,168,0,0,0,0,3,12,6,0,6,0,0,0,174,178,349,3,0,3,0,0,0,5,6,11,7,6,10,0,0,0,3,4,4,73,93,166,19,24,45,0,0,0,454,495,947,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,524,1054,3,0,3,3,5,12,545,531,1072,83,66,146,1082,1102,2184
UCL415002,12,16,27,150,192,343,0,0,0,19,17,31,0,0,0,415,418,834,4,12,13,40,34,72,0,0,0,0,0,3,25,42,75,0,0,0,0,3,8,13,9,29,13,13,22,0,5,3,0,0,0,62,80,142,29,33,58,6,8,11,779,864,1644,7,3,8,8,5,15,0,0,0,0,0,0,8,9,13,3,0,3,10,4,18,1136,1068,2209,6,0,8,0,3,4,1146,1070,2216,93,68,162,2050,2037,4088
UCL415003,4,8,13,76,98,175,0,0,0,9,12,21,0,0,0,85,94,178,25,29,48,5,0,5,0,5,3,4,0,4,34,41,74,0,0,0,3,8,7,15,17,35,8,4,8,4,0,3,0,0,0,117,173,285,55,61,117,0,0,0,430,538,973,5,0,9,4,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,436,397,833,3,0,0,0,3,3,441,396,835,58,67,119,938,1016,1956
UCL415004,7,3,6,59,87,146,0,0,0,19,26,43,0,0,0,50,68,116,0,0,0,0,0,7,4,6,7,0,0,0,34,39,71,0,0,0,6,0,6,6,9,12,5,8,12,0,0,0,0,0,3,62,95,162,15,27,37,7,4,14,266,371,638,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,456,434,885,0,0,0,0,0,0,456,434,886,47,74,124,779,882,1660
UCL415005,5,3,10,71,92,159,0,0,0,5,6,9,0,0,0,79,115,199,0,5,5,51,55,102,4,6,10,0,0,0,36,41,74,0,0,0,5,10,12,6,13,17,10,4,14,0,0,3,0,5,11,60,84,147,14,24,39,0,0,0,349,452,802,12,0,11,0,0,0,0,0,0,0,0,0,11,11,13,0,4,4,9,9,16,471,446,924,0,0,3,0,0,0,476,450,930,63,59,122,911,987,1895
UCL415006,3,10,14,121,158,279,0,0,0,11,13,24,0,0,0,261,285,547,10,20,32,67,78,149,0,0,3,6,8,14,87,139,227,0,0,0,18,11,30,39,30,67,6,19,21,0,3,4,4,7,7,91,138,228,38,47,77,5,3,6,768,956,1725,13,19,28,18,3,18,0,0,0,3,0,6,37,40,79,5,12,16,48,52,97,966,927,1892,7,3,5,0,9,9,980,934,1913,175,163,337,1997,2145,4143
UCL415007,9,12,21,61,76,135,0,0,0,4,3,11,0,0,0,142,146,283,22,24,38,0,0,0,0,6,7,6,6,6,54,80,129,4,0,4,12,8,15,42,55,92,11,11,25,5,4,3,0,0,0,114,166,279,70,61,136,4,5,5,539,639,1182,24,13,38,136,61,198,0,0,0,0,0,0,5,0,8,3,0,6,11,8,14,641,554,1195,0,4,4,0,0,0,644,556,1201,96,90,190,1461,1379,2840
UCL415008,0,4,6,85,114,197,0,0,0,10,3,18,0,0,0,92,106,203,0,0,0,39,27,59,0,0,0,0,6,6,110,161,271,0,0,0,0,0,7,16,16,31,5,6,9,0,0,0,4,5,11,54,74,127,20,21,42,0,0,3,447,535,981,9,8,17,0,0,3,0,0,4,0,9,10,7,7,13,3,4,4,13,19,33,538,437,973,5,4,6,5,0,5,545,444,985,135,118,258,1158,1133,2290
UCL415009,3,4,7,129,165,289,0,0,0,10,17,24,0,0,0,241,317,561,0,0,3,5,9,11,13,13,28,0,0,0,69,89,160,0,0,0,0,3,3,24,28,56,9,14,22,0,0,0,0,3,3,166,223,389,42,40,76,0,0,0,713,929,1643,11,16,33,6,0,6,0,0,0,0,0,0,10,11,23,3,8,10,11,24,38,705,688,1389,7,4,6,3,6,4,711,689,1404,127,135,256,1583,1797,3379
UCL415010,39,36,74,35,38,70,0,0,0,7,6,13,12,8,19,114,112,226,0,0,0,72,29,97,0,0,0,5,3,3,13,19,31,0,0,0,6,9,10,8,14,18,4,3,7,0,0,0,7,0,0,15,10,26,25,11,38,0,0,0,317,254,575,0,0,0,9,8,17,0,0,0,9,5,10,5,4,7,3,4,3,14,13,20,261,164,427,0,0,0,4,5,7,265,167,436,184,136,319,828,610,1437
UCL415011,0,3,6,52,55,104,0,0,0,5,5,8,0,0,0,97,126,220,0,0,0,0,0,0,0,0,0,0,0,0,17,29,49,0,0,0,4,3,9,0,0,4,4,3,12,0,3,8,0,0,0,68,82,154,21,24,36,0,0,0,265,332,602,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,3,7,8,300,293,599,3,0,0,0,0,0,305,294,601,46,54,103,636,684,1322
UCL415012,3,7,12,89,104,195,0,0,0,3,8,11,0,0,0,137,164,300,0,0,0,4,3,3,0,0,0,0,0,0,75,112,183,0,0,0,3,4,12,10,13,20,0,4,8,0,0,0,0,0,3,41,49,90,23,28,51,0,0,0,388,496,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,765,690,1451,4,7,12,0,4,4,771,703,1468,90,59,150,1252,1268,2516
UCL415013,6,8,15,72,110,178,0,0,0,28,24,52,0,0,0,143,162,303,0,4,3,8,0,8,0,0,9,0,7,8,114,152,268,0,0,0,4,0,11,15,19,35,5,13,17,0,3,6,0,6,12,57,74,137,50,38,83,8,3,13,506,626,1126,5,3,11,0,0,0,0,0,0,0,0,0,3,0,3,5,4,7,4,3,15,499,505,1002,10,8,22,8,5,6,515,513,1032,60,53,111,1098,1213,2313
UCL415014,7,0,9,52,64,120,0,0,0,5,4,7,0,0,0,148,184,332,0,0,0,0,0,8,0,0,0,0,0,0,24,21,45,0,0,0,3,0,4,0,9,8,6,11,15,0,0,0,0,0,0,84,118,202,12,17,24,0,0,0,334,419,755,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,5,3,11,5,3,11,296,256,550,0,0,3,0,0,0,294,258,550,33,27,64,677,712,1389
UCL415015,5,9,11,106,160,262,0,0,0,14,41,53,0,0,0,177,231,411,29,31,60,12,12,17,16,23,35,6,9,12,33,39,72,0,0,3,5,7,13,19,30,44,11,11,26,11,11,26,3,3,15,262,365,627,37,49,90,0,0,3,744,1010,1755,4,7,12,0,0,3,0,0,0,0,0,0,4,0,9,4,14,19,5,13,23,1273,1192,2465,6,5,12,4,7,10,1278,1206,2486,199,183,378,2241,2432,4666
UCL415016,3,14,19,104,127,232,0,0,0,15,6,16,0,0,0,137,166,301,0,4,3,3,7,12,4,8,10,0,0,0,91,105,197,0,0,0,3,0,4,19,14,34,8,5,12,0,4,4,0,0,0,80,94,177,18,24,43,0,0,0,492,563,1058,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,8,7,705,665,1364,3,6,10,5,0,3,712,664,1375,89,80,168,1298,1336,2633
UCL415017,0,10,14,86,67,152,0,0,0,3,0,4,0,0,0,73,93,163,0,0,0,0,0,5,0,5,4,0,6,8,11,23,34,0,0,0,0,0,0,4,7,20,13,7,14,0,0,0,5,3,7,56,88,143,27,33,60,4,4,4,281,346,624,10,0,7,3,0,3,0,0,0,0,0,0,5,5,6,0,8,8,5,3,12,521,483,1003,3,3,11,3,0,7,527,487,1018,132,112,244,958,957,1915
UCL415018,0,0,4,90,105,195,0,0,0,3,3,6,0,0,0,62,89,151,0,0,4,3,5,6,5,6,5,0,0,0,16,38,52,0,0,0,4,4,5,9,12,17,17,11,26,0,0,0,0,0,0,83,114,199,17,19,35,0,0,0,309,405,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,6,5,413,358,763,8,5,9,0,0,0,416,361,780,80,51,135,811,823,1637
UCL415019,0,4,10,99,143,245,0,0,0,6,8,17,0,0,0,120,137,258,0,0,3,24,6,26,0,6,3,0,0,0,13,23,39,0,0,0,7,3,11,17,18,30,7,0,7,0,4,6,0,0,0,37,50,85,25,22,47,5,0,4,370,415,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,645,606,1250,0,3,0,3,0,4,647,614,1263,69,52,118,1094,1084,2174
UCL415020,10,10,24,41,78,122,0,0,0,41,40,86,0,0,0,80,95,167,5,0,3,0,0,0,11,17,27,4,4,5,109,135,245,0,0,0,4,0,6,8,9,12,8,10,15,3,9,6,0,0,0,57,88,144,73,70,143,4,3,6,439,562,998,5,0,4,0,0,4,0,0,0,0,0,0,0,0,3,6,3,9,8,7,16,492,464,961,3,6,11,0,5,5,497,475,975,81,82,160,1035,1133,2174
UCL415021,15,8,23,105,147,249,0,0,0,8,6,15,0,0,0,154,225,376,13,20,38,31,27,54,12,12,23,0,0,0,289,353,639,0,0,0,0,6,8,24,25,51,11,8,22,4,4,3,7,13,22,101,157,262,65,65,132,0,0,0,821,1069,1893,4,6,7,0,0,0,0,0,0,0,0,0,12,17,23,5,7,12,13,22,37,882,802,1685,5,6,9,0,3,3,884,808,1694,153,146,299,1888,2058,3947
UCL415022,7,3,10,79,84,161,0,0,0,4,14,19,0,0,0,87,82,165,0,3,3,10,3,17,4,5,12,0,0,0,91,89,181,0,0,0,4,0,4,0,0,0,4,3,4,5,0,7,0,0,0,53,55,109,16,19,33,9,8,17,362,372,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,499,511,1008,0,4,4,0,0,0,504,513,1014,66,55,121,939,944,1883
UCL415023,0,0,0,35,52,87,0,0,0,8,4,9,0,0,0,49,49,98,0,0,0,0,0,3,0,0,0,0,0,0,33,33,68,0,0,0,0,7,6,7,12,25,6,0,5,8,7,13,0,0,0,83,101,187,13,11,22,0,0,0,243,284,528,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,211,176,385,3,0,6,0,0,0,215,182,395,73,82,152,531,549,1079
UCL415024,3,9,16,118,145,263,0,0,0,18,16,39,0,0,0,102,107,209,4,0,4,6,0,11,0,4,4,0,0,0,110,136,242,0,0,0,4,6,8,13,15,31,7,13,24,0,0,0,0,0,8,89,105,199,21,23,43,0,0,3,504,574,1075,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,4,4,0,4,4,598,613,1212,0,0,0,0,0,0,600,615,1218,105,115,221,1218,1313,2537
UCL415025,0,7,10,57,58,116,0,0,0,4,4,13,0,0,0,65,62,121,0,0,0,0,0,3,0,0,0,0,0,0,8,9,18,0,0,0,5,4,3,4,3,7,3,0,4,0,0,0,0,0,5,23,29,49,15,21,41,0,0,0,188,195,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,334,696,4,5,7,0,0,0,366,336,708,40,35,79,598,571,1175
UCL415026,9,6,14,154,222,379,0,0,0,11,16,22,0,0,0,162,191,351,0,9,13,0,5,11,10,10,15,0,0,0,38,49,89,0,0,0,5,11,13,10,10,19,16,20,32,5,0,8,0,3,3,102,148,244,54,54,107,0,0,3,551,752,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,3,875,864,1740,0,4,5,5,5,10,881,872,1749,104,99,200,1545,1733,3277
UCL415027,0,8,10,21,24,47,0,0,0,3,3,10,0,0,0,34,39,70,0,0,0,5,4,6,3,0,3,0,0,0,11,10,16,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,32,40,72,23,13,39,0,0,3,131,143,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,375,357,736,5,0,5,0,0,0,377,357,740,51,45,95,565,562,1126
UCL415028,5,3,3,32,40,73,0,0,0,3,3,11,0,0,0,47,48,96,0,0,0,3,4,4,9,8,13,0,0,0,6,9,19,0,0,0,3,0,5,5,6,13,0,5,3,0,0,0,0,0,0,35,39,73,8,14,20,0,3,6,154,175,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,337,304,639,5,0,10,0,4,5,342,308,649,27,38,58,529,533,1057
UCL415029,12,17,33,162,179,342,0,0,0,20,16,32,0,0,0,297,397,698,0,0,0,0,4,3,19,25,45,0,5,6,36,49,85,0,0,0,4,5,3,12,13,23,54,80,133,8,18,25,15,13,27,95,150,239,27,40,64,0,0,3,742,986,1730,5,0,3,5,6,10,0,0,0,0,0,0,10,5,12,4,8,16,10,14,30,1346,1202,2545,3,6,8,4,0,4,1354,1207,2564,201,194,397,2341,2419,4760
UCL415030,6,7,14,182,235,411,0,0,0,29,47,74,0,0,0,249,272,523,5,3,7,13,11,28,7,6,14,0,0,3,68,83,152,0,0,0,7,12,15,16,23,40,20,17,39,5,4,8,6,7,12,269,337,607,51,57,107,3,0,4,928,1116,2043,6,3,8,6,4,9,0,0,0,0,0,0,3,0,3,6,4,9,8,4,16,1137,987,2118,0,6,5,0,7,7,1135,1003,2133,224,188,413,2301,2323,4627
UCL415031,0,3,5,42,58,100,0,0,0,3,15,19,0,0,0,36,51,85,0,0,0,5,8,7,0,5,4,0,0,0,7,9,23,0,0,0,0,0,0,13,10,21,5,3,5,0,0,0,0,0,0,21,32,57,22,22,46,4,0,4,157,216,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,352,377,728,0,0,3,6,4,7,357,381,742,59,47,103,582,656,1232
UCL415032,8,14,22,136,162,299,0,0,0,8,7,12,0,0,0,102,121,228,0,0,3,4,5,3,6,4,5,0,0,0,26,28,59,0,0,0,0,3,4,16,25,44,11,7,21,0,0,0,0,0,0,85,102,184,25,34,55,0,3,3,425,502,927,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,0,6,555,546,1099,10,8,12,4,7,17,566,563,1129,80,92,173,1090,1173,2262
