UCL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL122114,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,5,3,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,19,3,8,11,0,0,6,3,68
UCL122115,0,0,0,0,4,0,0,0,0,4,0,0,3,3,0,0,0,0,0,12,0,0,10,7,9,6,0,3,3,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,12,12,19,4,0,4,3,78
UCL122116,0,6,0,0,0,0,0,0,0,4,4,3,0,0,5,0,0,0,0,6,5,0,14,3,0,0,3,0,0,22,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,30,14,8,11,7,3,0,0,81
UCL122117,0,0,0,0,0,0,0,0,0,8,3,0,0,9,0,0,0,0,0,13,10,10,39,9,11,5,11,6,0,97,0,0,0,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,44,20,20,5,18,5,0,161
UCL122118,0,4,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,4,20,7,12,3,10,3,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,25,26,10,12,10,10,3,4,102
UCL122119,0,3,0,5,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,7,4,0,18,5,5,0,0,0,0,39,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,39,22,13,11,4,0,0,0,116
UCL122120,0,0,0,0,6,0,0,0,0,3,0,0,0,4,6,0,0,0,0,11,9,0,25,13,5,4,10,16,0,85,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,31,23,18,9,10,21,0,144
UCL122121,4,0,0,0,3,0,0,0,0,6,7,4,0,0,0,0,0,0,0,9,0,0,10,8,0,6,3,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,11,18,12,13,8,6,10,6,0,90
UCL122122,0,3,4,5,5,0,0,0,0,14,3,6,0,9,6,0,3,0,0,23,5,4,22,5,3,0,4,0,0,51,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,39,57,29,24,32,0,10,0,6,189
UCL122123,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,7,0,4,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,10,3,3,0,0,0,32
UCL122124,3,3,0,0,0,0,0,0,0,10,0,3,0,7,0,0,0,0,0,10,8,4,14,3,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,48,20,10,12,4,0,0,3,138
UCL122125,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,8,10,0,0,0,7,0,38
UCL122126,3,0,0,4,6,0,0,0,0,19,0,0,0,4,0,0,0,0,0,14,6,3,16,4,5,0,10,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,46,26,20,13,6,7,0,3,147
UCL122127,0,0,4,0,0,0,0,0,0,0,6,0,0,4,3,0,0,0,0,6,8,3,14,3,4,4,4,9,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,3,8,18,13,14,14,6,6,9,0,84
UCL122128,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,3,9,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,6,8,5,6,5,0,48
UCL122129,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,0,7,4,5,6,0,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,9,11,16,6,0,7,0,93
UCL122130,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,6,0,0,11,0,5,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,14,8,4,0,3,9,0,49
UCL122131,3,0,0,0,0,0,0,5,0,9,5,0,0,9,0,0,0,0,0,15,8,0,13,0,0,6,9,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,12,21,21,6,8,10,13,3,132
UCL122132,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14,0,3,8,3,0,0,4,3,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,12,19,3,0,5,4,3,57
UCL122133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,9,3,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,9,3,3,0,3,7,0,30
UCL122134,6,0,0,7,6,0,0,0,0,16,6,0,0,7,4,0,0,0,0,14,14,0,14,3,9,6,7,8,0,56,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,33,33,26,14,16,13,3,8,3,154
UCL122135,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7,6,0,6,0,3,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,6,14,0,3,0,4,11,0,62
UCL122136,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,5,0,17
UCL122137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,6,11,11,4,0,3,4,0,45
UCL122138,0,0,0,5,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,8,4,0,9,5,5,5,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,26,8,12,9,5,5,6,0,76
UCL122139,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,4,10,5,0,10,3,0,39,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,7,22,6,7,11,12,0,62
UCL122140,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,10,4,0,3,0,0,0,3,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,3,10,3,0,3,3,0,45
UCL122141,0,0,0,0,0,0,0,0,0,11,0,3,0,9,4,0,3,3,0,20,10,4,31,5,10,4,5,10,0,87,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,32,34,25,15,4,11,20,4,158
UCL122142,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,4,7,4,0,0,0,8,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,11,11,0,6,0,8,0,56
UCL122143,4,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,3,5,0,6,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,18,7,9,3,0,4,7,0,58
UCL122144,0,0,0,0,0,0,0,0,0,5,4,0,0,6,0,0,0,0,0,10,0,6,13,17,4,4,8,6,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,13,22,14,6,8,6,0,93
UCL122145,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,6,0,4,0,3,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,3,0,4,4,0,0,30
UCL122146,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,7,7,0,0,6,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,9,11,8,8,0,5,4,4,45
UCL122147,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,14
UCL122148,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,9,5,0,0,5,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,4,3,5,0,8,4,0,47
UCL122149,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,3,0,6,4,5,0,4,3,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,11,9,5,0,0,9,4,56
UCL122150,4,0,0,0,0,0,0,0,0,10,3,0,0,9,3,0,0,0,0,16,5,8,25,20,5,9,7,8,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,18,28,27,34,13,12,10,14,6,150
UCL122151,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,3,0,3,7,0,0,5,0,3,3,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,9,16,7,8,3,6,0,7,3,59
UCL122152,0,0,0,4,0,0,0,0,0,8,0,6,0,5,3,0,0,0,0,11,0,0,7,0,0,0,4,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,6,9,0,4,3,0,45
UCL122153,3,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,8,4,27,8,6,0,0,4,0,57,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,33,12,16,0,4,5,0,132
UCL122154,0,0,0,7,0,0,0,0,0,10,0,5,3,4,3,0,0,0,0,15,5,4,23,5,5,6,4,6,0,64,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,59,33,29,18,9,8,8,3,185
UCL122155,4,0,0,6,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,10,9,3,21,8,13,3,14,11,0,84,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,7,13,8,24,29,12,18,6,23,21,4,141
UCL122156,0,5,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,7,0,4,22,0,13,4,12,16,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,26,6,15,3,10,20,0,102
UCL122157,5,4,0,0,3,0,0,0,0,15,0,0,0,3,7,0,0,0,0,12,9,4,25,0,11,6,5,4,0,66,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,8,32,32,26,11,36,8,10,4,0,161
UCL122158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,6,7,0,3,6,3,0,41
UCL131001,3827,2583,847,1501,1769,516,264,567,180,12051,4070,2484,1484,3335,3000,918,453,885,252,16878,14396,2927,23148,7225,7180,3141,6618,6999,1243,72882,898,191,402,525,1023,455,275,658,54,4474,1657,475,473,802,1442,608,431,664,111,6663,377,282,136,142,247,91,63,146,47,1524,1490,569,538,539,666,434,514,780,654,6189,41938,40976,28939,17710,20624,7538,9083,12304,3269,182372
UCL179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL199994,12,21,7,15,10,3,3,3,0,87,14,23,18,31,23,11,7,23,3,145,40,19,139,75,38,34,58,76,5,502,0,3,5,8,9,9,0,9,0,37,4,9,5,4,3,0,8,12,0,47,5,7,0,3,3,0,0,0,0,16,6,12,4,13,9,9,8,14,16,94,186,453,205,217,159,95,124,224,44,1714
UCL201001,16356,20272,11902,12779,15547,6693,4557,5032,1319,94448,24506,24339,21344,35769,27368,12954,8749,9942,2516,167488,33629,15990,116522,43182,34054,18897,22562,27298,5636,317778,1817,1220,2026,2857,3943,2452,1551,2414,241,18525,4359,3289,3369,5904,6854,3627,2402,3109,598,33515,2011,3944,1574,1496,1781,1046,940,1117,414,14322,3376,5063,3268,3864,4039,2519,2297,3131,5878,33437,257953,594013,202509,175082,202044,91904,64910,79334,30202,1697942
UCL203001,307,403,180,310,288,113,58,83,14,1752,438,523,362,1029,629,225,91,171,36,3506,1065,471,3719,1814,1287,777,705,1020,147,10995,58,41,57,105,137,120,44,105,0,670,48,61,55,152,121,87,39,59,6,628,25,55,23,28,25,11,7,15,6,195,58,91,67,90,72,68,47,70,88,650,4061,10562,4995,4890,3862,1857,1198,1852,421,33697
UCL203002,225,365,168,295,238,71,47,65,17,1489,445,591,291,1065,533,218,107,199,40,3484,1089,531,3736,1929,1183,721,827,1166,168,11356,46,22,66,94,132,94,40,132,14,644,70,47,61,139,138,58,45,84,7,655,25,57,16,26,20,10,6,25,3,194,47,102,68,113,71,71,62,81,92,699,3509,9798,4757,4794,3354,1608,1263,2080,434,31597
UCL203003,528,860,434,607,553,198,118,176,52,3519,904,919,802,1802,1058,445,297,362,73,6656,1621,783,6543,3258,1816,1113,1252,1768,321,18473,79,52,109,153,143,157,91,183,8,970,145,84,104,273,217,135,82,119,14,1185,49,112,44,55,44,20,23,38,14,405,87,143,134,219,106,92,78,161,186,1216,7514,19430,9503,9072,6580,3313,2654,3803,967,62842
UCL211001,95,128,78,117,87,27,31,30,8,587,197,245,129,463,264,107,54,62,17,1535,466,266,1647,879,631,313,436,496,85,5216,20,3,31,38,45,45,26,49,3,267,21,20,13,68,56,26,26,34,6,268,8,16,4,17,7,4,4,8,5,68,11,21,28,37,30,18,29,44,38,251,1362,2850,2040,1988,1378,605,659,800,180,11862
UCL211002,151,126,146,209,204,70,159,72,25,1168,283,271,274,765,408,162,380,189,42,2772,451,255,2323,1229,833,387,961,767,137,7327,24,10,41,68,74,52,80,77,3,423,41,26,43,108,90,52,92,61,14,533,27,31,22,26,20,10,35,20,6,193,43,57,62,92,63,43,74,87,97,620,1706,3710,3329,3494,2598,1116,2251,1583,424,20210
UCL212001,63,77,62,75,88,19,23,18,4,434,112,126,101,239,167,52,40,46,8,884,262,115,1065,384,348,142,257,236,47,2846,13,3,14,19,28,23,11,21,0,131,24,7,26,29,31,14,13,11,0,158,5,11,9,9,14,0,4,0,0,47,13,12,21,18,16,16,13,16,32,159,806,1700,1413,1017,933,334,414,395,114,7127
UCL212002,36,36,21,33,22,12,7,4,4,173,58,56,51,126,66,37,8,25,5,433,206,56,584,293,143,112,130,191,23,1733,8,0,13,14,13,16,0,19,5,80,15,3,7,17,19,10,8,4,0,91,6,9,6,3,0,0,0,6,0,19,14,15,9,23,6,6,8,21,11,115,525,979,731,633,344,227,172,299,46,3954
UCL212003,85,111,38,110,67,27,11,29,8,481,164,210,107,348,153,62,35,82,26,1184,377,199,1099,612,407,273,246,357,67,3626,26,18,21,39,42,50,16,60,0,271,36,20,23,66,46,34,22,36,4,276,11,14,5,8,15,0,5,15,3,74,38,32,26,38,22,20,25,64,56,322,1202,2618,1410,1512,947,536,392,793,182,9588
UCL212004,125,141,51,89,90,26,3,18,14,560,126,149,113,203,115,54,15,26,7,804,268,98,832,270,185,112,84,137,30,2016,10,5,11,11,18,12,0,11,0,80,25,14,10,29,31,9,5,11,0,138,11,12,7,7,3,5,0,0,0,44,21,33,21,30,21,16,10,12,10,174,1309,2872,1177,914,817,346,138,269,111,7947
UCL212005,128,147,56,119,105,24,23,49,9,648,270,285,161,521,250,97,68,135,21,1808,546,227,1603,812,523,329,299,561,85,4972,15,7,16,38,50,53,24,66,5,276,34,25,25,65,60,38,21,61,3,338,8,31,10,14,3,3,6,22,0,103,27,56,30,44,30,40,34,84,59,408,1633,3765,2062,2031,1329,707,541,1218,231,13514
UCL212006,141,188,105,160,170,56,26,46,14,907,236,224,201,415,305,99,71,67,18,1628,492,226,1911,647,587,270,396,382,88,4993,21,9,19,44,54,34,22,25,0,230,38,24,33,67,81,40,39,32,7,367,10,16,13,11,16,10,0,0,6,94,27,32,23,39,46,23,20,17,36,264,1674,3270,2500,1849,1723,695,650,661,214,13239
UCL212007,128,164,50,105,83,32,14,17,9,597,149,163,102,180,136,56,5,30,9,837,303,111,865,239,214,130,65,140,29,2092,3,12,11,12,18,19,0,4,3,79,26,22,15,24,30,30,8,10,3,155,8,16,5,7,3,4,4,0,0,52,22,31,8,25,14,15,4,11,22,151,1632,3303,1215,961,867,447,121,300,120,8963
UCL212008,60,110,46,80,70,17,5,8,10,404,142,184,87,273,197,50,21,36,20,1012,302,157,1261,477,471,195,305,362,54,3588,12,12,21,27,43,24,10,20,5,165,20,7,5,33,33,18,16,21,0,156,7,15,8,5,3,3,0,9,0,56,23,23,23,30,21,14,16,24,11,183,891,2472,1563,1140,1086,386,398,513,127,8581
UCL212009,89,138,47,96,81,32,12,32,7,537,143,168,116,360,171,87,22,75,20,1171,415,158,1284,681,397,256,226,430,56,3910,19,11,8,27,40,39,15,50,0,202,19,10,28,56,47,26,10,29,5,227,0,8,7,6,8,4,6,7,0,47,24,37,14,33,28,34,18,60,34,273,1220,3076,1644,1594,1045,566,339,832,140,10456
UCL213001,21,40,10,36,28,12,6,13,6,184,53,89,24,114,74,24,11,25,9,414,148,55,456,252,182,119,110,156,21,1500,12,3,10,10,14,12,6,20,0,86,5,5,6,20,12,9,0,13,0,76,0,7,3,4,0,0,0,5,0,28,5,11,14,20,12,3,9,22,13,107,377,828,554,553,402,207,143,308,60,3431
UCL213002,36,57,12,33,26,17,3,10,5,194,48,56,38,74,36,12,7,11,6,285,61,43,261,114,80,37,52,69,11,720,7,0,7,10,9,3,0,9,0,50,8,7,4,11,12,4,0,0,0,50,0,3,3,3,3,0,0,0,0,12,9,8,8,8,5,5,3,8,6,63,420,1235,416,396,289,125,71,161,45,3170
UCL213003,30,30,16,54,22,8,3,19,6,194,48,41,26,90,43,21,8,34,0,319,154,63,466,296,120,88,132,252,29,1596,9,0,4,11,12,11,6,22,0,71,17,0,10,22,11,6,8,15,0,88,0,3,0,9,0,0,0,8,0,22,5,3,11,21,12,4,15,24,17,109,358,591,571,577,274,167,184,463,61,3251
UCL213004,38,67,25,42,43,15,7,13,4,253,68,70,55,139,71,47,14,26,7,501,185,82,737,291,210,121,192,213,35,2060,10,4,12,10,18,14,7,22,0,83,16,8,13,37,18,13,9,17,0,127,4,11,3,4,7,0,0,5,0,29,4,11,6,18,16,8,12,9,17,98,471,949,888,675,482,258,248,344,70,4380
UCL213005,49,90,34,55,52,10,11,18,10,325,85,97,70,165,103,22,14,43,9,605,176,87,766,348,194,134,144,220,27,2090,8,6,10,16,21,10,12,20,0,107,5,11,7,32,15,12,10,19,0,115,0,8,0,9,4,0,4,0,0,30,9,4,10,15,9,10,3,14,13,89,557,1250,963,800,539,252,214,370,82,5022
UCL213006,34,76,26,52,48,21,0,6,5,265,71,80,55,104,94,28,16,16,4,465,139,58,528,127,120,53,75,93,20,1213,11,3,12,12,11,4,3,4,0,48,13,16,8,14,24,9,6,9,0,92,0,3,3,4,3,0,0,0,0,19,9,7,7,12,10,10,9,9,8,73,630,1261,688,450,456,163,128,164,48,3990
UCL213007,68,76,21,62,37,18,4,7,5,301,85,96,34,190,106,30,10,22,3,572,264,95,696,314,210,136,165,175,29,2085,3,5,9,23,38,19,9,17,0,120,11,11,8,26,22,10,3,25,0,114,0,6,3,3,6,0,0,0,0,31,21,20,5,12,7,10,12,18,19,126,675,1348,819,768,512,255,209,284,70,4946
UCL213008,40,64,48,72,54,15,22,20,0,334,86,107,83,198,115,55,34,28,5,715,159,86,750,350,231,113,201,184,36,2104,7,3,7,17,19,8,11,10,0,79,12,12,9,18,29,10,15,11,0,125,0,4,3,8,4,5,3,5,0,30,7,13,10,17,21,6,12,9,20,123,582,1377,1003,882,651,274,347,302,79,5500
UCL213009,48,67,17,49,37,14,11,12,0,248,68,70,57,158,101,25,16,36,5,532,151,68,640,293,181,119,131,167,17,1765,9,5,6,14,20,12,7,14,0,91,6,8,8,19,22,12,9,4,0,91,0,3,0,3,5,0,0,5,0,19,5,14,7,12,18,6,9,8,20,95,457,1028,802,684,488,231,191,264,66,4208
UCL213010,31,33,18,32,31,7,9,8,0,157,53,68,37,141,66,27,10,19,0,417,129,69,697,368,231,111,144,195,45,1995,7,3,9,17,15,9,3,17,0,86,5,0,0,18,12,13,8,8,7,74,3,3,0,4,0,3,0,4,0,16,13,16,14,27,14,16,0,27,16,130,303,619,801,708,445,199,193,308,76,3646
UCL213011,15,19,16,15,20,3,0,3,0,102,35,46,32,107,38,14,15,19,7,313,84,45,401,248,170,86,126,150,23,1336,0,7,13,12,11,9,9,19,0,80,4,0,6,17,7,8,4,3,0,51,0,3,3,7,3,0,5,4,0,28,4,14,10,16,10,14,17,20,14,125,201,474,534,494,328,156,183,242,64,2682
