SED_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SED30023,1551,1472,856,529,191,19,5540,31,358,473,558,395,234,62,4,2108,1225,3268,3069,2933,1658,1015,373,75,13618,365,582,632,903,697,444,231,51,3909,633,787,621,694,562,321,197,55,3874,129,63,34,47,41,28,10,0,356,52,61,76,126,106,84,42,21,565,805,913,740,867,713,424,253,78,4791,25,37,46,45,39,22,27,9,254,211,344,274,289,217,174,143,62,1716,2727,6367,6779,7059,4572,2849,1273,300,31927
SED30024,437,333,250,204,60,0,1615,20,134,194,193,155,130,33,4,865,339,1533,1580,1130,809,638,223,48,6300,301,634,855,969,801,543,205,63,4372,764,1285,1445,1568,1518,1026,411,111,8132,118,68,54,68,61,48,20,0,432,69,66,133,155,181,157,58,16,843,949,1420,1636,1793,1766,1225,491,129,9409,16,15,39,44,51,65,37,6,277,294,472,429,448,434,429,451,397,3346,1924,4529,5174,4905,4262,3237,1499,659,26184
SED30025,793,664,372,210,68,14,2603,28,277,338,415,251,138,47,4,1493,625,2208,2482,1903,954,565,239,45,9027,316,721,1004,1215,931,492,183,39,4908,972,1525,1465,1482,1193,650,276,66,7630,186,88,66,71,43,44,17,0,519,62,75,126,162,129,119,57,14,741,1220,1688,1655,1717,1368,813,347,85,8894,11,38,36,46,40,41,23,8,228,188,264,225,258,211,166,143,86,1544,2413,5661,6528,6218,4134,2418,1053,279,28701
SED30026,1063,822,430,261,79,21,3240,23,300,459,472,230,141,29,13,1665,624,2270,2754,2043,904,584,250,86,9522,265,705,971,1106,720,425,189,63,4440,893,1348,1239,1169,853,555,283,66,6409,182,81,68,60,32,29,14,5,469,63,81,114,150,120,118,70,15,735,1145,1507,1423,1374,1002,697,368,90,7611,22,20,27,46,27,34,22,14,210,330,333,292,242,186,192,180,139,1895,2425,5681,6988,6104,3508,2333,1119,428,28581
SED30027,366,313,189,124,30,8,1366,13,137,184,186,126,83,20,5,751,340,1259,1250,892,551,382,153,42,4861,368,777,977,912,713,450,168,46,4421,868,1622,1819,1806,1481,873,465,113,9034,195,80,84,58,56,41,15,4,524,88,108,175,207,146,136,71,16,948,1146,1808,2079,2066,1675,1050,549,128,10508,14,28,41,43,32,47,34,14,251,311,410,446,412,365,385,325,188,2837,2214,4732,5341,4832,3652,2516,1291,426,25002
SED30028,212,199,101,44,8,0,725,19,104,119,167,108,48,16,0,581,210,892,1030,770,469,245,96,14,3735,75,382,575,745,577,279,76,16,2726,926,2280,2263,2157,1750,804,265,60,10510,373,174,137,75,69,43,7,0,879,55,93,116,136,117,74,32,9,631,1350,2545,2518,2371,1941,923,304,66,12020,12,29,26,53,38,28,14,7,208,424,550,557,591,534,383,240,128,3411,2104,4656,5033,4893,3769,1946,760,249,23406
SED30029,227,306,331,309,104,11,1394,10,71,174,188,226,217,53,5,949,173,766,977,1014,909,823,292,46,5006,176,448,705,945,926,754,286,62,4302,814,1551,1634,1809,1678,1130,431,81,9121,208,85,76,60,76,54,18,0,568,41,73,107,131,202,160,69,17,798,1061,1697,1820,2000,1959,1341,513,100,10492,10,17,22,33,60,56,26,11,233,384,425,469,530,564,560,368,146,3441,1816,3539,4390,5017,4975,4054,1648,385,25814
SED30030,1413,971,568,246,90,21,4636,33,454,532,473,293,149,45,10,1977,1180,4202,3350,2271,1129,660,241,73,13108,418,808,841,915,627,350,175,54,4189,688,1228,969,895,745,402,176,76,5163,131,86,57,51,41,26,12,3,407,41,68,92,130,121,89,37,19,596,862,1377,1122,1074,904,507,224,98,6165,20,56,64,42,32,27,16,6,258,280,502,377,298,274,246,199,192,2359,2857,8667,7703,6042,3821,2185,982,447,32703
SED30031,130,93,80,32,4,3,450,17,101,100,89,81,29,0,0,408,219,810,685,427,274,147,40,5,2605,67,346,446,481,407,161,56,7,1972,705,1660,1577,1230,907,434,120,15,6657,215,131,82,63,48,26,4,0,573,51,62,98,117,84,48,12,4,475,965,1859,1758,1414,1036,511,139,24,7699,5,23,21,18,19,8,12,0,111,622,772,772,662,717,458,302,126,4421,1910,4015,3911,3173,2607,1347,551,162,17673
SED30032,98,148,135,126,38,7,629,6,64,97,125,150,122,28,3,596,90,506,669,649,655,568,176,38,3355,89,384,551,719,899,646,244,42,3568,831,1628,1740,1960,2207,1614,574,115,10666,265,154,115,134,125,97,26,0,909,69,73,103,172,205,206,64,7,898,1160,1851,1965,2256,2539,1914,670,125,12477,13,16,17,30,53,57,27,13,226,487,513,549,697,804,808,589,192,4634,1847,3409,3946,4622,5227,4242,1775,419,25487
SED30033,181,181,200,157,61,9,955,15,81,107,134,148,172,53,8,725,174,714,821,767,681,634,236,57,4088,86,339,547,764,965,854,335,74,3957,722,1337,1452,1725,1913,1858,919,182,10111,190,111,110,98,95,115,33,0,746,58,72,104,139,184,216,104,36,918,964,1516,1663,1960,2189,2191,1063,223,11768,8,13,23,31,40,76,58,14,266,356,358,375,504,613,889,1005,473,4584,1618,3183,3719,4336,4838,4962,2815,870,26341
SED30034,150,194,181,179,55,8,893,6,71,127,151,166,131,28,5,691,142,709,817,775,699,631,225,33,4029,81,427,503,712,863,598,269,51,3505,689,1489,1556,1769,2107,1449,508,117,9688,225,105,96,89,95,58,10,3,691,32,72,100,133,152,161,58,17,720,951,1673,1749,1990,2362,1671,576,132,11102,21,24,29,35,41,58,38,10,247,794,835,747,914,1000,981,662,326,6258,1996,3852,4114,4786,5312,4240,1859,575,26730
SED30035,198,142,133,73,23,3,715,21,144,162,114,93,69,10,4,610,201,1009,958,645,409,304,89,15,3623,131,595,687,693,589,381,104,12,3186,874,2346,2167,1762,1694,976,365,73,10252,203,139,92,70,56,37,12,0,613,61,99,101,121,136,79,21,6,635,1142,2581,2366,1956,1878,1093,406,76,11497,9,22,22,27,27,29,25,8,165,414,586,603,606,526,455,309,140,3635,1923,5079,4989,4185,3654,2403,965,255,23448
SED30036,762,431,253,135,63,16,2236,37,160,182,176,112,72,26,6,781,551,2134,1733,1113,636,384,179,53,6775,500,1066,829,820,572,308,144,38,4278,1120,1637,1431,1299,1013,581,247,62,7374,267,141,99,87,76,31,15,0,707,99,139,170,152,156,77,46,11,843,1490,1912,1705,1531,1235,678,307,72,8931,31,59,69,55,57,28,23,9,321,603,787,641,490,446,342,285,135,3734,3233,6672,5927,4603,3326,1952,1015,337,27063
SED30037,290,209,152,71,20,4,995,17,155,192,159,125,59,24,0,735,271,1130,1042,718,486,290,120,45,4106,211,775,854,759,626,335,120,34,3711,1057,2205,1815,1554,1290,765,341,99,9120,318,189,119,103,55,23,6,0,812,89,100,129,141,144,82,46,10,730,1466,2490,2056,1795,1491,868,385,109,10664,13,28,34,19,28,44,28,6,198,376,506,479,411,372,332,336,279,3094,2367,5304,4951,4081,3287,2002,1039,475,23504
SED30038,196,210,195,93,23,0,863,22,139,176,157,133,93,20,0,735,255,972,978,757,513,323,106,15,3922,230,635,829,853,738,388,136,25,3838,1196,2191,1969,1839,1542,911,351,76,10077,344,190,133,80,55,35,8,0,846,107,88,126,157,121,102,33,12,744,1642,2460,2234,2073,1724,1046,400,86,11668,11,25,19,34,33,44,20,5,189,642,567,454,437,395,339,324,137,3306,2814,4956,4882,4515,3731,2316,1017,279,24515
SED30039,1073,545,195,92,13,7,2447,26,252,358,270,113,69,4,0,1093,492,2120,2536,1357,611,269,76,13,7462,415,1218,1616,1316,755,328,73,9,5729,1318,2668,2689,2119,1291,647,209,27,10960,358,156,146,99,46,35,3,0,844,121,143,228,216,149,79,30,5,976,1800,2965,3057,2431,1491,759,245,30,12780,35,30,79,57,34,34,13,0,271,447,573,602,482,313,204,117,17,2761,3238,7661,9323,6465,3508,1747,541,74,32556
SED30040,392,349,272,190,85,10,1637,11,140,198,234,208,145,45,5,987,391,1508,1546,1248,800,595,305,60,6468,169,542,871,1087,825,543,316,100,4452,889,1446,1677,1703,1537,1024,536,193,9015,200,67,74,52,52,63,13,5,527,94,76,100,156,160,154,101,31,869,1182,1594,1848,1915,1750,1239,655,230,10406,17,20,41,48,46,46,56,18,287,324,438,393,378,394,452,551,416,3335,2110,4552,5293,5261,4295,3214,2011,847,27574
SED30041,276,288,255,143,38,5,1186,12,136,149,213,172,121,31,3,838,256,1004,1165,924,776,521,185,41,4867,109,446,665,694,759,447,158,39,3316,871,1900,1859,1707,1651,1164,383,89,9621,243,139,93,67,77,34,18,3,675,65,82,104,120,153,109,54,10,699,1182,2121,2066,1898,1875,1307,455,107,10998,9,30,27,30,43,22,27,6,198,507,641,659,692,690,454,395,180,4206,2083,4542,4998,4728,4571,3013,1292,381,25614
SED30042,306,238,173,108,26,3,1028,22,161,229,202,136,106,26,3,883,349,1256,1337,1008,554,306,126,18,4956,278,872,1123,1152,779,409,139,24,4775,1345,2455,2295,2149,1448,858,319,57,10919,295,139,118,98,58,48,10,3,766,113,121,142,204,172,121,51,13,929,1756,2712,2548,2444,1684,1022,373,68,12610,15,24,44,47,29,45,23,6,226,397,443,418,401,319,271,213,94,2553,2814,5639,5997,5497,3682,2259,928,218,27044
SED30043,189,182,142,102,29,4,794,14,95,128,119,110,66,19,0,557,228,929,775,623,458,317,136,19,3475,175,562,636,773,687,401,121,17,3379,951,1783,1853,1808,1656,988,346,52,9449,346,164,120,85,83,33,5,0,847,83,101,142,143,156,117,45,9,801,1383,2047,2122,2042,1900,1143,398,61,11098,19,46,26,27,32,46,23,5,224,569,508,506,562,556,518,371,159,3741,2389,4336,4378,4323,3880,2593,1090,269,23266
SED30044,286,177,133,89,22,4,1111,28,166,167,141,86,68,23,0,676,325,1299,1095,699,455,296,103,19,4296,399,1028,1016,931,677,389,129,32,4604,1490,2886,2470,2097,1797,993,383,83,12205,318,185,126,79,71,43,14,3,840,106,159,162,198,186,126,49,8,1006,1920,3225,2764,2375,2056,1156,446,93,14042,24,47,50,39,46,52,19,8,270,655,851,669,600,473,409,332,120,4110,3382,6976,6044,4965,3922,2470,1075,281,29112
SED30045,658,594,373,185,61,8,2201,22,168,293,336,248,123,30,16,1236,403,1614,1983,1652,979,584,224,65,7499,263,662,1071,1110,801,467,203,48,4631,829,1446,1599,1610,1377,887,395,128,8277,190,83,93,77,65,60,20,0,588,49,80,145,167,165,126,63,22,811,1070,1605,1839,1849,1610,1072,481,150,9672,11,26,47,51,43,46,23,6,246,246,325,382,402,341,345,356,298,2688,2008,4702,6274,6001,4387,2824,1376,593,28173
SED30046,318,209,129,83,22,0,1087,31,180,152,140,105,67,18,0,688,322,1305,1162,733,518,399,136,32,4606,385,979,1012,915,684,424,164,34,4598,1351,2400,2002,1832,1472,984,432,86,10551,299,191,125,90,59,53,19,4,845,92,146,158,155,164,130,71,14,933,1744,2735,2287,2077,1694,1169,522,106,12335,20,32,36,37,34,31,35,10,233,663,856,696,602,471,429,344,119,4183,3176,6390,5651,4721,3641,2604,1245,305,27720
SED30047,266,182,139,75,15,7,925,18,123,141,171,123,55,16,4,647,334,1186,1135,858,624,331,111,31,4608,109,444,652,753,646,325,153,45,3129,915,2235,2085,2027,1824,1026,363,96,10568,228,135,126,74,64,32,8,0,677,89,82,118,156,120,87,46,10,715,1234,2459,2328,2257,2004,1155,418,107,11962,22,35,33,37,31,29,29,8,222,613,857,838,773,719,529,502,334,5164,2339,5332,5392,5024,4289,2505,1247,537,26660
SED30048,2529,1720,1134,782,395,71,9104,67,391,458,458,357,265,83,14,2093,2523,4641,3261,2647,1637,1214,586,159,16665,688,652,638,665,557,472,275,64,4008,974,829,535,445,394,256,111,45,3579,260,66,42,30,20,27,8,3,460,71,52,71,93,79,96,71,22,555,1300,951,649,567,489,376,190,65,4591,54,57,55,54,36,43,33,16,357,522,595,341,280,200,231,214,123,2503,5351,9575,7928,6390,4423,3388,1771,511,39332
SED30049,1708,918,447,229,87,12,4657,41,234,357,359,214,137,41,7,1385,906,2945,3233,2243,1105,598,245,73,11347,394,740,958,1017,744,410,202,51,4510,759,1020,1007,1082,797,495,277,101,5536,182,74,63,61,56,24,19,3,488,64,66,101,144,128,104,78,16,703,1004,1158,1178,1292,978,631,372,123,6732,21,51,70,54,50,29,25,9,317,353,428,392,300,306,215,259,206,2461,2783,6742,7899,6178,3836,2245,1237,486,31406
SED30050,430,364,363,290,92,19,2027,10,148,200,214,222,182,65,6,1051,368,1811,1517,1235,1081,846,327,73,7247,229,735,764,854,1024,750,330,86,4772,830,1456,1270,1512,1653,1135,430,118,8407,134,67,69,66,76,64,18,6,513,63,82,111,152,192,200,96,29,923,1032,1605,1449,1735,1924,1397,546,155,9842,12,37,44,43,53,59,39,19,303,409,614,527,589,595,596,512,355,4184,2083,5392,4927,5027,5256,4115,1914,708,29427
SED30051,124,144,143,112,38,3,635,13,55,88,156,127,114,30,0,574,109,435,651,639,638,502,172,22,3177,69,309,509,684,935,708,231,39,3482,782,1401,1594,1835,2176,1936,660,103,10480,281,142,96,102,102,65,22,0,804,49,75,96,145,192,198,74,8,851,1115,1621,1791,2082,2468,2194,761,111,12135,14,19,18,33,43,48,25,12,204,434,364,438,525,668,839,568,237,4065,1759,2868,3614,4257,5023,4509,1823,422,24277
SED30052,2142,1109,796,446,139,24,7772,73,780,503,378,302,152,53,8,2257,2286,8746,3776,2097,1401,877,356,61,19599,955,1850,1119,797,693,385,167,43,6008,1119,1897,1023,703,604,280,110,28,5759,268,157,79,41,37,20,9,0,616,114,198,151,103,89,89,32,10,785,1495,2252,1256,849,729,389,153,40,7163,54,188,81,49,51,36,20,9,487,834,1847,1046,579,502,386,261,183,5632,5900,18577,9920,5861,4479,2667,1145,372,48915
SED30053,753,473,304,184,71,12,2592,30,210,248,213,145,103,37,7,999,751,2672,2060,1447,879,575,244,53,8673,514,953,1074,1094,798,491,192,47,5156,843,1514,1349,1350,1141,825,381,92,7503,137,81,63,66,57,65,9,0,478,64,107,165,179,168,154,70,27,937,1049,1698,1581,1598,1369,1043,467,118,8916,18,52,52,51,44,53,41,16,334,385,713,498,420,385,371,371,309,3456,2787,7070,6268,5292,3923,2824,1410,560,30131
SED30054,1495,1213,803,437,147,26,5200,20,359,462,514,342,194,56,10,1954,1017,3137,3092,2414,1434,799,351,105,12348,345,587,687,740,600,383,222,65,3627,616,832,737,716,625,351,162,81,4120,140,47,50,46,36,31,11,3,357,48,52,90,122,113,88,52,16,575,805,930,877,872,774,473,224,97,5055,17,36,45,40,48,40,19,15,258,190,325,298,270,272,208,191,142,1894,2444,6397,6958,6064,4261,2533,1208,472,30336
SED30055,95,94,86,37,11,5,395,12,82,99,85,95,40,3,0,416,151,641,738,551,355,229,49,11,2726,64,325,484,568,522,279,67,5,2313,788,2101,2161,1912,1695,982,283,24,9947,219,136,95,86,57,30,9,0,635,52,65,114,134,114,77,24,0,584,1060,2304,2368,2137,1864,1091,312,26,11166,13,15,20,24,38,20,15,0,141,650,732,849,935,927,664,382,126,5253,1956,4162,4657,4399,3881,2349,846,169,22416
SED30056,1492,1557,1098,722,323,82,5706,12,182,378,504,361,241,90,16,1791,529,1396,2604,2713,1691,1224,609,125,10890,247,318,696,988,832,586,316,104,4086,482,562,746,892,730,451,222,80,4156,192,29,35,46,31,29,16,6,383,53,29,85,121,122,133,76,40,651,725,619,861,1055,886,608,317,118,5195,18,15,42,55,47,40,33,16,252,153,130,207,215,212,187,265,241,1619,1710,3068,6287,7085,5117,3614,1954,701,29543
SED30057,146,136,98,90,25,4,591,21,123,126,109,95,54,34,0,563,229,957,768,577,434,340,153,27,3485,282,813,851,796,727,460,160,28,4119,1425,2471,2044,1894,1617,968,412,96,10926,348,222,151,102,71,52,18,0,970,112,140,170,162,168,141,53,8,945,1885,2830,2363,2156,1855,1162,476,110,12842,24,47,31,27,30,49,20,6,224,683,764,637,568,454,510,449,315,4379,3126,5609,4923,4365,3691,2667,1318,496,26193
SED30058,1221,887,660,459,136,26,4036,16,243,391,378,300,211,52,10,1596,616,2358,2715,2023,1242,906,362,101,10329,313,576,845,898,756,531,267,55,4248,541,1027,1011,984,877,542,262,81,5323,163,68,59,36,40,42,11,0,431,54,61,88,158,156,138,77,32,755,755,1159,1163,1179,1078,718,348,115,6505,21,23,45,57,37,43,40,4,269,184,249,302,233,228,262,274,218,1943,1938,5220,6677,5644,4299,3139,1481,536,28933
SED30059,622,515,329,195,65,7,2182,12,171,273,311,192,131,28,4,1128,491,1520,1996,1595,854,605,243,46,7351,458,752,1196,1342,972,567,213,45,5541,907,1399,1830,1884,1645,934,492,92,9184,159,89,82,76,76,50,18,0,555,87,96,150,199,204,155,93,21,1011,1162,1584,2069,2168,1921,1134,605,114,10741,21,24,52,63,48,66,42,17,339,394,399,526,469,419,442,416,355,3410,2563,4863,6735,6463,4734,3140,1608,583,30683
SED30060,193,188,141,90,16,5,752,14,158,149,163,120,74,17,0,698,210,999,1069,865,507,338,99,15,4091,148,634,914,952,706,361,125,14,3862,1023,2324,2190,1932,1527,909,309,40,10250,279,176,127,95,79,36,9,0,803,78,96,122,161,110,105,31,10,712,1378,2597,2439,2183,1713,1043,350,54,11761,13,18,30,39,28,42,15,7,176,721,802,778,682,541,469,333,159,4488,2484,5333,5563,5076,3764,2417,943,246,25834
SED30061,514,428,287,165,60,3,1899,33,154,220,187,159,90,16,6,860,582,1667,1363,1149,723,392,198,35,6101,217,483,573,753,638,344,141,32,3179,1004,1442,1315,1293,1181,663,311,66,7265,316,102,66,66,51,22,15,0,646,58,78,77,108,110,82,25,15,556,1380,1615,1457,1472,1341,774,353,77,8468,25,26,25,38,25,30,21,5,189,1251,803,522,477,440,365,330,280,4475,3516,5150,4678,4500,3611,2160,1120,444,25173
SED30062,667,279,163,76,32,0,1669,42,236,280,221,120,64,24,3,986,454,2032,2096,1178,544,330,132,33,6803,348,1391,1516,1134,733,400,183,37,5741,1488,2913,2552,1940,1421,775,382,94,11560,353,221,148,85,80,42,17,4,956,117,173,218,231,142,120,39,11,1049,1961,3316,2912,2251,1645,931,442,104,13557,16,32,79,55,43,42,39,14,318,419,701,637,432,323,339,305,307,3458,3258,8141,8175,5543,3580,2186,1150,500,32540
SED30063,115,110,119,102,40,0,570,3,71,81,96,123,102,25,0,503,143,557,642,590,519,468,149,28,3096,94,331,438,700,788,564,223,27,3166,701,1391,1402,1614,1751,1408,493,74,8840,213,167,110,109,107,65,21,0,789,57,86,115,151,171,168,53,7,803,969,1644,1630,1870,2028,1638,571,90,10437,11,22,38,40,34,74,35,6,259,607,532,553,721,887,933,700,193,5119,1833,3229,3490,4124,4504,3875,1744,354,23154
SED30064,216,298,263,206,80,13,1226,9,97,142,223,175,149,52,4,860,180,912,1136,1019,869,599,254,63,5027,174,533,785,930,852,690,296,71,4321,856,1629,1720,1744,1637,1150,465,110,9309,248,93,93,63,82,61,19,3,655,66,81,111,163,153,144,84,21,819,1169,1806,1919,1970,1876,1346,563,140,10789,17,21,24,39,54,64,37,11,270,316,373,465,501,486,482,424,293,3334,1868,3890,4690,4983,4568,3530,1704,592,25820
SED30065,476,430,372,268,88,10,1871,15,125,251,267,237,162,54,9,1115,194,1247,1845,1569,1026,794,308,70,7057,184,605,1052,1235,1027,816,295,65,5277,751,1513,2001,1960,1710,1203,497,100,9724,183,70,77,59,75,73,28,3,568,62,96,139,166,201,208,81,31,997,995,1680,2221,2185,1986,1485,604,139,11295,11,19,42,49,55,50,38,13,279,282,310,494,454,403,403,363,178,2886,1687,4201,6386,6192,5104,3981,1753,485,29788
SED30066,321,409,414,424,162,12,1882,6,63,139,244,282,247,63,12,1049,148,842,1417,1586,1318,1140,509,88,7050,135,422,709,1048,1135,940,468,99,4952,533,837,1153,1537,1719,1236,532,124,7671,112,51,61,78,80,75,30,3,489,51,44,84,164,226,264,101,34,965,698,935,1301,1777,2022,1572,660,163,9120,11,23,38,58,75,100,74,18,390,280,349,410,532,549,536,558,384,3595,1285,2768,4325,5652,5790,4962,2491,780,28050
SED30067,1010,553,322,188,46,12,2998,17,403,400,304,189,124,37,11,1481,711,3396,2842,1629,846,484,203,76,10180,452,1147,1146,968,713,371,169,66,5030,862,1727,1473,1279,1034,639,242,93,7351,161,125,83,87,49,37,9,0,550,60,114,131,137,153,96,47,10,747,1084,1962,1688,1498,1240,766,296,102,8648,22,56,49,59,38,36,19,12,289,362,633,475,351,291,249,208,166,2736,2678,8429,7610,5356,3645,2219,974,444,31357
SED30068,341,481,373,263,107,21,1736,14,70,152,256,242,173,53,7,966,339,746,1183,1362,959,742,297,71,5701,241,361,745,1089,1024,673,339,86,4556,670,876,1135,1284,1450,1010,509,127,7061,138,50,39,68,69,49,23,4,445,55,54,80,129,194,174,105,15,803,863,982,1256,1475,1715,1234,635,144,8309,21,12,34,49,39,73,42,18,292,184,175,209,274,338,391,403,309,2283,1671,2483,3928,4986,4685,3546,1886,657,23841
SED30069,540,565,380,211,45,4,1978,30,174,247,296,232,132,38,6,1156,375,1326,1909,1679,1016,605,186,30,7113,261,736,1115,1213,897,542,168,35,4971,977,1790,1875,1737,1402,858,298,51,8986,240,133,79,84,65,44,10,0,655,93,97,152,179,195,140,54,8,914,1308,2014,2104,2002,1659,1043,365,56,10555,18,25,30,55,47,50,28,4,259,292,344,378,411,277,282,200,81,2264,2292,4847,6324,6229,4508,2867,1032,218,28309
SED30070,107,144,186,221,86,14,820,14,69,81,119,132,163,48,4,634,157,510,603,595,627,762,376,69,3704,169,481,632,734,893,898,418,82,4309,752,1503,1549,1588,1918,1794,918,165,10197,158,112,91,68,103,108,38,6,686,59,98,109,154,181,267,132,19,1015,973,1709,1755,1810,2201,2164,1087,189,11892,8,14,26,28,46,81,64,20,295,344,310,335,417,500,745,648,310,3606,1669,3162,3546,3850,4584,5053,2721,679,25261
SED30071,314,295,311,256,83,17,1427,11,92,175,228,225,214,59,5,1009,223,750,1094,1179,861,755,333,61,5259,167,484,773,1079,1006,819,322,82,4729,792,1256,1591,1833,1781,1293,567,148,9262,186,82,80,77,88,73,17,5,613,57,77,122,180,179,229,99,23,961,1039,1415,1799,2084,2048,1600,682,176,10836,14,25,22,35,57,64,58,13,294,347,387,460,561,564,601,542,351,3814,1812,3288,4639,5466,5068,4310,2077,704,27364
SED30072,235,266,287,202,77,16,1242,15,134,144,194,153,146,31,6,834,296,944,1004,946,767,676,276,66,4974,303,626,921,1066,974,727,300,72,4993,1004,1692,1750,1878,1916,1405,656,149,10459,188,94,105,84,85,72,18,4,654,69,89,134,170,196,164,112,23,948,1264,1872,1985,2132,2196,1648,793,177,12063,19,21,19,49,57,69,54,8,292,277,265,344,407,456,516,431,235,2925,2185,4004,4652,5054,4893,3985,1954,588,27320
SED30073,243,196,143,74,25,5,932,16,119,137,149,129,61,11,4,624,326,1034,1004,728,489,300,127,35,4053,139,480,570,583,514,326,114,32,2754,990,2241,1910,1456,1377,716,308,97,9085,326,180,136,101,49,36,4,3,836,99,92,121,111,110,65,42,13,647,1409,2510,2164,1665,1537,813,352,106,10564,16,20,19,29,36,19,20,6,169,632,668,712,595,489,464,455,362,4379,2551,5055,4859,3943,3335,2062,1109,554,23474
SED30074,805,547,279,183,50,13,2320,14,222,281,299,220,137,33,9,1220,386,1697,2194,1610,893,518,215,61,7579,277,867,1094,1092,820,483,208,50,4881,771,1506,1620,1521,1258,802,367,110,7958,179,78,88,63,58,44,15,6,528,71,105,136,177,142,118,66,14,836,1022,1685,1841,1769,1462,965,448,127,9320,23,37,52,49,41,35,30,9,278,223,332,345,325,319,325,360,270,2502,1969,5267,6612,5691,4027,2645,1343,544,28093
SED30075,216,252,262,208,69,10,1112,15,82,150,187,158,122,30,9,741,187,718,964,930,722,633,244,43,4435,307,473,728,1029,920,587,223,52,4316,858,1536,1939,2012,1932,1143,428,63,9920,196,93,109,92,86,64,19,0,654,61,80,132,163,194,154,69,15,876,1110,1713,2183,2275,2215,1365,519,76,11454,4,28,21,31,47,65,43,13,251,477,468,568,664,591,645,487,256,4150,2114,3579,4831,5359,4903,3607,1598,462,26458
SED30076,2035,1284,847,452,139,21,7941,77,661,438,423,312,162,44,4,2115,2586,7015,3328,2196,1330,810,250,58,17575,833,1391,985,814,623,337,158,48,5183,971,1515,814,723,587,319,157,51,5142,215,125,52,49,36,22,10,0,506,69,121,109,116,95,90,37,13,638,1258,1762,974,886,715,422,204,60,6288,63,116,74,52,35,43,26,9,404,985,1446,801,582,418,330,244,130,4931,6035,15309,8631,6229,4288,2553,1054,329,44437
SED30077,123,142,151,109,56,8,686,10,75,78,123,118,93,33,6,530,166,697,753,647,582,522,207,43,3609,63,325,477,627,676,495,200,32,2887,822,1488,1422,1412,1466,1104,386,78,8170,190,140,97,85,76,61,17,5,664,60,69,73,161,132,130,58,14,697,1069,1699,1591,1656,1679,1295,457,94,9534,11,32,19,36,36,44,41,7,229,520,527,478,622,775,794,640,263,4621,1833,3439,3519,3853,4011,3349,1632,462,22099
