SAL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SAL51183,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51184,..,5,39,49,35,54,54,38,11,282,..,16,30,16,13,11,3,5,0,87,..,0,3,11,11,4,0,0,0,30,186,..,..,..,..,..,..,..,..,186,..,30,..,..,..,..,..,..,..,30,..,43,18,9,8,3,0,0,0,81,..,7,4,3,0,0,4,5,0,29,..,4,8,0,3,0,0,0,0,17,..,6,9,0,5,0,0,3,0,30,..,3,18,11,19,28,25,15,8,118,0,4,3,3,6,0,0,0,0,26,189,130,121,108,93,111,86,59,17,917,..,6,49,42,54,59,45,32,4,285,..,20,34,11,10,11,3,5,0,96,..,5,28,22,37,13,7,6,8,110,179,..,..,..,..,..,..,..,..,179,..,22,..,..,..,..,..,..,..,22,..,31,9,0,3,0,0,0,0,41,..,3,4,0,4,9,0,3,0,24,..,4,0,0,0,0,0,0,0,8
SAL51185,..,0,4,8,25,40,29,12,3,119,..,0,7,10,0,5,3,0,0,27,..,0,0,3,4,0,0,0,0,7,51,..,..,..,..,..,..,..,..,51,..,17,..,..,..,..,..,..,..,17,..,12,12,10,0,0,0,0,0,34,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,4,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,7,10,18,22,21,9,3,93,0,0,0,0,0,0,0,0,0,8,51,35,34,42,50,81,53,17,9,368,..,0,12,13,22,49,14,13,0,122,..,4,11,3,6,9,0,0,0,29,..,0,0,3,0,0,0,0,0,6,30,..,..,..,..,..,..,..,..,30,..,12,..,..,..,..,..,..,..,12,..,6,4,0,0,0,0,0,0,11,..,0,0,0,0,3,0,0,0,13,..,0,6,0,0,0,0,0,0,8
SAL51186,..,0,0,0,0,0,0,0,0,3,..,0,5,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,12,..,0,0,0,0,0,3,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51187,..,0,0,0,6,5,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,11,..,0,0,0,0,4,4,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51188,..,0,0,0,6,0,0,0,0,6,..,0,0,0,6,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,5,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,14,5,3,3,7,0,9,0,0,39,..,0,0,6,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
SAL51189,..,0,37,110,134,104,92,67,13,562,..,23,51,56,49,26,15,0,0,215,..,0,4,8,21,14,6,5,0,63,422,..,..,..,..,..,..,..,..,422,..,77,..,..,..,..,..,..,..,77,..,114,41,20,9,9,0,0,0,197,..,12,11,3,5,3,0,5,3,52,..,8,10,5,4,6,0,0,0,38,..,15,21,13,12,13,8,3,0,81,..,14,43,52,60,57,55,18,15,311,8,8,18,9,8,6,0,5,0,56,430,280,238,281,306,237,177,98,28,2070,..,4,69,133,139,99,94,38,7,592,..,26,64,55,38,25,8,0,0,218,..,13,53,69,51,32,15,11,4,247,368,..,..,..,..,..,..,..,..,368,..,97,..,..,..,..,..,..,..,97,..,81,29,8,13,5,0,0,0,140,..,13,11,5,0,10,18,0,0,56,..,9,5,3,4,0,0,0,0,17
SAL51190,..,9,233,216,72,54,46,30,7,665,..,29,126,40,20,5,11,5,0,230,..,0,3,3,9,7,4,0,0,22,218,..,..,..,..,..,..,..,..,218,..,46,..,..,..,..,..,..,..,46,..,26,25,9,4,5,4,0,0,76,..,21,21,11,4,6,3,0,0,64,..,5,17,4,0,0,0,0,0,25,..,32,68,14,5,6,4,0,0,129,..,19,98,101,81,62,68,24,8,461,0,0,12,8,8,3,0,0,0,40,225,176,590,412,196,152,137,64,14,1978,..,16,283,184,65,58,37,21,5,672,..,48,132,24,9,5,4,9,0,230,..,0,16,27,20,16,9,8,6,113,246,..,..,..,..,..,..,..,..,246,..,41,..,..,..,..,..,..,..,41,..,16,15,7,3,0,0,0,0,39,..,26,21,7,8,11,6,7,0,87,..,7,10,0,0,0,0,0,0,19
SAL51191,..,0,0,9,6,5,7,0,0,25,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,17,5,6,6,8,13,13,4,0,75,..,0,0,6,0,5,5,0,0,28,..,0,5,0,0,4,0,0,0,10,..,0,0,3,4,0,0,0,0,6,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51192,..,0,135,376,318,249,288,127,22,1519,..,17,172,119,64,44,13,3,0,428,..,0,4,19,33,20,4,11,0,88,909,..,..,..,..,..,..,..,..,909,..,208,..,..,..,..,..,..,..,208,..,157,83,40,24,4,0,0,0,307,..,20,12,7,14,0,9,0,0,62,..,6,14,4,4,0,0,0,0,30,..,12,30,10,9,11,10,3,0,98,..,6,37,55,47,59,55,39,15,308,10,7,9,11,6,9,5,0,0,58,920,436,494,643,517,399,381,194,38,4025,..,3,201,427,317,279,267,92,12,1596,..,25,216,118,56,39,12,0,0,471,..,4,29,68,101,60,26,20,6,311,867,..,..,..,..,..,..,..,..,867,..,183,..,..,..,..,..,..,..,183,..,84,50,23,7,12,0,0,0,166,..,22,10,5,0,20,27,8,9,97,..,15,5,0,3,0,0,0,0,20
SAL51193,..,0,0,6,9,3,3,3,0,23,..,0,0,0,4,5,0,0,0,10,..,0,0,0,3,0,0,0,0,6,5,..,..,..,..,..,..,..,..,5,..,3,..,..,..,..,..,..,..,3,..,3,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,13,3,9,12,15,4,9,0,69,..,0,0,8,9,7,10,0,0,23,..,0,4,0,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51194,..,0,5,0,5,5,3,0,0,19,..,0,4,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,6,14,4,5,11,6,0,0,44,..,0,5,0,8,7,0,0,0,19,..,0,5,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51195,..,0,0,0,0,0,4,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51196,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,23,..,0,0,0,4,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51197,..,0,124,297,240,164,131,93,30,1080,..,27,178,79,54,54,21,12,3,417,..,0,0,9,29,11,3,4,0,63,684,..,..,..,..,..,..,..,..,684,..,159,..,..,..,..,..,..,..,159,..,95,50,16,13,8,0,0,0,185,..,15,8,0,0,4,0,0,0,37,..,4,13,4,3,0,0,5,0,28,..,29,57,17,8,12,8,3,0,122,..,16,51,48,71,83,86,39,24,418,5,10,6,13,11,7,4,0,0,53,685,348,478,485,430,355,260,144,61,3252,..,0,180,341,246,157,137,60,22,1136,..,31,193,89,60,32,20,7,0,435,..,3,14,67,109,59,24,11,9,309,631,..,..,..,..,..,..,..,..,631,..,181,..,..,..,..,..,..,..,181,..,60,39,13,5,0,0,0,0,124,..,21,12,0,3,5,6,7,7,65,..,0,3,0,0,0,0,0,0,12
SAL51198,..,0,5,12,0,6,0,0,0,22,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,4,0,4,0,5,5,0,0,0,20,28,0,17,10,0,9,0,0,0,74,..,0,11,12,0,3,0,0,0,22,..,3,6,0,0,0,0,0,0,10,..,0,5,0,0,0,0,0,0,6,29,..,..,..,..,..,..,..,..,29,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51199,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,11,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51200,..,0,0,9,0,0,3,0,0,17,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,5,0,3,0,0,0,0,0,9,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,13,7,5,3,3,3,0,0,64,..,0,3,8,0,4,0,0,0,18,..,0,4,0,0,0,0,0,0,0,..,0,4,8,4,4,0,0,0,12,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,8,3,0,0,0,0,0,0,11,..,6,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0
SAL51201,..,0,21,38,22,27,4,0,0,112,..,3,30,21,12,6,0,0,0,75,..,0,0,5,3,4,0,0,0,14,98,..,..,..,..,..,..,..,..,98,..,8,..,..,..,..,..,..,..,8,..,14,0,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,4,3,8,0,0,0,0,0,11,..,5,9,22,20,13,10,0,0,72,4,0,4,5,11,0,0,0,0,23,109,39,73,100,66,58,7,0,0,448,..,3,26,44,24,19,0,0,0,116,..,10,27,22,6,5,5,0,0,75,..,0,3,8,3,0,0,0,0,20,96,..,..,..,..,..,..,..,..,96,..,12,..,..,..,..,..,..,..,12,..,7,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,6,4,0,0,0,0,0,0,10
SAL51202,..,0,0,5,4,3,10,4,0,34,..,0,3,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,3,4,5,9,8,8,5,3,60,..,0,0,7,11,3,8,4,0,29,..,5,3,0,0,4,0,0,0,13,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51203,..,0,0,0,0,0,8,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,15,..,0,0,0,0,3,3,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51204,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51205,..,0,37,85,117,121,69,40,7,470,..,3,19,21,22,20,13,0,0,96,..,0,0,4,4,5,3,0,0,21,241,..,..,..,..,..,..,..,..,241,..,89,..,..,..,..,..,..,..,89,..,60,33,9,4,0,0,0,0,112,..,4,3,0,0,0,4,0,0,15,..,3,0,0,0,0,0,0,0,5,..,0,4,0,5,3,0,0,0,14,..,0,4,5,11,14,4,5,4,47,6,4,0,3,0,0,0,0,0,20,243,169,94,131,171,160,96,48,12,1130,..,0,48,110,132,125,64,17,4,501,..,8,18,25,29,20,5,7,0,110,..,0,8,8,17,10,7,0,0,55,199,..,..,..,..,..,..,..,..,199,..,86,..,..,..,..,..,..,..,86,..,30,20,7,3,4,0,0,0,63,..,9,0,3,5,3,0,7,0,23,..,0,0,0,0,5,0,0,0,8
SAL51206,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51207,..,0,0,0,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,8,..,..,..,..,..,..,..,8,..,5,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,0,3,0,5,0,0,0,35,..,0,0,0,5,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL51208,..,0,0,19,19,41,28,12,0,122,..,0,4,5,4,0,0,0,0,19,..,0,0,0,4,0,0,0,0,7,52,..,..,..,..,..,..,..,..,52,..,21,..,..,..,..,..,..,..,21,..,9,4,3,4,0,0,0,0,21,..,4,0,0,4,0,0,0,0,6,..,0,0,0,5,0,0,0,0,0,..,0,6,5,0,4,0,0,0,10,..,0,0,0,0,5,5,0,0,17,0,0,0,0,0,0,0,0,0,4,51,42,16,37,32,52,38,14,0,287,..,0,8,25,19,42,22,0,0,130,..,0,6,4,3,9,0,0,0,16,..,0,6,0,0,0,3,0,0,6,48,..,..,..,..,..,..,..,..,48,..,13,..,..,..,..,..,..,..,13,..,5,3,0,0,0,0,0,0,12,..,0,0,0,0,5,0,0,0,10,..,0,6,0,0,0,0,0,0,3
SAL51209,..,3,93,211,212,249,272,128,20,1175,..,14,68,46,35,17,8,3,0,192,..,0,0,15,12,12,16,3,4,60,496,..,..,..,..,..,..,..,..,496,..,164,..,..,..,..,..,..,..,164,..,104,110,50,24,6,0,0,0,294,..,19,8,10,6,5,8,6,0,59,..,13,13,8,3,0,0,0,0,45,..,8,35,19,6,4,13,0,0,83,..,3,22,35,43,52,49,28,10,245,4,4,10,7,7,6,5,4,0,40,500,331,371,395,335,356,371,165,29,2862,..,3,138,234,238,275,233,81,8,1218,..,21,73,49,30,30,4,0,0,201,..,0,31,51,45,45,24,21,5,220,445,..,..,..,..,..,..,..,..,445,..,124,..,..,..,..,..,..,..,124,..,65,59,19,17,11,0,0,0,168,..,15,5,4,6,12,14,12,5,82,..,5,10,4,0,0,0,0,0,23
SAL51210,..,4,68,152,175,163,161,63,12,799,..,31,89,60,49,40,15,6,0,292,..,0,7,21,27,19,7,5,0,83,590,..,..,..,..,..,..,..,..,590,..,115,..,..,..,..,..,..,..,115,..,156,80,43,27,8,0,0,0,316,..,27,14,15,9,15,14,6,4,97,..,20,14,5,0,12,4,0,0,58,..,18,19,13,14,16,11,3,0,97,..,15,54,69,74,73,51,33,7,372,5,7,10,8,4,5,3,0,0,49,599,398,363,383,379,347,257,112,29,2869,..,9,94,184,184,174,146,44,4,842,..,45,93,76,49,29,10,0,0,309,..,12,70,83,72,52,18,17,10,340,532,..,..,..,..,..,..,..,..,532,..,121,..,..,..,..,..,..,..,121,..,98,38,21,17,0,0,0,0,173,..,24,9,3,11,19,13,9,5,85,..,19,5,0,0,0,0,0,0,24
